,Individual,DAPC.group,Latitude,Longitude,Korea.N.China,Yangtze.Qinling,Central.Japan,North.Japan,SE.China,South.Japan,Msa,Sichuan
318,Gifu-2010-019a,Central Japan,36.3,137.6,0,0,0.7,0,0,0.3,0,0
319,Gifu-2010-019b,Central Japan,36.3,137.6,0,0,0.6,0.1,0,0.3,0,0
320,Gifu-2010-019c,Central Japan,36.3,137.6,0,0,0.6,0.1,0,0.3,0,0
321,Gifu-2010-019e,Central Japan,36.3,137.6,0,0,0.7,0,0,0.2,0,0
322,Gifu-2010-020,Msa,35.9,136.9,0,0,0,0,0,0,0.9,0
323,Gifu-2010-020a,Msa,35.9,136.9,0,0,0,0,0,0,1,0
324,Gifu-2010-020b,Msa,35.9,136.9,0,0,0,0,0,0,1,0
325,Gifu-2010-020c,Msa,35.9,136.9,0,0,0,0,0,0,1,0
326,Gifu-2010-020d,Msa,35.9,136.9,0,0,0,0.3,0,0,0.7,0
327,Gifu-2010-021a,Central Japan,35.9,136.9,0,0,0.6,0.1,0,0.3,0,0
328,Gifu-2010-021b,Central Japan,35.9,136.9,0,0,0.7,0,0,0.3,0,0
329,Gifu-2010-021c,Central Japan,35.9,136.9,0,0,0.7,0,0,0.3,0,0
330,Gifu-2010-021d,Central Japan,35.9,136.9,0,0,0.6,0,0,0.3,0,0
331,Gifu-2010-021e,Central Japan,35.9,136.9,0,0,0.6,0.1,0,0.3,0,0
332,Gifu-2010-022,Msa,35.6,136.9,0,0,0,0,0,0,0.9,0
333,Gifu-2010-022a,Msa,35.6,136.9,0,0,0,0,0,0,1,0
334,Gifu-2010-023a,Central Japan,35.6,136.9,0,0,0.7,0,0,0.3,0,0
335,Gifu-2010-023b,Central Japan,35.6,136.9,0,0,0.7,0,0,0.3,0,0
336,Gifu-2010-023c,Central Japan,35.6,136.9,0,0,0.7,0,0,0.3,0,0
337,Gifu-2010-023d,Central Japan,35.6,136.9,0,0,0.6,0.1,0,0.3,0,0
338,Gifu-2010-024,Msa,35.6,136.9,0,0,0,0,0,0,0.9,0.1
339,Gifu-2010-025,Msa,35.5,136.9,0,0,0.2,0,0,0.1,0.6,0
340,Gifu-2010-026a,Central Japan,35.5,136.9,0,0,0.6,0.1,0,0.3,0,0
341,Gifu-2010-026b,Central Japan,35.5,136.9,0,0,0.6,0,0,0.3,0,0
342,Gifu-2010-026c,Central Japan,35.5,136.9,0,0,0.7,0,0,0.3,0,0
343,Gifu-2010-026d,Central Japan,35.5,136.9,0,0,0.7,0,0,0.2,0,0
344,Gifu-2010-026e,Central Japan,35.5,136.9,0,0,0.7,0,0,0.3,0,0
345,Gifu-2010-027,Msa,35.4,136.7,0,0,0,0,0,0,1,0
346,Gifu-2010-028,Msa,35.4,136.7,0,0,0,0,0,0,0.9,0
347,Gifu-2010-029.1c,Central Japan,35.4,136.7,0,0,0.5,0.1,0,0.4,0,0
348,Gifu-2010-029.1d,Central Japan,35.4,136.7,0,0,0.6,0,0,0.4,0,0
349,Gifu-2010-029.2b,Central Japan,35.4,136.7,0,0,0.6,0,0,0.3,0,0
350,Gifu-2010-029.2c,Central Japan,35.4,136.7,0,0,0.6,0.1,0,0.4,0,0
351,Gifu-2010-029.2d,Central Japan,35.4,136.7,0,0,0.6,0.1,0,0.3,0,0
352,Gifu-2010-030,Msa,35.3,136.7,0,0,0,0,0,0,0.9,0
353,Gifu-2010-030a,Msa,35.3,136.7,0,0,0,0,0,0,1,0
354,Gifu-2010-030b,Msa,35.3,136.7,0,0,0,0,0,0,1,0
355,Gifu-2010-030c,Msa,35.3,136.7,0,0,0,0,0,0,1,0
356,"Hokkaido U, Livestock Farm-2",Msa,42.4,142.5,0,0,0,0,0,0,1,0
357,Hokkaido Univ-selection-1,Msa,31.5,131.2,0,0,0,0,0,0,1,0
358,Hokkaido Univ-selection-2,Msa,31.5,131.2,0,0,0,0,0,0.1,0.9,0
359,Hokkaido Univ-selection-3,Msa,31.5,131.2,0,0,0,0,0,0,0.9,0
360,Hokkaido Univ-selection-4,S Japan,31.4,131.1,0,0,0.1,0,0,0.8,0,0
361,Hokkaido Univ-selection-5,Msa,32,130.6,0.1,0,0,0,0,0,0.9,0
362,JA10-2a,N Japan,42.5,140.9,0,0,0.3,0.7,0,0,0,0
363,JA11-1a,N Japan,39.5,141.2,0,0,0.4,0.6,0,0,0,0
364,JA11-1b,N Japan,39.5,141.2,0,0,0.4,0.6,0,0,0,0
365,JA11-1c,N Japan,39.5,141.2,0,0,0.3,0.7,0,0,0,0
366,JA11-1e,N Japan,39.5,141.2,0,0,0.3,0.6,0,0.1,0,0
367,JA13a,N Japan,43.9,142.3,0,0,0,1,0,0,0,0
368,JA13b,N Japan,43.9,142.3,0,0,0,1,0,0,0,0
369,JA13c,N Japan,43.9,142.3,0,0,0,1,0,0,0,0
370,JA13d,N Japan,43.9,142.3,0,0,0,1,0,0,0,0
371,JA14b,Central Japan,37.3,140.3,0,0,0.7,0.2,0,0.1,0,0
372,JA15a,N Japan,40.3,140.5,0,0,0.2,0.8,0,0,0,0
373,JA15b,N Japan,40.3,140.5,0,0,0.2,0.8,0,0,0,0
374,JA15c,N Japan,40.3,140.5,0,0,0.2,0.8,0,0,0,0
375,JA15d,N Japan,40.3,140.5,0,0,0.2,0.8,0,0,0,0
376,JA15e,N Japan,40.3,140.5,0,0,0.2,0.8,0,0,0,0
377,JA16a,Central Japan,36,138.5,0,0,0.7,0.1,0,0.2,0,0
378,JA16b,Central Japan,36,138.5,0,0,0.7,0.1,0,0.2,0,0
379,JA16c,Central Japan,36,138.5,0,0,0.7,0.1,0,0.2,0,0
380,JA16d,Central Japan,36,138.5,0,0,0.7,0.1,0,0.2,0,0
381,JA16e,Central Japan,36,138.5,0,0,0.8,0,0,0.2,0,0
382,JA17-1a,N Japan,39.7,140.7,0,0,0.4,0.6,0,0,0,0
383,JA17-1b,N Japan,39.7,140.7,0,0,0.3,0.6,0,0.1,0,0
384,JA17-1c,N Japan,39.7,140.7,0,0,0.3,0.6,0,0,0,0
385,JA17-1d,N Japan,39.7,140.7,0,0,0.3,0.6,0,0.1,0,0
386,JA17-2a,N Japan,39.5,140.5,0,0,0.4,0.6,0,0,0,0
387,JA19a,Central Japan,36.7,136.8,0,0,0.7,0,0,0.2,0,0
388,JA19b,Central Japan,36.7,136.8,0,0,0.7,0.1,0,0.1,0,0
389,JA1a,N Japan,45,142.1,0,0,0,1,0,0,0,0
390,JA1b,N Japan,45,142.1,0,0,0,1,0,0,0,0
391,JA1c,N Japan,45,142.1,0,0,0,1,0,0,0,0
392,JA1d,N Japan,45,142.1,0,0,0,1,0,0,0,0
393,JA1e,N Japan,45,142.1,0,0,0,1,0,0,0,0
403,JA22a,N Japan,41,141.4,0,0,0.2,0.8,0,0,0,0
404,JA22b,N Japan,41,141.4,0,0,0.2,0.8,0,0,0,0
405,JA22c,N Japan,41,141.4,0,0,0.2,0.8,0,0,0,0
406,JA22d,N Japan,41,141.4,0,0,0.2,0.8,0,0,0,0
407,JA22e,N Japan,41,141.4,0,0,0.2,0.8,0,0,0,0
408,JA23a,Central Japan,36.9,138.4,0,0,0.7,0.1,0,0.1,0,0
409,JA23b,Central Japan,36.9,138.4,0,0,0.7,0.1,0,0.1,0,0
410,JA23c,Central Japan,36.9,138.4,0,0,0.7,0.1,0,0.2,0,0
411,JA23d,Central Japan,36.9,138.4,0,0,0.7,0.1,0,0.2,0,0
412,JA23e,Central Japan,36.9,138.4,0,0,0.7,0.1,0,0.2,0,0
413,JA24-1a,Central Japan,35.5,138.8,0,0,0.8,0.1,0,0.2,0,0
414,JA24-1b,Central Japan,35.5,138.8,0,0,0.8,0.1,0,0.1,0,0
415,JA24-1d,Central Japan,35.5,138.8,0,0,0.7,0.1,0,0.2,0,0
416,JA24-1e,Central Japan,35.5,138.8,0,0,0.8,0.1,0,0.2,0,0
417,JA24-2a,Central Japan,35.6,138.9,0,0,0.7,0.2,0,0.1,0,0
418,JA24-2b,Central Japan,35.6,138.9,0,0,0.7,0.2,0,0.1,0,0
419,JA24-2d,Central Japan,35.6,138.9,0,0,0.7,0.2,0,0.1,0,0
420,JA24-2e,Central Japan,35.6,138.9,0,0,0.8,0.1,0,0.1,0,0
421,JA25a,Central Japan,36.1,137.9,0,0,0.7,0.1,0,0.2,0,0
422,JA26a,Central Japan,35.7,138.6,0,0,0.7,0.1,0,0.1,0,0
423,JA26b,Central Japan,35.7,138.6,0,0,0.7,0.1,0,0.1,0,0
424,JA30-1a,Central Japan,36.3,138.4,0,0,0.7,0.1,0,0.2,0,0
425,JA30-1b,Central Japan,36.3,138.4,0,0,0.8,0.1,0,0.1,0,0
426,JA30-2a,Central Japan,36.3,138.4,0,0,0.7,0.1,0,0.2,0,0
427,JA30-2b,Central Japan,36.3,138.4,0,0,0.7,0.1,0,0.2,0,0
428,JA30-2c,Central Japan,36.3,138.4,0,0,0.7,0.1,0,0.2,0,0
429,JA30-3a,Central Japan,36.3,138.5,0,0,0.7,0.1,0,0.2,0,0
430,JA30-3b,Central Japan,36.3,138.5,0,0,0.7,0.1,0,0.2,0,0
431,JA30-3c,Central Japan,36.3,138.5,0,0,0.7,0.1,0,0.2,0,0
432,JA30-3d,Central Japan,36.3,138.5,0,0,0.7,0.1,0,0.2,0,0
433,JA30-3e,Central Japan,36.3,138.5,0,0,0.7,0.1,0,0.2,0,0
434,JA31-1a,S Japan,31.4,130.4,0,0,0.1,0,0.1,0.8,0,0
435,JA31-1b,S Japan,31.4,130.4,0,0,0.1,0,0.1,0.8,0,0
436,JA31-1c,S Japan,31.4,130.4,0,0,0.1,0,0.1,0.8,0,0
437,JA31-1d,S Japan,31.4,130.4,0,0,0.2,0,0.1,0.8,0,0
438,JA31-2a,S Japan,31.4,130.4,0,0,0.1,0.1,0,0.7,0,0
439,JA31-2c,S Japan,31.4,130.4,0,0,0.1,0.1,0.1,0.7,0,0
440,JA31-2d,S Japan,31.4,130.4,0,0,0.1,0,0,0.8,0,0
441,JA31-3a,S Japan,31.4,130.4,0,0,0.2,0,0.1,0.8,0,0
442,JA32a,S Japan,35,133.5,0,0,0.1,0.1,0,0.8,0,0
443,JA3-3a,N Japan,43.5,145,0,0,0,1,0,0,0,0
444,JA3-3b,N Japan,43.5,145,0,0,0,1,0,0,0,0
445,JA3-3c,N Japan,43.5,145,0,0,0,1,0,0,0,0
446,JA33d,S Japan,35.1,135.6,0,0,0.2,0.2,0,0.6,0,0
447,JA33e,S Japan,35.1,135.6,0,0,0.2,0.1,0,0.7,0,0
448,JA34a,S Japan,34.8,132.8,0,0,0.1,0,0,0.9,0,0
449,JA34b,S Japan,34.8,132.8,0,0,0.2,0,0,0.8,0,0
450,JA3-4b,N Japan,43.5,145,0,0,0,1,0,0,0,0
451,JA3-4c,N Japan,43.5,145,0,0,0,1,0,0,0,0
452,JA34d,S Japan,34.8,132.8,0,0,0.1,0,0,0.9,0,0
453,JA34e,S Japan,34.8,132.8,0,0,0.1,0,0,0.9,0,0
454,JA35a,S Japan,36.2,133.3,0,0,0.2,0,0,0.8,0,0
455,JA35b,S Japan,36.2,133.3,0,0,0.1,0.1,0,0.7,0,0
456,JA35c,S Japan,36.2,133.3,0,0,0.2,0,0,0.8,0,0
457,JA35d,S Japan,36.2,133.3,0,0,0.2,0.2,0,0.7,0,0
458,JA35e,S Japan,36.2,133.3,0,0,0.1,0.1,0,0.7,0,0
459,JA37a,S Japan,37,136.9,0,0,0.1,0,0,0.9,0,0
460,JA37b,S Japan,37,136.9,0,0,0.1,0,0.1,0.8,0,0
461,JA37c,S Japan,37,136.9,0,0,0.1,0,0,0.9,0,0
462,JA37d,S Japan,37,136.9,0,0,0.1,0,0,0.8,0,0
463,JA39a,Central Japan,37,138.2,0,0,0.7,0.2,0,0.1,0,0
464,JA39b,Central Japan,37,138.2,0,0,0.6,0.3,0,0.2,0,0
465,JA39c,Central Japan,37,138.2,0,0,0.7,0.1,0,0.1,0,0
466,JA39d,Central Japan,37,138.2,0,0,0.6,0.3,0,0.2,0,0
467,JA40b,Central Japan,31.6,130.6,0,0,0.7,0.2,0,0.1,0,0
468,JA40c,Central Japan,31.6,130.6,0,0,0.7,0.1,0,0.1,0,0
469,JA40d,S Japan,31.6,130.6,0,0,0.1,0,0,0.8,0,0
470,JA40e,Central Japan,31.6,130.6,0,0,0.7,0.1,0,0.2,0,0
471,JA41a,S Japan,31.6,130.6,0,0,0.2,0,0.1,0.7,0,0
472,JA41c,S Japan,31.6,130.6,0,0,0.1,0,0.1,0.8,0,0
473,JA41d,S Japan,31.6,130.6,0,0,0.1,0,0.1,0.8,0,0
474,JA43-1a,S Japan,33.5,133.4,0,0,0.1,0,0,0.9,0,0
475,JA43-1b,S Japan,33.5,133.4,0,0,0.1,0,0,0.9,0,0
476,JA43-1c,S Japan,33.5,133.4,0,0,0.1,0,0,0.9,0,0
477,JA43-1d,S Japan,33.5,133.4,0,0,0.1,0,0,0.9,0,0
478,JA43-2a,S Japan,33.5,133.4,0,0,0.2,0,0,0.8,0,0
479,JA43-2b,S Japan,33.5,133.4,0,0,0.1,0,0,0.9,0,0
480,JA43-2c,S Japan,33.5,133.4,0,0,0.1,0,0,0.9,0,0
481,JA44a,Central Japan,35.7,140,0,0,0.7,0.1,0.1,0.2,0,0
482,JA44b,Central Japan,35.7,140,0,0,0.7,0.1,0.1,0.2,0,0
483,JA44c,Central Japan,35.7,140,0,0,0.6,0.1,0.1,0.2,0,0
484,JA44d,S Japan,35.7,140,0,0,0.1,0,0.1,0.8,0,0
485,JA45a,Central Japan,35.6,136.1,0,0,0.5,0,0,0.4,0,0
486,JA45b,Central Japan,35.6,136.1,0,0,0.5,0,0,0.5,0,0
487,JA45c,Central Japan,35.6,136.1,0,0,0.5,0,0,0.5,0,0
488,JA45d,Central Japan,35.6,136.1,0,0,0.5,0,0,0.5,0,0
489,JA46a,S Japan,34,133.6,0,0,0.1,0,0,0.9,0,0
490,JA46b,S Japan,34,133.6,0,0,0.1,0,0,0.9,0,0
491,JA46c,S Japan,34,133.6,0,0,0.1,0,0,0.9,0,0
492,JA46d,S Japan,34,133.6,0,0,0.1,0,0,0.8,0,0
493,JA46e,S Japan,34,133.6,0,0,0.1,0,0,0.9,0,0
494,JA47a,Central Japan,34.8,137.4,0,0,0.6,0,0,0.3,0,0
495,JA48a,S Japan,33.4,132.9,0,0,0.1,0,0,0.9,0,0
496,JA48b,S Japan,33.4,132.9,0,0,0.1,0,0,0.9,0,0
497,JA48c,S Japan,33.4,132.9,0,0,0.1,0,0,0.9,0,0
498,JA48d,S Japan,33.4,132.9,0,0,0.1,0,0,0.9,0,0
499,JA48e,S Japan,33.4,132.9,0,0,0.1,0,0,0.9,0,0
500,JA49a,Central Japan,35.3,137,0,0,0.6,0.1,0,0.3,0,0
501,JA49c,Central Japan,35.3,137,0,0,0.6,0.1,0,0.3,0,0
502,JA49d,Central Japan,35.3,137,0,0,0.7,0.1,0,0.2,0,0
503,JA49e,Central Japan,35.3,137,0,0,0.7,0,0,0.3,0,0
504,JA4a,N Japan,43.1,145.1,0,0,0.1,0.9,0,0,0,0
505,JA4c,N Japan,43.1,145.1,0,0,0,1,0,0,0,0
506,JA4e,N Japan,43.1,145.1,0,0,0,1,0,0,0,0
507,JA50a,S Japan,34.4,131.4,0,0,0.1,0,0,0.9,0,0
508,JA50b,S Japan,34.4,131.4,0,0,0.1,0,0,0.9,0,0
509,JA50c,S Japan,34.4,131.4,0,0,0.1,0,0,0.9,0,0
510,JA50d,S Japan,34.4,131.4,0,0,0.1,0,0,0.9,0,0
511,JA50e,S Japan,34.4,131.4,0,0,0.1,0,0,0.9,0,0
512,JA52a,Msa,33.6,130.5,0,0,0,0,0,0.2,0.8,0
513,JA53a,S Japan,32.7,128.8,0,0,0.1,0,0.1,0.8,0,0
514,JA54b,S Japan,34.8,134.9,0,0,0.2,0,0,0.8,0,0
515,JA54c,S Japan,34.8,134.9,0,0,0.2,0,0,0.8,0,0
516,JA54d,S Japan,34.8,134.9,0,0,0.2,0,0,0.8,0,0
517,JA54e,S Japan,34.8,134.9,0,0,0.2,0,0,0.8,0,0
518,JA55-1a,Central Japan,36.8,140.8,0,0,0.7,0.1,0,0.2,0,0
519,JA55-1b,Central Japan,36.8,140.8,0,0,0.7,0.1,0,0.1,0,0
520,JA55-1c,Central Japan,36.8,140.8,0,0,0.7,0.1,0,0.2,0,0
521,JA55-1d,Central Japan,36.8,140.8,0,0,0.7,0.1,0,0.2,0,0
522,JA55-1e,Central Japan,36.8,140.8,0,0,0.8,0.1,0,0.1,0,0
523,JA55-2a,Central Japan,36.7,140.7,0,0,0.8,0.1,0,0.1,0,0
524,JA55-2c,Central Japan,36.7,140.7,0,0,0.6,0.1,0,0.1,0.1,0
525,JA55-3a,Central Japan,36.6,140.7,0,0,0.8,0.1,0,0.1,0,0
526,JA55-3b,Central Japan,36.6,140.7,0,0,0.7,0.1,0,0.2,0,0
527,JA55-3c,Central Japan,36.6,140.7,0,0,0.8,0.1,0,0.1,0,0
528,JA55-3d,Central Japan,36.6,140.7,0,0,0.7,0.1,0,0.2,0,0
529,JA55-3e,Central Japan,36.6,140.7,0,0,0.7,0.1,0,0.2,0,0
530,JA55-4a,Central Japan,36.6,140.7,0,0,0.7,0.1,0,0.2,0,0
531,JA55-4b,Central Japan,36.6,140.7,0,0,0.6,0.1,0,0.2,0,0
532,JA55-4c,Central Japan,36.6,140.7,0,0,0.7,0.1,0,0.2,0,0
533,JA55-4d,Central Japan,36.6,140.7,0,0,0.7,0.1,0,0.2,0,0
534,JA55-4e,Central Japan,36.6,140.7,0,0,0.6,0.1,0,0.2,0,0
535,JA55-5b,Msa,36.6,140.7,0,0,0,0,0,0,1,0
536,JA55-5c,Msa,36.6,140.7,0,0,0,0,0,0,1,0
537,JA55-5d,Msa,36.6,140.7,0,0,0,0,0,0,0.9,0
538,JA55-5e,Msa,36.6,140.7,0,0,0,0,0,0,0.9,0
539,JA56a,S Japan,31.6,131.3,0,0,0.1,0,0.1,0.8,0,0
540,JA56b,S Japan,31.6,131.3,0,0,0.1,0,0.1,0.8,0,0
541,JA56c,S Japan,31.6,131.3,0,0,0.1,0,0.1,0.8,0,0
542,JA56e,S Japan,31.6,131.3,0,0,0.1,0,0.1,0.8,0,0
543,JA57-1a,Central Japan,35.4,139.9,0,0,0.6,0.1,0.1,0.2,0,0
544,JA57-1b,Central Japan,35.4,139.9,0,0,0.6,0.1,0.1,0.2,0,0
545,JA57-1c,Central Japan,35.4,139.9,0,0,0.7,0.1,0,0.2,0,0
546,JA57-1d,Central Japan,35.4,139.9,0,0,0.6,0.1,0.1,0.2,0,0
547,JA57-3a,Central Japan,35.4,139.9,0,0,0.7,0.1,0,0.2,0,0
548,JA57-3b,Central Japan,35.4,139.9,0,0,0.7,0.1,0,0.2,0,0
549,JA57-3c,Central Japan,35.4,139.9,0,0,0.7,0.1,0,0.2,0,0
550,JA57-3d,Msa,35.4,139.9,0,0,0,0,0,0,1,0
551,JA57-3e,Msa,35.4,139.9,0,0,0,0,0,0,1,0
552,JA57-4a,Central Japan,35.4,139.9,0,0,0.6,0.1,0.1,0.2,0,0
553,JA57-4b,Central Japan,35.4,139.9,0,0,0.7,0,0,0.2,0,0
554,JA57-4c,Central Japan,35.4,139.9,0,0,0.7,0,0.1,0.2,0,0
555,JA57-4e,Central Japan,35.4,139.9,0,0,0.7,0.1,0.1,0.2,0,0
556,JA58a,Central Japan,36.2,140.3,0,0,0.7,0.1,0,0.2,0,0
557,JA58b,Central Japan,36.2,140.3,0,0,0.7,0.1,0,0.2,0,0
558,JA58c,Central Japan,36.2,140.3,0,0,0.7,0.1,0,0.2,0,0
559,JA58d,Central Japan,36.2,140.3,0,0,0.7,0.1,0,0.2,0,0
560,JA5a,N Japan,42.6,140.8,0,0,0,1,0,0,0,0
561,JA5b,N Japan,42.6,140.8,0,0,0.1,0.9,0,0,0,0
562,JA5c,N Japan,42.6,140.8,0,0,0,1,0,0,0,0
563,JA5d,N Japan,42.6,140.8,0,0,0,0.9,0,0,0,0
564,JA5e,N Japan,42.6,140.8,0,0,0,1,0,0,0,0
565,JA7a,Central Japan,38.6,139.9,0,0,0.5,0.5,0,0.1,0,0
566,JA7b,Central Japan,38.6,139.9,0,0,0.5,0.5,0,0.1,0,0
567,JA7c,Central Japan,38.6,139.9,0,0,0.5,0.5,0,0.1,0,0
568,JA7d,Central Japan,38.6,139.9,0,0,0.5,0.5,0,0,0,0
569,JA7e,Central Japan,38.6,139.9,0,0,0.5,0.5,0,0.1,0,0
570,JM11-002,Msa,33.6,130.2,0,0,0,0,0,0.3,0.7,0
571,JM11-006,Msa,34.2,131.3,0,0,0,0,0,0.2,0.8,0
572,JM11-010,Msa,34.3,131.3,0,0,0,0,0,0.4,0.6,0
573,JM11-013,Msa,34.7,131.8,0,0,0,0,0,0.4,0.6,0
574,JM11-019,Msa,35.1,132.3,0,0,0,0,0,0,1,0
575,JM11-024-1,Msa,35.4,132.7,0,0,0,0,0,0,1,0
576,JM11-024-2,Msa,35.4,132.7,0,0,0,0,0,0.1,0.9,0
577,JM11-027,Msa,35.3,133.6,0,0,0,0,0,0,1,0
578,JM11-031,Msa,35.4,133.4,0,0,0,0,0,0.4,0.6,0
579,JM11-037,Msa,34.9,133.3,0,0,0,0,0,0,1,0
580,JM11-040,Msa,34.8,132.9,0,0,0,0,0,0,1,0
581,JM11-041,S Japan,34.8,132.9,0,0,0.1,0,0,0.9,0,0
582,KMI-2011-001,Msa,31.8,131.4,0,0,0,0,0,0,1,0
583,Koike-02c,N Japan,44.2,142.1,0,0,0,1,0,0,0,0
584,Koike-05a,N Japan,42.4,141.3,0,0,0,0.8,0,0,0.2,0
585,Koike-05c,N Japan,42.4,141.3,0,0,0,1,0,0,0,0
586,Koike-05d,N Japan,42.4,141.3,0,0,0,1,0,0,0,0
587,Koike-06a,N Japan,41.5,140.1,0,0,0.1,0.9,0,0,0,0
588,Koike-06b,N Japan,41.5,140.1,0,0,0.1,0.9,0,0,0,0
589,Koike-06c,N Japan,41.5,140.1,0,0,0.1,0.9,0,0,0,0
590,Koike-06d,N Japan,41.5,140.1,0,0,0.1,0.9,0,0,0,0
591,Koike-08c,Central Japan,38.6,141,0,0,0.4,0.6,0,0.1,0,0
592,Koike-08d,Central Japan,38.6,141,0,0,0.4,0.5,0,0.1,0,0
593,Koike-08e,Central Japan,38.6,141,0,0,0.4,0.5,0,0.1,0,0
594,Koike-10a,Central Japan,37.6,139,0,0,0.6,0.2,0,0.1,0,0
595,Koike-10b,Central Japan,37.6,139,0,0,0.6,0.2,0,0.2,0,0
596,Koike-10c,Central Japan,37.6,139,0,0,0.7,0.2,0,0.1,0,0
597,Koike-10d,Central Japan,37.6,139,0,0,0.7,0.2,0,0.1,0,0
598,Koike-10e,Central Japan,37.6,139,0,0,0.7,0.2,0,0.1,0,0
599,Koike-11c,Central Japan,38,138.4,0,0,0.6,0.2,0,0.1,0,0
600,Koike-11d,Central Japan,38,138.4,0,0,0.6,0.3,0,0.1,0,0
601,Koike-11e,Central Japan,38,138.4,0,0,0.7,0.2,0,0.1,0,0
602,Koike-11f,Central Japan,38,138.4,0,0,0.6,0.2,0,0.2,0,0
603,Koike-13a,Central Japan,35.7,139.4,0,0,0.7,0.2,0,0.1,0,0
604,Koike-13c,Central Japan,35.7,139.4,0,0,0.8,0,0,0.1,0,0
605,Koike-13d,Central Japan,35.7,139.4,0,0,0.7,0.1,0,0.2,0,0
606,Koike-13e,Central Japan,35.7,139.4,0,0,0.6,0.1,0,0.2,0,0
607,Koike-14c,Central Japan,36.3,138.3,0,0,0.7,0.1,0,0.2,0,0
608,Koike-14d,Central Japan,36.3,138.3,0,0,0.7,0.1,0,0.2,0,0
609,Koike-14e,Central Japan,36.3,138.3,0,0,0.7,0.1,0,0.2,0,0
610,Koike-18a,S Japan,35,133.7,0,0,0.2,0,0,0.8,0,0
611,Koike-18b,S Japan,35,133.7,0,0,0.2,0,0,0.8,0,0
612,Koike-18c,Msa,35,133.7,0,0,0,0,0,0,0.9,0
613,Koike-18d,S Japan,35,133.7,0,0,0.1,0,0,0.9,0,0
614,Koike-18e,S Japan,35,133.7,0,0,0.2,0,0,0.8,0,0
615,Koike-19a,S Japan,34.4,132.7,0,0,0.1,0,0,0.9,0,0
616,Koike-20a,S Japan,33.5,133.5,0,0,0.1,0,0,0.9,0,0
617,Koike-20c,S Japan,33.5,133.5,0,0,0.1,0,0,0.9,0,0
618,Koike-20d,S Japan,33.5,133.5,0,0,0.1,0,0,0.8,0,0
619,Koike-22b,S Japan,31.8,131.4,0,0,0.1,0,0,0.9,0,0
620,Koike-22c,S Japan,31.8,131.4,0,0,0.1,0,0,0.9,0,0
621,Koike-22d,S Japan,31.8,131.4,0,0,0.1,0,0,0.9,0,0
622,Koike-22e,S Japan,31.8,131.4,0,0,0.1,0,0,0.8,0,0
623,Koike-24b,Central Japan,35.6,139.2,0,0,0.8,0.1,0,0.1,0,0
624,Koike-24c,Central Japan,35.6,139.2,0,0,0.8,0.1,0,0.1,0,0
625,Koike-24d,Central Japan,35.6,139.2,0,0,0.7,0.1,0,0.2,0,0
626,Koike-24e,Central Japan,35.6,139.2,0,0,0.8,0.1,0,0.1,0,0
627,Koike-25a,Central Japan,36,138.1,0,0,0.8,0.1,0,0.1,0,0
628,Koike-25b,N Japan,36,138.1,0,0,0.2,0.7,0,0.1,0,0
629,Koike-25c,Central Japan,36,138.1,0,0,0.8,0.1,0,0.2,0,0
630,Tohoku-2010-001,Msa,38.8,141,0,0,0,0,0,0,0.9,0
631,Tohoku-2010-002a,Central Japan,38.8,141.1,0,0,0.4,0.5,0,0.1,0,0
632,Tohoku-2010-002b,Central Japan,38.8,141.1,0,0,0.4,0.5,0,0.1,0,0
633,Tohoku-2010-002c,Central Japan,38.8,141.1,0,0,0.5,0.4,0,0.1,0,0
634,Tohoku-2010-002d,Central Japan,38.8,141.1,0,0,0.4,0.5,0,0.1,0,0
635,Tohoku-2010-002e,Central Japan,38.8,141.1,0,0,0.5,0.5,0,0.1,0,0
636,Tohoku-2010-003a,N Japan,39.2,141.1,0,0,0.4,0.6,0,0,0,0
637,Tohoku-2010-003b,N Japan,39.2,141.1,0,0,0.4,0.6,0,0.1,0,0
638,Tohoku-2010-003d,N Japan,39.2,141.1,0,0,0.4,0.5,0,0.1,0,0
639,Tohoku-2010-003e,N Japan,39.2,141.1,0,0,0.4,0.6,0,0,0,0
640,Tohoku-2010-005a,N Japan,39.7,141,0,0,0.3,0.7,0,0,0,0
641,Tohoku-2010-005b,N Japan,39.7,141,0,0,0.3,0.7,0,0,0,0
642,Tohoku-2010-005c,N Japan,39.7,141,0,0,0.3,0.7,0,0,0,0
643,Tohoku-2010-005d,N Japan,39.7,141,0,0,0.3,0.6,0,0.1,0,0
644,Tohoku-2010-005e,N Japan,39.7,141,0,0,0.3,0.7,0,0,0,0
645,Tohoku-2010-006a,N Japan,39.7,140.8,0,0,0.3,0.6,0,0,0,0
646,Tohoku-2010-006b,N Japan,39.7,140.8,0,0,0.4,0.6,0,0.1,0,0
647,Tohoku-2010-006c,N Japan,39.7,140.8,0,0,0.3,0.6,0,0.1,0,0
648,Tohoku-2010-006d,N Japan,39.7,140.8,0,0,0.3,0.6,0,0.1,0,0
649,Tohoku-2010-006e,N Japan,39.7,140.8,0,0,0.3,0.6,0,0,0,0
650,Tohoku-2010-007a,N Japan,39.7,140.7,0,0,0.3,0.6,0,0.1,0,0
651,Tohoku-2010-007b,N Japan,39.7,140.7,0,0,0.3,0.6,0,0,0,0
652,Tohoku-2010-007c,N Japan,39.7,140.7,0,0,0.3,0.7,0,0,0,0
653,Tohoku-2010-007d,N Japan,39.7,140.7,0,0,0.3,0.6,0,0,0,0
