,Individual,DAPC.group,Latitude,Longitude,Korea.N.China,Yangtze.Qinling,Central.Japan,North.Japan,SE.China,South.Japan,Msa,Sichuan
654,Tohoku-2010-007e,N Japan,39.7,140.7,0,0,0.4,0.6,0,0,0,0
655,Tohoku-2010-008c,N Japan,39.8,140,0,0,0.3,0.7,0,0,0,0
656,Tohoku-2010-008d,N Japan,39.8,140,0,0,0.3,0.7,0,0,0,0
657,Tohoku-2010-008f,N Japan,39.8,140,0,0,0.3,0.7,0,0,0,0
658,Tohoku-2010-009a,N Japan,39.9,140,0,0,0.3,0.7,0,0.1,0,0
659,Tohoku-2010-009b,N Japan,39.9,140,0,0,0.3,0.7,0,0,0,0
660,Tohoku-2010-009c,N Japan,39.9,140,0,0,0.3,0.7,0,0,0,0
661,Tohoku-2010-009d,N Japan,39.9,140,0,0,0.3,0.7,0,0,0,0
662,Tohoku-2010-011a,N Japan,39.9,139.9,0,0,0.3,0.7,0,0.1,0,0
663,Tohoku-2010-011b,N Japan,39.9,139.9,0,0,0.2,0.7,0,0.1,0,0
664,Tohoku-2010-011c,N Japan,39.9,139.9,0,0,0.3,0.7,0,0,0,0
665,Tohoku-2010-011e,N Japan,39.9,139.9,0,0,0.3,0.7,0,0,0,0
666,Tohoku-2010-012,Msa,40,139.9,0.1,0,0,0,0,0,0.9,0
667,Tohoku-2010-013a,N Japan,40,140.1,0,0,0.3,0.7,0,0,0,0
668,Tohoku-2010-013b,N Japan,40,140.1,0,0,0.3,0.7,0,0,0,0
669,Tohoku-2010-013c,N Japan,40,140.1,0,0,0.3,0.7,0,0,0,0
670,Tohoku-2010-013d,N Japan,40,140.1,0,0,0.3,0.7,0,0,0,0
671,Tohoku-2010-013e,N Japan,40,140.1,0,0,0.2,0.7,0,0,0,0
672,Tohoku-2010-014,Msa,40.2,140.2,0,0,0,0,0,0,0.9,0
673,Tohoku-2010-015c,N Japan,40.2,140.2,0,0,0.2,0.8,0,0,0,0
674,Tohoku-2010-015d,N Japan,40.2,140.2,0,0,0.2,0.8,0,0,0,0
675,Tohoku-2010-015e,N Japan,40.2,140.2,0,0,0.2,0.8,0,0,0,0
676,Tohoku-2010-015f,N Japan,40.2,140.2,0,0,0.2,0.8,0,0,0,0
677,Tohoku-2010-015g,N Japan,40.2,140.2,0,0,0.2,0.8,0,0,0,0
678,Tohoku-2010-016a,N Japan,40.2,140.2,0,0,0.2,0.7,0,0,0,0
679,Tohoku-2010-016c,N Japan,40.2,140.2,0,0,0.2,0.7,0,0,0,0
680,Tohoku-2010-016d,N Japan,40.2,140.2,0,0,0.2,0.8,0,0.1,0,0
681,Tohoku-2010-016e,N Japan,40.2,140.2,0,0,0.2,0.8,0,0,0,0
682,Tohoku-2010-017,Msa,40.1,140.4,0,0,0,0,0,0,0.9,0
683,Tohoku-2010-017a,Msa,40.1,140.4,0,0,0,0,0,0,1,0
684,Tohoku-2010-017b,Msa,40.1,140.4,0,0,0,0,0,0,0.9,0
685,Tohoku-2010-017c,Msa,40.1,140.4,0,0,0,0,0,0,1,0
686,Tohoku-2010-017d,Msa,40.1,140.4,0,0,0,0,0,0,1,0
687,Tohoku-2010-018a,N Japan,40.1,140.4,0,0,0.2,0.7,0,0,0,0
688,Tohoku-2010-018b,N Japan,40.1,140.4,0,0,0.3,0.7,0,0,0,0
689,Tohoku-2010-018c,N Japan,40.1,140.4,0,0,0.2,0.7,0,0,0,0
690,Tohoku-2010-018d,N Japan,40.1,140.4,0,0,0.2,0.8,0,0,0,0
691,Tohoku-2010-018e,N Japan,40.1,140.4,0,0,0.2,0.7,0,0,0,0
692,Tohoku-2010-019a,N Japan,40,140.4,0,0,0.3,0.7,0,0,0,0
693,Tohoku-2010-019b,N Japan,40,140.4,0,0,0.3,0.7,0,0.1,0,0
694,Tohoku-2010-019c,N Japan,40,140.4,0,0,0.3,0.7,0,0,0,0
695,Tohoku-2010-019d,N Japan,40,140.4,0,0,0.3,0.7,0,0,0,0
696,Tohoku-2010-019e,N Japan,40,140.4,0,0,0.4,0.6,0,0,0,0
697,Tohoku-2010-020,Msa,40,140.4,0,0,0,0,0,0,0.9,0
698,Tohoku-2010-021a,N Japan,39.9,140.6,0,0,0.2,0.7,0,0.1,0,0
699,Tohoku-2010-021b,N Japan,39.9,140.6,0,0,0.3,0.6,0,0.1,0,0
700,Tohoku-2010-021c,N Japan,39.9,140.6,0,0,0.3,0.7,0,0,0,0
701,Tohoku-2010-021d,N Japan,39.9,140.6,0,0,0.3,0.6,0,0,0,0
702,Tohoku-2010-021e,N Japan,39.9,140.6,0,0,0.3,0.7,0,0,0,0
703,Tohoku-2010-022,Msa,39.8,140.6,0,0,0,0.1,0,0,0.9,0
704,Tohoku-2010-023a,N Japan,39.8,140.6,0,0,0.3,0.6,0,0,0,0
705,Tohoku-2010-023b,N Japan,39.8,140.6,0,0,0.3,0.6,0,0,0,0
706,Tohoku-2010-023c,N Japan,39.8,140.6,0,0,0.3,0.7,0,0,0,0
707,Tohoku-2010-024a,N Japan,39.8,140.8,0,0,0.3,0.6,0,0.1,0,0
708,Tohoku-2010-024b,N Japan,39.8,140.8,0,0,0.3,0.6,0,0,0,0
709,Tohoku-2010-024c,N Japan,39.8,140.8,0,0,0.3,0.6,0,0.1,0,0
710,Tohoku-2010-024d,N Japan,39.8,140.8,0,0,0.3,0.7,0,0,0,0
711,Tohoku-2010-024e,N Japan,39.8,140.8,0,0,0.2,0.7,0,0.1,0,0
712,Tohoku-2010-025,Msa,39.6,140.2,0,0,0,0,0,0,0.9,0
713,Tohoku-2010-026,Msa,39.4,140.1,0,0,0,0,0,0,0.9,0
714,Tohoku-2010-027a,N Japan,39.4,140.1,0,0,0.4,0.6,0,0,0,0
715,Tohoku-2010-027b,Central Japan,39.4,140.1,0,0,0.4,0.6,0,0.1,0,0
716,Tohoku-2010-027c,Central Japan,39.4,140.1,0,0,0.4,0.6,0,0.1,0,0
717,Tohoku-2010-027d,Central Japan,39.4,140.1,0,0,0.4,0.6,0,0,0,0
718,Tohoku-2010-027e,Central Japan,39.4,140.1,0,0,0.4,0.6,0,0.1,0,0
719,Tohoku-2010-028,Msa,39.4,140.1,0,0,0,0,0,0,1,0
720,Tohoku-2010-029b,Central Japan,39.1,140,0,0,0.5,0.5,0,0.1,0,0
721,Tohoku-2010-029c,Central Japan,39.1,140,0,0,0.4,0.5,0,0.1,0,0
722,Tohoku-2010-029d,Central Japan,39.1,140,0,0,0.4,0.5,0,0.1,0,0
723,Tohoku-2010-029e,Central Japan,39.1,140,0,0,0.5,0.5,0,0,0,0
724,Tohoku-2010-030Aa,Central Japan,38.7,140,0,0,0.4,0.5,0,0.1,0,0
725,Tohoku-2010-030Ab,Central Japan,38.7,140,0,0,0.4,0.5,0,0.1,0,0
726,Tohoku-2010-030Ac,Central Japan,38.7,140,0,0,0.5,0.4,0,0.1,0,0
727,Tohoku-2010-030Ad,Central Japan,38.7,140,0,0,0.5,0.5,0,0.1,0,0
728,Tohoku-2010-030Ae,Central Japan,38.7,140,0,0,0.4,0.5,0,0,0,0
729,Tohoku-2010-030b,Central Japan,38.7,140,0,0,0.5,0.5,0,0,0,0
730,Tohoku-2010-030c,Central Japan,38.7,140,0,0,0.5,0.4,0,0.1,0,0
731,Tohoku-2010-030d,Central Japan,38.7,140,0,0,0.5,0.5,0,0.1,0,0
732,Tohoku-2010-030e,Central Japan,38.7,140,0,0,0.5,0.5,0,0,0,0
733,Tohoku-2010-031,Yangtze-Qinling,38.7,140,0.3,0.5,0,0,0.2,0,0,0
734,Tohoku-2010-032,Yangtze-Qinling,38.7,140,0.3,0.5,0,0,0.2,0,0,0
735,Tohoku-2010-033,Msa,38.7,139.9,0,0,0,0,0,0,1,0
736,Tohoku-2010-034,Msa,38.7,139.9,0,0,0,0,0,0,0.9,0
737,Tohoku-2010-035a,Central Japan,38.5,140,0,0,0.5,0.5,0,0.1,0,0
738,Tohoku-2010-035b,Central Japan,38.5,140,0,0,0.5,0.5,0,0.1,0,0
739,Tohoku-2010-035c,Central Japan,38.5,140,0,0,0.4,0.5,0,0.1,0,0
740,Tohoku-2010-035d,Central Japan,38.5,140,0,0,0.4,0.5,0,0.1,0,0
741,Tohoku-2010-035e,Central Japan,38.5,140,0,0,0.5,0.5,0,0.1,0,0
742,Tohoku-2010-036,Msa,38.4,140.3,0,0,0,0,0,0,1,0
743,Tohoku-2010-037,Msa,38.4,140.3,0,0,0,0,0,0.1,0.9,0
744,Tomatoh Corporation-1,Msa,42.6,141.8,0,0,0,0,0,0,1,0
745,Tomatoh Corporation-2,Msa,42.6,141.8,0,0,0,0,0,0,1,0
747,GZ-2010-007,SE China/tropical,24.4,113.2,0,0,0,0,0.9,0,0,0.1
748,JM0001.001,N Japan,44.2,142.1,0,0,0,1,0,0,0,0
749,JM0001.002,N Japan,44.2,142.1,0,0,0,1,0,0,0,0
750,JM0001.003,N Japan,44.2,142.1,0,0,0,0.9,0,0,0,0
751,JM0007.001,N Japan,43.9,141.7,0,0,0,1,0,0,0,0
752,JM0008.001,N Japan,44.2,142.4,0,0,0,1,0,0,0,0
753,JM0022.001,N Japan,43.4,141.9,0,0,0,1,0,0,0,0
754,JM0022.002,N Japan,43.4,141.9,0,0,0,1,0,0,0,0
755,JM0022.003,N Japan,43.4,141.9,0,0,0,0.9,0,0,0,0
756,JM0026.001,N Japan,43.3,141.5,0,0,0,1,0,0,0,0
757,JM0026.002,N Japan,43.3,141.5,0,0,0,1,0,0,0,0
758,JM0026.003,N Japan,43.3,141.5,0,0,0,1,0,0,0,0
759,JM0034.001,N Japan,43.2,141.3,0,0,0,1,0,0,0,0
760,JM0040.001,N Japan,43,141.3,0,0,0,1,0,0,0,0
761,JM0040.003,N Japan,43,141.3,0,0,0,1,0,0,0,0
762,JM0045.002,N Japan,43.2,140.9,0,0,0,1,0,0,0,0
763,JM0047.001,N Japan,43.3,140.6,0,0,0,1,0,0,0,0
764,JM0047.002,N Japan,43.3,140.6,0,0,0,1,0,0,0,0
765,JM0048.001,N Japan,43.3,140.4,0,0,0,0.9,0,0,0,0
766,JM0050.001,N Japan,43,140.6,0,0,0,1,0,0,0,0
767,JM0050.002,N Japan,43,140.6,0,0,0,1,0,0,0,0
768,JM0050.003,N Japan,43,140.6,0,0,0,0.9,0,0,0,0
769,JM0051.002,N Japan,42.8,140.7,0,0,0.1,0.9,0,0,0,0
770,JM0051.003,N Japan,42.8,140.7,0,0,0,1,0,0,0,0
771,JM0053.002,N Japan,42.2,140.4,0,0,0.1,0.9,0,0,0,0
772,JM0055.001,N Japan,42.4,140.3,0,0,0,0.9,0,0,0,0
773,JM0055.002,N Japan,42.4,140.3,0,0,0.1,0.9,0,0,0,0
774,JM0057.001,N Japan,42.5,140.2,0,0,0.1,0.9,0,0,0,0
775,JM0057.002,N Japan,42.5,140.2,0,0,0,1,0,0,0,0
776,JM0058.001,Central Japan,42.6,140.7,0,0,0.7,0.1,0,0.2,0,0
777,JM0058.002,Central Japan,42.6,140.7,0,0,0.7,0,0,0.2,0,0
778,JM0058.003,Central Japan,42.6,140.7,0,0,0.7,0.1,0,0.2,0,0
779,JM0059.001,N Japan,42.6,140.8,0,0,0.1,0.9,0,0,0,0
780,JM0059.002,N Japan,42.6,140.8,0,0,0,0.9,0,0,0,0
781,JM0061.002,N Japan,42.8,140.8,0,0,0.1,0.9,0,0,0,0
782,JM0062.001,N Japan,41.7,141,0,0,0.1,0.9,0,0,0,0
783,JM0062.002,N Japan,41.7,141,0,0,0.1,0.9,0,0,0,0
784,JM0062.003,N Japan,41.7,141,0,0,0.1,0.9,0,0,0,0
785,JM0069.001,N Japan,41.4,140.2,0,0,0.1,0.8,0,0,0,0
786,JM0069.002,N Japan,41.4,140.2,0,0,0.1,0.8,0,0,0,0
787,JM0073.002,N Japan,44.5,142.3,0,0,0.1,0.9,0,0,0,0
788,JM0075.002,N Japan,42,140.7,0,0,0.1,0.9,0,0,0,0
789,JM0076.001,N Japan,42.1,140.8,0,0,0.1,0.9,0,0,0,0
790,JM0076.002,N Japan,42.1,140.8,0,0,0.1,0.9,0,0,0,0
791,JM0079.001,N Japan,43.6,144.4,0,0,0,1,0,0,0,0
792,JM0079.002,N Japan,43.6,144.4,0,0,0,1,0,0,0,0
793,JM0080.001,N Japan,43.7,144.2,0,0,0,1,0,0,0,0
794,JM0085.001,N Japan,39.4,141.1,0,0,0.3,0.6,0,0,0,0
795,JM0085.002,N Japan,39.4,141.1,0,0,0,0.9,0,0,0,0
796,JM0085.003,N Japan,39.4,141.1,0,0,0,0.9,0,0,0,0
797,JM0091.001,Central Japan,36.6,139.6,0,0,0.6,0.1,0,0.2,0,0
798,JM0091.002,Central Japan,36.6,139.6,0,0,0.7,0.2,0,0.2,0,0
799,JM0093.001,N Japan,36,138.5,0,0,0,1,0,0,0,0
800,JM0094.001,Central Japan,36,138.5,0,0,0.7,0.1,0,0.2,0,0
801,JM0094.002,Central Japan,36,138.5,0,0,0.7,0.1,0,0.2,0,0
802,JM0094.003,Central Japan,36,138.5,0,0,0.7,0.1,0,0.2,0,0
803,JM0095.001,Central Japan,35.9,138.4,0,0,0.7,0.1,0,0.2,0,0
804,JM0095.002,Central Japan,35.9,138.4,0,0,0.7,0.1,0,0.2,0,0
805,JM0096.001,N Japan,35.9,138.4,0,0,0.3,0.7,0,0.1,0,0
806,JM0096.002,N Japan,35.9,138.4,0,0,0.3,0.6,0,0,0,0
807,JM0098.001,Central Japan,35.5,138.3,0,0,0.7,0.1,0,0.2,0,0
808,JM0098.002,Central Japan,35.5,138.3,0,0,0.7,0.1,0,0.2,0,0
809,JM0099.001,Central Japan,35.5,138.3,0,0,0.7,0.1,0,0.2,0,0
810,JM0118.001,S Japan,33.6,133.4,0,0,0.1,0,0,0.9,0,0
811,JM0118.002,N Japan,33.6,133.4,0,0,0,1,0,0,0,0
812,JM0118.003,S Japan,33.6,133.4,0,0,0.1,0,0,0.9,0,0
813,JM0119.001,S Japan,33.6,133.4,0,0,0.1,0,0,0.9,0,0
814,JM0119.002,S Japan,33.6,133.4,0,0,0.1,0,0,0.9,0,0
815,JM0125.001,S Japan,31.5,131.2,0,0,0.1,0,0,0.9,0,0
816,JM0125.002,S Japan,31.5,131.2,0,0,0.1,0,0,0.9,0,0
817,JM0134.001,S Japan,32.4,131.2,0,0,0.1,0,0,0.9,0,0
818,JM0134.002,N Japan,32.4,131.2,0,0,0,0.9,0,0,0,0
819,JM0216.001,N Japan,44.2,142.1,0,0,0,1,0,0,0,0
820,JM0216.002,N Japan,44.2,142.1,0,0,0,1,0,0,0,0
821,JM0220.001,N Japan,41.5,140.1,0,0,0.1,0.9,0,0,0,0
822,JM0220.002,N Japan,41.5,140.1,0,0,0.1,0.9,0,0,0,0
823,JM0229.001,Central Japan,34.8,136.5,0,0,0.8,0.1,0,0.1,0,0
824,JM0229.002,Central Japan,34.8,136.5,0,0,0.8,0.1,0,0.1,0,0
825,JM0232.001,S Japan,35,133.7,0,0,0.4,0,0,0.6,0,0
826,JM0232.002,S Japan,35,133.7,0,0,0.3,0,0,0.6,0,0
827,JM0233.001,S Japan,34.4,132.7,0,0,0.1,0,0,0.8,0,0
828,JM0233.002,S Japan,34.4,132.7,0,0,0.2,0,0,0.7,0,0
829,JM0239.001,S Japan,36,138.1,0,0,0.1,0,0,0.9,0,0
830,JM0239.002,S Japan,36,138.1,0,0,0.1,0,0,0.9,0,0
831,JM0295.001,N Japan,42.5,141.3,0,0,0,0.9,0,0,0,0
832,JM0295.002,N Japan,42.5,141.3,0,0,0.1,0.9,0,0,0,0
833,JM0296.001,N Japan,42.5,141.2,0,0,0,0.9,0,0,0,0
834,JM0296.002,N Japan,42.5,141.2,0,0,0,1,0,0,0,0
835,JM0297.001,N Japan,42.5,141.2,0,0,0,1,0,0,0,0
836,JM0297.002,N Japan,42.5,141.2,0,0,0,1,0,0,0,0
837,JM0298.001,N Japan,42.5,141.2,0,0,0,1,0,0,0,0
838,JM0298.002,N Japan,42.5,141.2,0,0,0,0.9,0,0,0,0
839,JM0300.001,N Japan,42.3,141,0,0,0,0.9,0,0,0,0
840,JM0300.002,N Japan,42.3,141,0,0,0,0.9,0,0,0,0
841,JM0303.002,N Japan,42.5,140.8,0,0,0,0.9,0,0,0,0
842,JM0304.001,N Japan,42.5,140.8,0,0,0,0.9,0,0,0,0
843,JM0304.002,N Japan,42.5,140.8,0,0,0,1,0,0,0,0
844,JM0307.001,N Japan,42.6,140.5,0,0,0,0.9,0,0,0,0
845,JM0307.002,N Japan,42.6,140.5,0,0,0,1,0,0,0,0
846,JM0308.002,N Japan,42.6,140.5,0,0,0,0.9,0,0,0,0
847,JM0310.001,N Japan,42.5,140.9,0,0,0.1,0.9,0,0,0,0
848,JM0310.002,N Japan,42.5,140.9,0,0,0.1,0.9,0,0,0,0
849,JM0311.001,N Japan,42.5,140.9,0,0,0.1,0.9,0,0,0,0
850,JM0311.002,N Japan,42.5,140.9,0,0,0.1,0.9,0,0,0,0
851,JM0315.001,N Japan,42.5,140.9,0,0,0,0.9,0,0,0,0
852,JM0315.002,N Japan,42.5,140.9,0,0,0,0.9,0,0,0,0
853,JM0317.001,N Japan,42.9,140.7,0,0,0,0.9,0,0,0,0
854,JM0317.002,N Japan,42.9,140.7,0,0,0,1,0,0,0,0
855,JM0318.001,N Japan,42.9,140.6,0,0,0,1,0,0,0,0
856,JM0318.002,N Japan,42.9,140.6,0,0,0,1,0,0,0,0
857,JM0319.001,N Japan,42.9,140.6,0,0,0,1,0,0,0,0
858,JM0319.002,N Japan,42.9,140.6,0,0,0,0.9,0,0,0,0
859,JM0325.001,N Japan,43.4,141.6,0,0,0,1,0,0,0,0
860,JM0325.002,N Japan,43.4,141.6,0,0,0,1,0,0,0,0
861,JM0326.001,N Japan,43.3,141.8,0,0,0,1,0,0,0,0
862,JM0341.002,N Japan,43.6,142.5,0,0,0,1,0,0,0,0
863,JM0342.001,N Japan,43.5,142.6,0,0,0,1,0,0,0,0
864,JM0342.002,N Japan,43.5,142.6,0,0,0,1,0,0,0,0
865,JM0346.001,N Japan,42.6,143.1,0,0,0,1,0,0,0,0
866,JM0346.002,N Japan,42.6,143.1,0,0,0,0.9,0,0,0,0
867,JM0347.001,N Japan,43.2,143.1,0,0,0,1,0,0,0,0
868,JM0347.002,N Japan,43.2,143.1,0,0,0,1,0,0,0,0
869,JM0353.001,N Japan,42,143.3,0,0,0.1,0.9,0,0,0,0
870,JM0353.002,N Japan,42,143.3,0,0,0.1,0.9,0,0,0,0
871,JM0358.001,N Japan,42.1,142.9,0,0,0.1,0.9,0,0,0,0
872,JM0361.001,S Japan,33,131.1,0,0,0,0,0,1,0,0
873,JM0361.002,S Japan,33,131.1,0,0,0,0,0,1,0,0
874,JM0362.001,S Japan,32.7,131.3,0,0,0,0,0,1,0,0
875,JM0362.002,S Japan,32.7,131.3,0,0,0.1,0,0,0.9,0,0
876,KMS005,Korea/N China,37.4,128.7,0.9,0,0,0,0,0,0,0
877,KMS008,Korea/N China,36.7,127,0.9,0,0,0,0,0.1,0,0
878,KMS009,Korea/N China,36.2,129,0.8,0,0,0,0,0.2,0,0
879,KMS011,Korea/N China,37.7,128.4,0.9,0,0,0,0,0,0,0
880,KMS014,Korea/N China,37.1,127.7,0.9,0,0,0,0,0,0,0
881,KMS016,Korea/N China,36.8,129.1,0.8,0.1,0,0,0,0,0,0
882,KMS018,Korea/N China,36.9,128.4,0.9,0,0,0,0,0.1,0,0
883,KMS020,Korea/N China,36.7,127.9,0.8,0,0,0,0,0.1,0,0
884,KMS021,S Japan,35.6,128.9,0.4,0,0,0,0,0.6,0,0
885,KMS023,Korea/N China,37.5,130.8,0.7,0,0,0.1,0,0.1,0,0
886,KMS024,Korea/N China,35.9,127.4,0.8,0,0,0,0,0.1,0,0
887,KMS030,Korea/N China,35.9,127.8,0.8,0,0,0,0,0.2,0,0
888,KMS031,Korea/N China,37.3,128.5,0.9,0,0,0,0,0.1,0,0
889,KMS034,Korea/N China,37.6,129,0.9,0,0,0,0,0.1,0,0
890,KMS035,Korea/N China,37.2,128.3,0.9,0,0,0,0,0,0,0
891,KMS036,Korea/N China,37.2,129,0.9,0,0,0,0,0.1,0,0
892,KMS037,Korea/N China,37.5,129.1,0.5,0,0,0,0,0.4,0,0
893,KMS038,Korea/N China,37.2,128.9,0.9,0,0,0,0,0.1,0,0
894,KMS039,Korea/N China,38,127.4,0.9,0,0,0,0,0,0,0
895,KMS040,Korea/N China,38,127.5,0.9,0,0,0,0,0.1,0,0
896,KMS042,Korea/N China,38.2,128.6,0.9,0,0,0,0,0.1,0,0
897,KMS044,Korea/N China,38.2,128,0.9,0,0,0,0,0,0,0
898,KMS045,Korea/N China,38.3,128.4,0.9,0,0,0,0,0,0,0
899,KMS046,Korea/N China,38.2,127.7,0.9,0,0,0,0,0.1,0,0
900,KMS048,Korea/N China,38.2,127.5,0.9,0,0,0,0,0.1,0,0
901,KMS049,Korea/N China,37.9,128.1,1,0,0,0,0,0,0,0
902,KMS050,Korea/N China,38.1,128.4,0.9,0,0,0,0,0,0,0
903,KMS051,Korea/N China,35.3,129,0.9,0,0,0,0,0.1,0,0
904,KMS053,Msa,35.4,129.1,0,0,0,0,0,0,0.9,0
905,KMS054,Korea/N China,35.7,128.4,0.9,0,0,0,0,0.1,0,0
906,KMS055,Korea/N China,35.7,128.4,0.9,0,0,0,0,0.1,0,0
907,KMS056,Korea/N China,37,128.2,0.9,0,0,0,0,0.1,0,0
908,KMS057,Korea/N China,35.4,128.5,0.9,0,0,0,0,0.1,0,0
909,KMS058,Korea/N China,35.2,129,0.8,0,0,0,0,0.2,0,0
910,KMS059,Korea/N China,36,128.3,0.8,0,0,0,0,0.2,0,0
911,KMS060,Korea/N China,37,127.8,0.9,0,0,0,0,0.1,0,0
912,KMS061,Korea/N China,36.1,128.3,0.8,0,0,0,0,0.2,0,0
913,KMS062,Msa,36.3,129.1,0,0,0,0,0,0,0.9,0
914,KMS063,Korea/N China,35.3,128.7,0.8,0,0,0,0,0.2,0,0
915,KMS064,Korea/N China,36.5,128.7,0.9,0,0,0,0,0.1,0,0
916,KMS065,Korea/N China,36.4,128.7,0.8,0,0,0,0,0.1,0,0
917,KMS066,Korea/N China,36.7,128.5,0.9,0,0,0,0,0.1,0,0
918,KMS067,Korea/N China,35.3,128.5,0.8,0,0,0,0,0.2,0,0
919,KMS068,Korea/N China,35.2,128.3,0.9,0,0,0,0,0.1,0,0
920,KMS069,Korea/N China,36,129.2,0.9,0,0,0,0,0.1,0,0
921,KMS070,Korea/N China,37.5,127.3,0.9,0,0,0,0,0,0,0
922,KMS071,Korea/N China,37.6,126.8,0.8,0,0,0,0,0.1,0,0
923,KMS072,Korea/N China,37.9,127.3,0.9,0.1,0,0,0,0,0,0
924,KMS074,Korea/N China,38,127,1,0,0,0,0,0,0,0
925,KMS075,Korea/N China,36.8,126.6,1,0,0,0,0,0,0,0
926,KMS076,Korea/N China,35.1,127,0.8,0.2,0,0,0,0,0,0
927,KMS077,Korea/N China,36.8,126.6,0.8,0.2,0,0,0,0,0,0
928,KMS078,Korea/N China,36.3,126.9,0.8,0.1,0,0,0,0,0,0
929,KMS079,Korea/N China,36.3,126.9,0.8,0.2,0,0,0,0,0,0
930,KMS080,Korea/N China,35.9,127.1,0.8,0,0,0,0,0.2,0,0
931,KMS081,Korea/N China,36.5,127.2,0.9,0,0,0,0,0,0,0
932,KMS082,Korea/N China,36.5,127.1,0.9,0,0,0,0,0.1,0,0
933,KMS083,Korea/N China,35.3,126.6,0.9,0.1,0,0,0,0,0,0
934,KMS084,Korea/N China,37.9,127.7,0.9,0,0,0,0,0.1,0,0
935,KMS085,Korea/N China,36.3,126.6,0.8,0.2,0,0,0,0,0,0
936,KMS086,Korea/N China,35.7,127,0.8,0.2,0,0,0,0,0,0
937,KMS087,Korea/N China,35,127.5,1,0,0,0,0,0,0,0
938,KMS089,Korea/N China,34.8,127.1,0.8,0.2,0,0,0,0,0,0
939,KMS090,Korea/N China,35.4,127.3,0.9,0,0,0,0,0.1,0,0
940,KMS091,Korea/N China,36.5,126.6,0.9,0.1,0,0,0,0,0,0
941,KMS092,Korea/N China,34.6,126.6,0.8,0.1,0,0,0,0,0,0
942,KMS093,Korea/N China,37.8,127.8,0.9,0,0,0,0,0.1,0,0
943,KMS095,Korea/N China,36,127.1,0.9,0,0,0,0,0.1,0,0
944,KMS096,Korea/N China,36,127.1,0.9,0,0,0,0,0.1,0,0
945,KMS097,Korea/N China,35,126.7,0.8,0.2,0,0,0,0,0,0
946,KMS098,Korea/N China,35.7,126.9,0.9,0,0,0,0,0,0,0
947,KMS099,Korea/N China,35.4,126.8,0.8,0.2,0,0,0,0,0,0
948,KMS100,Korea/N China,34.8,126.4,0.9,0.1,0,0,0,0,0,0
949,KMS101,Korea/N China,36,127.1,0.9,0,0,0,0,0.1,0,0
950,KMS102,Korea/N China,35,126.8,0.8,0.2,0,0,0,0,0,0
951,KMS103,Korea/N China,35.2,126.5,0.8,0.1,0,0,0,0,0,0
952,KMS104,Korea/N China,35.3,126.8,0.8,0.1,0,0,0,0,0,0
953,KMS105,Korea/N China,35.4,127.4,0.8,0.1,0,0,0,0,0,0
954,KMS107,Korea/N China,36.3,127.3,0.8,0.2,0,0,0,0,0,0
955,KMS108,Korea/N China,38.2,128,0.9,0,0,0,0,0.1,0,0
956,KMS109,Korea/N China,37.3,127.2,0.9,0,0,0,0,0,0,0
957,KMS110,Korea/N China,37.1,126.9,0.9,0,0,0,0,0,0,0
958,KMS111,Korea/N China,37.1,126.9,0.9,0,0,0,0,0.1,0,0
959,KMS112,Korea/N China,38,128.1,0.9,0,0,0,0,0.1,0,0
960,KMS113,Korea/N China,36.9,127.5,0.9,0,0,0,0,0,0,0
961,KMS115,Korea/N China,36.5,127.5,0.9,0,0,0,0,0.1,0,0
962,KMS116,Korea/N China,37,127.6,0.8,0,0,0,0,0.1,0,0
963,KMS117,Korea/N China,36.4,127.7,0.9,0,0,0,0,0.1,0,0
964,KMS118,Korea/N China,37.5,128.9,0.9,0,0,0,0,0,0,0
965,KMS119,Korea/N China,37.4,128.6,0.9,0,0,0,0,0.1,0,0
966,KMS120,Korea/N China,37.4,128.2,0.9,0,0,0,0,0.1,0,0
967,KMS121,Korea/N China,37.4,128.3,0.9,0,0,0,0,0,0,0
968,KMS122,Korea/N China,37.4,128.4,0.9,0,0,0,0,0,0,0
969,KMS123,Korea/N China,37.5,128.8,0.9,0,0,0,0,0.1,0,0
970,KMS124,Korea/N China,37.5,127.8,0.9,0,0,0,0,0,0,0
971,KMS125,Korea/N China,37.5,127.8,0.9,0,0,0,0,0,0,0
972,KMS126,Korea/N China,37.4,128,0.9,0,0,0,0,0,0,0
973,KMS127,Korea/N China,37.6,127.8,0.9,0,0,0,0,0,0,0
974,KMS128,Korea/N China,37.1,127.7,1,0,0,0,0,0,0,0
975,KMS129,Korea/N China,37,129.1,0.9,0,0,0,0,0.1,0,0
976,KMS130,Korea/N China,37.5,128.2,0.9,0,0,0,0,0.1,0,0
977,KMS131,Korea/N China,37.1,129.2,0.9,0,0,0,0,0.1,0,0
978,KMS132,Korea/N China,37.7,128.9,0.9,0,0,0,0,0.1,0,0
979,KMS133,Korea/N China,37.9,127.8,0.9,0,0,0,0,0.1,0,0
980,KMS134,Korea/N China,37.1,129,0.9,0,0,0,0,0.1,0,0
981,KMS135,Korea/N China,37.1,128.2,0.9,0,0,0,0,0.1,0,0
982,KMS136,Korea/N China,37.5,128.3,0.9,0,0,0,0,0.1,0,0
983,KMS137,Korea/N China,37.5,129.1,0.9,0,0,0,0,0.1,0,0
984,KMS138,Korea/N China,37.7,128.1,1,0,0,0,0,0,0,0
