"","names","x","Ind.SNP","PC","Trait"
"4086","var",0.000279739550427572,"F116im","NOPC","fprinM "
"4087","std.dev",0.0167254163005759,"F116im","NOPC","fprinM "
"4088","coef.var",0.0256325109244207,"F116im","NOPC","fprinM "
"4089","nbr.val",100,"F116im","NOPC","fprinW "
"4090","nbr.null",0,"F116im","NOPC","fprinW "
"4091","nbr.na",0,"F116im","NOPC","fprinW "
"4092","min",0.634425456229133,"F116im","NOPC","fprinW "
"4093","max",0.707784945050484,"F116im","NOPC","fprinW "
"4094","range",0.0733594888213509,"F116im","NOPC","fprinW "
"4095","sum",67.2700930158357,"F116im","NOPC","fprinW "
"4096","median",0.67423906602492,"F116im","NOPC","fprinW "
"4097","mean",0.672700930158357,"F116im","NOPC","fprinW "
"4098","SE.mean",0.00161076636392798,"F116im","NOPC","fprinW "
"4099","CI.mean.0.95",0.00319610992435112,"F116im","NOPC","fprinW "
"4100","var",0.000259456827916178,"F116im","NOPC","fprinW "
"4101","std.dev",0.0161076636392798,"F116im","NOPC","fprinW "
"4102","coef.var",0.0239447619546,"F116im","NOPC","fprinW "
"4103","nbr.val",100,"F116im","NOPC","fprind "
"4104","nbr.null",0,"F116im","NOPC","fprind "
"4105","nbr.na",0,"F116im","NOPC","fprind "
"4106","min",0.639826529888945,"F116im","NOPC","fprind "
"4107","max",0.703622083055788,"F116im","NOPC","fprind "
"4108","range",0.063795553166843,"F116im","NOPC","fprind "
"4109","sum",66.8365307976919,"F116im","NOPC","fprind "
"4110","median",0.666832852633889,"F116im","NOPC","fprind "
"4111","mean",0.668365307976919,"F116im","NOPC","fprind "
"4112","SE.mean",0.0014438477592552,"F116im","NOPC","fprind "
"4113","CI.mean.0.95",0.00286490719942424,"F116im","NOPC","fprind "
"4114","var",0.000208469635190627,"F116im","NOPC","fprind "
"4115","std.dev",0.014438477592552,"F116im","NOPC","fprind "
"4116","coef.var",0.0216026735981495,"F116im","NOPC","fprind "
"4117","nbr.val",100,"F116im","PC1","ADD "
"4118","nbr.null",0,"F116im","PC1","ADD "
"4119","nbr.na",0,"F116im","PC1","ADD "
"4120","min",0.630397753461911,"F116im","PC1","ADD "
"4121","max",0.678758955833963,"F116im","PC1","ADD "
"4122","range",0.048361202372052,"F116im","PC1","ADD "
"4123","sum",65.2704900378387,"F116im","PC1","ADD "
"4124","median",0.65055090860819,"F116im","PC1","ADD "
"4125","mean",0.652704900378387,"F116im","PC1","ADD "
"4126","SE.mean",0.00122645103386168,"F116im","PC1","ADD "
"4127","CI.mean.0.95",0.00243354493167904,"F116im","PC1","ADD "
"4128","var",0.000150418213846039,"F116im","PC1","ADD "
"4129","std.dev",0.0122645103386168,"F116im","PC1","ADD "
"4130","coef.var",0.0187902838350177,"F116im","PC1","ADD "
"4131","nbr.val",100,"F116im","PC1","AIL "
"4132","nbr.null",0,"F116im","PC1","AIL "
"4133","nbr.na",0,"F116im","PC1","AIL "
"4134","min",0.397470416891362,"F116im","PC1","AIL "
"4135","max",0.548189585797083,"F116im","PC1","AIL "
"4136","range",0.150719168905721,"F116im","PC1","AIL "
"4137","sum",45.3776035409403,"F116im","PC1","AIL "
"4138","median",0.449536926470612,"F116im","PC1","AIL "
"4139","mean",0.453776035409403,"F116im","PC1","AIL "
"4140","SE.mean",0.00293688925347047,"F116im","PC1","AIL "
"4141","CI.mean.0.95",0.00582742544166809,"F116im","PC1","AIL "
"4142","var",0.000862531848715036,"F116im","PC1","AIL "
"4143","std.dev",0.0293688925347047,"F116im","PC1","AIL "
"4144","coef.var",0.0647211184438326,"F116im","PC1","AIL "
"4145","nbr.val",100,"F116im","PC1","Bcirc_cm "
"4146","nbr.null",0,"F116im","PC1","Bcirc_cm "
"4147","nbr.na",0,"F116im","PC1","Bcirc_cm "
"4148","min",0.270347874673907,"F116im","PC1","Bcirc_cm "
"4149","max",0.409098092406392,"F116im","PC1","Bcirc_cm "
"4150","range",0.138750217732485,"F116im","PC1","Bcirc_cm "
"4151","sum",34.9507323074295,"F116im","PC1","Bcirc_cm "
"4152","median",0.348532517011397,"F116im","PC1","Bcirc_cm "
"4153","mean",0.349507323074295,"F116im","PC1","Bcirc_cm "
"4154","SE.mean",0.00288769787490468,"F116im","PC1","Bcirc_cm "
"4155","CI.mean.0.95",0.00572981907444594,"F116im","PC1","Bcirc_cm "
"4156","var",0.000833879901672902,"F116im","PC1","Bcirc_cm "
"4157","std.dev",0.0288769787490468,"F116im","PC1","Bcirc_cm "
"4158","coef.var",0.0826219562298224,"F116im","PC1","Bcirc_cm "
"4159","nbr.val",100,"F116im","PC1","CCirc_cm "
"4160","nbr.null",0,"F116im","PC1","CCirc_cm "
"4161","nbr.na",0,"F116im","PC1","CCirc_cm "
"4162","min",0.342855559080783,"F116im","PC1","CCirc_cm "
"4163","max",0.470863148217181,"F116im","PC1","CCirc_cm "
"4164","range",0.128007589136398,"F116im","PC1","CCirc_cm "
"4165","sum",40.8833523340808,"F116im","PC1","CCirc_cm "
"4166","median",0.408534075525632,"F116im","PC1","CCirc_cm "
"4167","mean",0.408833523340808,"F116im","PC1","CCirc_cm "
"4168","SE.mean",0.00243319075526515,"F116im","PC1","CCirc_cm "
"4169","CI.mean.0.95",0.00482797834304047,"F116im","PC1","CCirc_cm "
"4170","var",0.000592041725150779,"F116im","PC1","CCirc_cm "
"4171","std.dev",0.0243319075526515,"F116im","PC1","CCirc_cm "
"4172","coef.var",0.0595154412823632,"F116im","PC1","CCirc_cm "
"4173","nbr.val",100,"F116im","PC1","CmDW.V "
"4174","nbr.null",0,"F116im","PC1","CmDW.V "
"4175","nbr.na",0,"F116im","PC1","CmDW.V "
"4176","min",0.48034484294546,"F116im","PC1","CmDW.V "
"4177","max",0.597931702229521,"F116im","PC1","CmDW.V "
"4178","range",0.117586859284061,"F116im","PC1","CmDW.V "
"4179","sum",54.8349055309641,"F116im","PC1","CmDW.V "
"4180","median",0.550541834952089,"F116im","PC1","CmDW.V "
"4181","mean",0.548349055309641,"F116im","PC1","CmDW.V "
"4182","SE.mean",0.0022477062534229,"F116im","PC1","CmDW.V "
"4183","CI.mean.0.95",0.00445993685022852,"F116im","PC1","CmDW.V "
"4184","var",0.000505218340167643,"F116im","PC1","CmDW.V "
"4185","std.dev",0.022477062534229,"F116im","PC1","CmDW.V "
"4186","coef.var",0.0409904281161508,"F116im","PC1","CmDW.V "
"4187","nbr.val",100,"F116im","PC1","CmDW_g "
"4188","nbr.null",0,"F116im","PC1","CmDW_g "
"4189","nbr.na",0,"F116im","PC1","CmDW_g "
"4190","min",0.391751208675795,"F116im","PC1","CmDW_g "
"4191","max",0.55404756967115,"F116im","PC1","CmDW_g "
"4192","range",0.162296360995355,"F116im","PC1","CmDW_g "
"4193","sum",50.9452551156774,"F116im","PC1","CmDW_g "
"4194","median",0.51646494402615,"F116im","PC1","CmDW_g "
"4195","mean",0.509452551156774,"F116im","PC1","CmDW_g "
"4196","SE.mean",0.00324714554164085,"F116im","PC1","CmDW_g "
"4197","CI.mean.0.95",0.00644304122799203,"F116im","PC1","CmDW_g "
"4198","var",0.0010543954168598,"F116im","PC1","CmDW_g "
"4199","std.dev",0.0324714554164085,"F116im","PC1","CmDW_g "
"4200","coef.var",0.0637379385826571,"F116im","PC1","CmDW_g "
"4201","nbr.val",100,"F116im","PC1","CmD_BI_mm "
"4202","nbr.null",0,"F116im","PC1","CmD_BI_mm "
"4203","nbr.na",0,"F116im","PC1","CmD_BI_mm "
"4204","min",0.487760536615205,"F116im","PC1","CmD_BI_mm "
"4205","max",0.632428075244757,"F116im","PC1","CmD_BI_mm "
"4206","range",0.144667538629552,"F116im","PC1","CmD_BI_mm "
"4207","sum",59.4153236439729,"F116im","PC1","CmD_BI_mm "
"4208","median",0.600009146581898,"F116im","PC1","CmD_BI_mm "
"4209","mean",0.594153236439729,"F116im","PC1","CmD_BI_mm "
"4210","SE.mean",0.00237610401458229,"F116im","PC1","CmD_BI_mm "
"4211","CI.mean.0.95",0.00471470586446671,"F116im","PC1","CmD_BI_mm "
"4212","var",0.000564587028811405,"F116im","PC1","CmD_BI_mm "
"4213","std.dev",0.0237610401458229,"F116im","PC1","CmD_BI_mm "
"4214","coef.var",0.0399914343447883,"F116im","PC1","CmD_BI_mm "
"4215","nbr.val",100,"F116im","PC1","CmD_LI_mm "
"4216","nbr.null",0,"F116im","PC1","CmD_LI_mm "
"4217","nbr.na",0,"F116im","PC1","CmD_LI_mm "
"4218","min",0.321909802112347,"F116im","PC1","CmD_LI_mm "
"4219","max",0.472866523742772,"F116im","PC1","CmD_LI_mm "
"4220","range",0.150956721630425,"F116im","PC1","CmD_LI_mm "
"4221","sum",41.3929437109444,"F116im","PC1","CmD_LI_mm "
"4222","median",0.417589929580807,"F116im","PC1","CmD_LI_mm "
"4223","mean",0.413929437109444,"F116im","PC1","CmD_LI_mm "
"4224","SE.mean",0.00311362679164838,"F116im","PC1","CmD_LI_mm "
"4225","CI.mean.0.95",0.00617811106090235,"F116im","PC1","CmD_LI_mm "
"4226","var",0.000969467179767059,"F116im","PC1","CmD_LI_mm "
"4227","std.dev",0.0311362679164838,"F116im","PC1","CmD_LI_mm "
"4228","coef.var",0.0752211974434939,"F116im","PC1","CmD_LI_mm "
"4229","nbr.val",100,"F116im","PC1","CmN. "
"4230","nbr.null",0,"F116im","PC1","CmN. "
"4231","nbr.na",0,"F116im","PC1","CmN. "
"4232","min",0.512346133447552,"F116im","PC1","CmN. "
"4233","max",0.676714281753948,"F116im","PC1","CmN. "
"4234","range",0.164368148306396,"F116im","PC1","CmN. "
"4235","sum",61.8689757432174,"F116im","PC1","CmN. "
"4236","median",0.628629366503366,"F116im","PC1","CmN. "
"4237","mean",0.618689757432174,"F116im","PC1","CmN. "
"4238","SE.mean",0.00375466792168213,"F116im","PC1","CmN. "
"4239","CI.mean.0.95",0.00745007573777943,"F116im","PC1","CmN. "
"4240","var",0.00140975312021088,"F116im","PC1","CmN. "
"4241","std.dev",0.0375466792168213,"F116im","PC1","CmN. "
"4242","coef.var",0.0606874103955689,"F116im","PC1","CmN. "
"4243","nbr.val",100,"F116im","PC1","Cml_cm "
"4244","nbr.null",0,"F116im","PC1","Cml_cm "
"4245","nbr.na",0,"F116im","PC1","Cml_cm "
"4246","min",0.315659561192202,"F116im","PC1","Cml_cm "
"4247","max",0.488725880775666,"F116im","PC1","Cml_cm "
"4248","range",0.173066319583464,"F116im","PC1","Cml_cm "
"4249","sum",43.9625915070861,"F116im","PC1","Cml_cm "
"4250","median",0.450738676036392,"F116im","PC1","Cml_cm "
"4251","mean",0.439625915070861,"F116im","PC1","Cml_cm "
"4252","SE.mean",0.0036107488612188,"F116im","PC1","Cml_cm "
"4253","CI.mean.0.95",0.0071645090983517,"F116im","PC1","Cml_cm "
"4254","var",0.00130375073387929,"F116im","PC1","Cml_cm "
"4255","std.dev",0.036107488612188,"F116im","PC1","Cml_cm "
"4256","coef.var",0.082132302428914,"F116im","PC1","Cml_cm "
"4257","nbr.val",100,"F116im","PC1","FD "
"4258","nbr.null",0,"F116im","PC1","FD "
"4259","nbr.na",0,"F116im","PC1","FD "
"4260","min",0.508541426799535,"F116im","PC1","FD "
"4261","max",0.597511833398131,"F116im","PC1","FD "
"4262","range",0.088970406598596,"F116im","PC1","FD "
"4263","sum",55.7550161288399,"F116im","PC1","FD "
"4264","median",0.557855839699846,"F116im","PC1","FD "
"4265","mean",0.557550161288399,"F116im","PC1","FD "
"4266","SE.mean",0.00179329348765054,"F116im","PC1","FD "
"4267","CI.mean.0.95",0.00355828333736572,"F116im","PC1","FD "
"4268","var",0.000321590153284982,"F116im","PC1","FD "
"4269","std.dev",0.0179329348765054,"F116im","PC1","FD "
"4270","coef.var",0.0321638053786327,"F116im","PC1","FD "
"4271","nbr.val",100,"F116im","PC1","FD_1 "
"4272","nbr.null",0,"F116im","PC1","FD_1 "
"4273","nbr.na",0,"F116im","PC1","FD_1 "
"4274","min",0.602235169309351,"F116im","PC1","FD_1 "
"4275","max",0.685064872962562,"F116im","PC1","FD_1 "
"4276","range",0.0828297036532111,"F116im","PC1","FD_1 "
"4277","sum",64.7668795238662,"F116im","PC1","FD_1 "
"4278","median",0.647344040984171,"F116im","PC1","FD_1 "
"4279","mean",0.647668795238662,"F116im","PC1","FD_1 "
"4280","SE.mean",0.00156421186618615,"F116im","PC1","FD_1 "
"4281","CI.mean.0.95",0.00310373570075918,"F116im","PC1","FD_1 "
"4282","var",0.000244675876231755,"F116im","PC1","FD_1 "
"4283","std.dev",0.0156421186618615,"F116im","PC1","FD_1 "
"4284","coef.var",0.0241514162436951,"F116im","PC1","FD_1 "
"4285","nbr.val",100,"F116im","PC1","FD_50. "
"4286","nbr.null",0,"F116im","PC1","FD_50. "
"4287","nbr.na",0,"F116im","PC1","FD_50. "
"4288","min",0.615007950517454,"F116im","PC1","FD_50. "
"4289","max",0.702004934356862,"F116im","PC1","FD_50. "
"4290","range",0.0869969838394079,"F116im","PC1","FD_50. "
"4291","sum",66.4266292673679,"F116im","PC1","FD_50. "
"4292","median",0.664417568347531,"F116im","PC1","FD_50. "
"4293","mean",0.664266292673679,"F116im","PC1","FD_50. "
"4294","SE.mean",0.00166257114462395,"F116im","PC1","FD_50. "
"4295","CI.mean.0.95",0.00329890184838126,"F116im","PC1","FD_50. "
"4296","var",0.000276414281093617,"F116im","PC1","FD_50. "
"4297","std.dev",0.0166257114462394,"F116im","PC1","FD_50. "
"4298","coef.var",0.0250286844742954,"F116im","PC1","FD_50. "
"4299","nbr.val",100,"F116im","PC1","FM_1 "
"4300","nbr.null",0,"F116im","PC1","FM_1 "
"4301","nbr.na",0,"F116im","PC1","FM_1 "
"4302","min",0.600501306797942,"F116im","PC1","FM_1 "
"4303","max",0.681344213749997,"F116im","PC1","FM_1 "
"4304","range",0.080842906952055,"F116im","PC1","FM_1 "
"4305","sum",65.0264885233357,"F116im","PC1","FM_1 "
"4306","median",0.652482943143687,"F116im","PC1","FM_1 "
"4307","mean",0.650264885233357,"F116im","PC1","FM_1 "
"4308","SE.mean",0.00162693525433901,"F116im","PC1","FM_1 "
"4309","CI.mean.0.95",0.00322819251079303,"F116im","PC1","FM_1 "
"4310","var",0.000264691832181115,"F116im","PC1","FM_1 "
"4311","std.dev",0.0162693525433901,"F116im","PC1","FM_1 "
"4312","coef.var",0.0250195772720399,"F116im","PC1","FM_1 "
"4313","nbr.val",100,"F116im","PC1","FM_50 "
"4314","nbr.null",0,"F116im","PC1","FM_50 "
"4315","nbr.na",0,"F116im","PC1","FM_50 "
"4316","min",0.602261377296958,"F116im","PC1","FM_50 "
"4317","max",0.686099457295845,"F116im","PC1","FM_50 "
"4318","range",0.083838079998887,"F116im","PC1","FM_50 "
"4319","sum",64.3109303499173,"F116im","PC1","FM_50 "
"4320","median",0.645458240077586,"F116im","PC1","FM_50 "
"4321","mean",0.643109303499173,"F116im","PC1","FM_50 "
"4322","SE.mean",0.00175990916057942,"F116im","PC1","FM_50 "
"4323","CI.mean.0.95",0.0034920415896739,"F116im","PC1","FM_50 "
"4324","var",0.000309728025349134,"F116im","PC1","FM_50 "
"4325","std.dev",0.0175990916057942,"F116im","PC1","FM_50 "
"4326","coef.var",0.027365630554615,"F116im","PC1","FM_50 "
"4327","nbr.val",100,"F116im","PC1","FNMain "
"4328","nbr.null",0,"F116im","PC1","FNMain "
"4329","nbr.na",0,"F116im","PC1","FNMain "
"4330","min",-0.268231899015367,"F116im","PC1","FNMain "
"4331","max",0.0302875853351585,"F116im","PC1","FNMain "
"4332","range",0.298519484350525,"F116im","PC1","FNMain "
"4333","sum",-14.7957760407378,"F116im","PC1","FNMain "
"4334","median",-0.152432472850307,"F116im","PC1","FNMain "
"4335","mean",-0.147957760407378,"F116im","PC1","FNMain "
"4336","SE.mean",0.00516188231345293,"F116im","PC1","FNMain "
"4337","CI.mean.0.95",0.0102422943884474,"F116im","PC1","FNMain "
"4338","var",0.00266450290179382,"F116im","PC1","FNMain "
"4339","std.dev",0.0516188231345293,"F116im","PC1","FNMain "
"4340","coef.var",-0.348875401955296,"F116im","PC1","FNMain "
"4341","nbr.val",100,"F116im","PC1","FNsmall "
"4342","nbr.null",0,"F116im","PC1","FNsmall "
"4343","nbr.na",0,"F116im","PC1","FNsmall "
"4344","min",-0.302499599791584,"F116im","PC1","FNsmall "
"4345","max",0.02944005854474,"F116im","PC1","FNsmall "
"4346","range",0.331939658336324,"F116im","PC1","FNsmall "
"4347","sum",-15.4905218116063,"F116im","PC1","FNsmall "
"4348","median",-0.159089117482007,"F116im","PC1","FNsmall "
"4349","mean",-0.154905218116063,"F116im","PC1","FNsmall "
"4350","SE.mean",0.00647932946168907,"F116im","PC1","FNsmall "
"4351","CI.mean.0.95",0.0128563953527968,"F116im","PC1","FNsmall "
"4352","var",0.0041981710273112,"F116im","PC1","FNsmall "
"4353","std.dev",0.0647932946168907,"F116im","PC1","FNsmall "
"4354","coef.var",-0.418277030334409,"F116im","PC1","FNsmall "
"4355","nbr.val",100,"F116im","PC1","FW_1 "
"4356","nbr.null",0,"F116im","PC1","FW_1 "
"4357","nbr.na",0,"F116im","PC1","FW_1 "
"4358","min",0.574919446327249,"F116im","PC1","FW_1 "
"4359","max",0.675857098518796,"F116im","PC1","FW_1 "
"4360","range",0.100937652191547,"F116im","PC1","FW_1 "
"4361","sum",64.1514177095154,"F116im","PC1","FW_1 "
"4362","median",0.641835735459811,"F116im","PC1","FW_1 "
"4363","mean",0.641514177095154,"F116im","PC1","FW_1 "
"4364","SE.mean",0.00172355598448312,"F116im","PC1","FW_1 "
"4365","CI.mean.0.95",0.00341990900141962,"F116im","PC1","FW_1 "
"4366","var",0.000297064523164757,"F116im","PC1","FW_1 "
"4367","std.dev",0.0172355598448312,"F116im","PC1","FW_1 "
"4368","coef.var",0.0268669975819952,"F116im","PC1","FW_1 "
"4369","nbr.val",100,"F116im","PC1","FW_50 "
"4370","nbr.null",0,"F116im","PC1","FW_50 "
"4371","nbr.na",0,"F116im","PC1","FW_50 "
"4372","min",0.638580108813618,"F116im","PC1","FW_50 "
"4373","max",0.706628422985732,"F116im","PC1","FW_50 "
"4374","range",0.068048314172114,"F116im","PC1","FW_50 "
"4375","sum",66.785120673092,"F116im","PC1","FW_50 "
"4376","median",0.669290892290943,"F116im","PC1","FW_50 "
"4377","mean",0.667851206730919,"F116im","PC1","FW_50 "
"4378","SE.mean",0.00141274365474016,"F116im","PC1","FW_50 "
"4379","CI.mean.0.95",0.00280318990798157,"F116im","PC1","FW_50 "
"4380","var",0.000199584463400858,"F116im","PC1","FW_50 "
"4381","std.dev",0.0141274365474016,"F116im","PC1","FW_50 "
"4382","coef.var",0.0211535689462243,"F116im","PC1","FW_50 "
"4383","nbr.val",100,"F116im","PC1","GFW_1 "
"4384","nbr.null",0,"F116im","PC1","GFW_1 "
"4385","nbr.na",0,"F116im","PC1","GFW_1 "
"4386","min",0.608354193696282,"F116im","PC1","GFW_1 "
"4387","max",0.678299189788748,"F116im","PC1","GFW_1 "
"4388","range",0.0699449960924661,"F116im","PC1","GFW_1 "
"4389","sum",64.8042583114658,"F116im","PC1","GFW_1 "
"4390","median",0.649602084593947,"F116im","PC1","GFW_1 "
"4391","mean",0.648042583114658,"F116im","PC1","GFW_1 "
"4392","SE.mean",0.00164948256659432,"F116im","PC1","GFW_1 "
"4393","CI.mean.0.95",0.00327293126998272,"F116im","PC1","GFW_1 "
"4394","var",0.000272079273749858,"F116im","PC1","GFW_1 "
"4395","std.dev",0.0164948256659432,"F116im","PC1","GFW_1 "
"4396","coef.var",0.025453305223655,"F116im","PC1","GFW_1 "
"4397","nbr.val",100,"F116im","PC1","GFW_50 "
"4398","nbr.null",0,"F116im","PC1","GFW_50 "
"4399","nbr.na",0,"F116im","PC1","GFW_50 "
"4400","min",0.630295886886046,"F116im","PC1","GFW_50 "
"4401","max",0.707220347479393,"F116im","PC1","GFW_50 "
"4402","range",0.076924460593347,"F116im","PC1","GFW_50 "
"4403","sum",67.1927723622882,"F116im","PC1","GFW_50 "
"4404","median",0.67280116856022,"F116im","PC1","GFW_50 "
"4405","mean",0.671927723622882,"F116im","PC1","GFW_50 "
"4406","SE.mean",0.00152377427121801,"F116im","PC1","GFW_50 "
"4407","CI.mean.0.95",0.00302349873934202,"F116im","PC1","GFW_50 "
"4408","var",0.000232188802962599,"F116im","PC1","GFW_50 "
"4409","std.dev",0.0152377427121801,"F116im","PC1","GFW_50 "
"4410","coef.var",0.0226776514444465,"F116im","PC1","GFW_50 "
"4411","nbr.val",100,"F116im","PC1","GHW_1 "
"4412","nbr.null",0,"F116im","PC1","GHW_1 "
"4413","nbr.na",0,"F116im","PC1","GHW_1 "
"4414","min",0.593460277573563,"F116im","PC1","GHW_1 "
"4415","max",0.673314778310223,"F116im","PC1","GHW_1 "
"4416","range",0.07985450073666,"F116im","PC1","GHW_1 "
"4417","sum",63.3160708098704,"F116im","PC1","GHW_1 "
"4418","median",0.632556308278514,"F116im","PC1","GHW_1 "
"4419","mean",0.633160708098704,"F116im","PC1","GHW_1 "
"4420","SE.mean",0.00152469893775096,"F116im","PC1","GHW_1 "
"4421","CI.mean.0.95",0.00302533347835125,"F116im","PC1","GHW_1 "
"4422","var",0.000232470685077889,"F116im","PC1","GHW_1 "
"4423","std.dev",0.0152469893775096,"F116im","PC1","GHW_1 "
"4424","coef.var",0.0240807573535228,"F116im","PC1","GHW_1 "
"4425","nbr.val",100,"F116im","PC1","GHW_50 "
"4426","nbr.null",0,"F116im","PC1","GHW_50 "
"4427","nbr.na",0,"F116im","PC1","GHW_50 "
"4428","min",0.620136494705617,"F116im","PC1","GHW_50 "
"4429","max",0.701317009179566,"F116im","PC1","GHW_50 "
"4430","range",0.0811805144739489,"F116im","PC1","GHW_50 "
"4431","sum",66.5281498022,"F116im","PC1","GHW_50 "
"4432","median",0.66620810545034,"F116im","PC1","GHW_50 "
"4433","mean",0.665281498022,"F116im","PC1","GHW_50 "
"4434","SE.mean",0.00158539665598218,"F116im","PC1","GHW_50 "
"4435","CI.mean.0.95",0.00314577091978826,"F116im","PC1","GHW_50 "
"4436","var",0.000251348255679948,"F116im","PC1","GHW_50 "
"4437","std.dev",0.0158539665598218,"F116im","PC1","GHW_50 "
"4438","coef.var",0.0238304636562995,"F116im","PC1","GHW_50 "
"4439","nbr.val",100,"F116im","PC1","GS "
"4440","nbr.null",0,"F116im","PC1","GS "
"4441","nbr.na",0,"F116im","PC1","GS "
"4442","min",0.482543313460113,"F116im","PC1","GS "
"4443","max",0.712464818727708,"F116im","PC1","GS "
"4444","range",0.229921505267595,"F116im","PC1","GS "
"4445","sum",57.3209177405999,"F116im","PC1","GS "
"4446","median",0.568986102669892,"F116im","PC1","GS "
"4447","mean",0.573209177405999,"F116im","PC1","GS "
"4448","SE.mean",0.00373885326513125,"F116im","PC1","GS "
"4449","CI.mean.0.95",0.00741869602816766,"F116im","PC1","GS "
"4450","var",0.00139790237381826,"F116im","PC1","GS "
"4451","std.dev",0.0373885326513125,"F116im","PC1","GS "
"4452","coef.var",0.0652266818554975,"F116im","PC1","GS "
"4453","nbr.val",100,"F116im","PC1","HD_1 "
"4454","nbr.null",0,"F116im","PC1","HD_1 "
"4455","nbr.na",0,"F116im","PC1","HD_1 "
"4456","min",0.598359084400884,"F116im","PC1","HD_1 "
"4457","max",0.676156559538387,"F116im","PC1","HD_1 "
"4458","range",0.077797475137503,"F116im","PC1","HD_1 "
"4459","sum",63.5971705659374,"F116im","PC1","HD_1 "
"4460","median",0.638172419413964,"F116im","PC1","HD_1 "
"4461","mean",0.635971705659374,"F116im","PC1","HD_1 "
"4462","SE.mean",0.00170024614975343,"F116im","PC1","HD_1 "
"4463","CI.mean.0.95",0.00337365723221029,"F116im","PC1","HD_1 "
"4464","var",0.000289083696975135,"F116im","PC1","HD_1 "
"4465","std.dev",0.0170024614975343,"F116im","PC1","HD_1 "
"4466","coef.var",0.0267346193961666,"F116im","PC1","HD_1 "
"4467","nbr.val",100,"F116im","PC1","HD_50. "
"4468","nbr.null",0,"F116im","PC1","HD_50. "
"4469","nbr.na",0,"F116im","PC1","HD_50. "
"4470","min",0.622342722497804,"F116im","PC1","HD_50. "
"4471","max",0.707518879670112,"F116im","PC1","HD_50. "
"4472","range",0.085176157172308,"F116im","PC1","HD_50. "
"4473","sum",66.4801284881283,"F116im","PC1","HD_50. "
"4474","median",0.664757455808624,"F116im","PC1","HD_50. "
"4475","mean",0.664801284881283,"F116im","PC1","HD_50. "
"4476","SE.mean",0.00156260324881567,"F116im","PC1","HD_50. "
"4477","CI.mean.0.95",0.00310054385490407,"F116im","PC1","HD_50. "
"4478","var",0.00024417289132093,"F116im","PC1","HD_50. "
"4479","std.dev",0.0156260324881567,"F116im","PC1","HD_50. "
"4480","coef.var",0.0235048169182573,"F116im","PC1","HD_50. "
"4481","nbr.val",100,"F116im","PC1","HM_1 "
"4482","nbr.null",0,"F116im","PC1","HM_1 "
"4483","nbr.na",0,"F116im","PC1","HM_1 "
"4484","min",0.593830429547019,"F116im","PC1","HM_1 "
"4485","max",0.67620726098493,"F116im","PC1","HM_1 "
"4486","range",0.082376831437911,"F116im","PC1","HM_1 "
"4487","sum",64.0964289835522,"F116im","PC1","HM_1 "
"4488","median",0.642493933213627,"F116im","PC1","HM_1 "
"4489","mean",0.640964289835522,"F116im","PC1","HM_1 "
"4490","SE.mean",0.00173554427468036,"F116im","PC1","HM_1 "
"4491","CI.mean.0.95",0.00344369637004952,"F116im","PC1","HM_1 "
"4492","var",0.000301211392937577,"F116im","PC1","HM_1 "
"4493","std.dev",0.0173554427468036,"F116im","PC1","HM_1 "
"4494","coef.var",0.0270770821745111,"F116im","PC1","HM_1 "
"4495","nbr.val",100,"F116im","PC1","HM_50 "
"4496","nbr.null",0,"F116im","PC1","HM_50 "
"4497","nbr.na",0,"F116im","PC1","HM_50 "
"4498","min",0.606986488336268,"F116im","PC1","HM_50 "
"4499","max",0.681275977156428,"F116im","PC1","HM_50 "
"4500","range",0.07428948882016,"F116im","PC1","HM_50 "
"4501","sum",64.213281630989,"F116im","PC1","HM_50 "
"4502","median",0.643046489055211,"F116im","PC1","HM_50 "
"4503","mean",0.64213281630989,"F116im","PC1","HM_50 "
"4504","SE.mean",0.00155165083933868,"F116im","PC1","HM_50 "
"4505","CI.mean.0.95",0.0030788118983591,"F116im","PC1","HM_50 "
"4506","var",0.000240762032722043,"F116im","PC1","HM_50 "
"4507","std.dev",0.0155165083933868,"F116im","PC1","HM_50 "
"4508","coef.var",0.0241640171616749,"F116im","PC1","HM_50 "
"4509","nbr.val",100,"F116im","PC1","HW_1 "
"4510","nbr.null",0,"F116im","PC1","HW_1 "
"4511","nbr.na",0,"F116im","PC1","HW_1 "
"4512","min",0.59316611402683,"F116im","PC1","HW_1 "
"4513","max",0.677487588714701,"F116im","PC1","HW_1 "
"4514","range",0.0843214746878711,"F116im","PC1","HW_1 "
"4515","sum",63.4104573046904,"F116im","PC1","HW_1 "
"4516","median",0.635330854001654,"F116im","PC1","HW_1 "
"4517","mean",0.634104573046904,"F116im","PC1","HW_1 "
"4518","SE.mean",0.001682615010376,"F116im","PC1","HW_1 "
"4519","CI.mean.0.95",0.00333867322658181,"F116im","PC1","HW_1 "
"4520","var",0.000283119327314263,"F116im","PC1","HW_1 "
"4521","std.dev",0.01682615010376,"F116im","PC1","HW_1 "
"4522","coef.var",0.026535292156796,"F116im","PC1","HW_1 "
"4523","nbr.val",100,"F116im","PC1","HW_50 "
"4524","nbr.null",0,"F116im","PC1","HW_50 "
"4525","nbr.na",0,"F116im","PC1","HW_50 "
"4526","min",0.625406780588034,"F116im","PC1","HW_50 "
"4527","max",0.706724901931011,"F116im","PC1","HW_50 "
