"","names","x","Ind.SNP","PC","Trait"
"2118","min",0.0162359566368524,"C116","PC1~2","SDW_kg "
"2119","max",0.281483935719613,"C116","PC1~2","SDW_kg "
"2120","range",0.265247979082761,"C116","PC1~2","SDW_kg "
"2121","sum",17.0496832532995,"C116","PC1~2","SDW_kg "
"2122","median",0.178095998914567,"C116","PC1~2","SDW_kg "
"2123","mean",0.170496832532995,"C116","PC1~2","SDW_kg "
"2124","SE.mean",0.00564573092449808,"C116","PC1~2","SDW_kg "
"2125","CI.mean.0.95",0.0112023550044847,"C116","PC1~2","SDW_kg "
"2126","var",0.00318742776718339,"C116","PC1~2","SDW_kg "
"2127","std.dev",0.0564573092449808,"C116","PC1~2","SDW_kg "
"2128","coef.var",0.331134065109714,"C116","PC1~2","SDW_kg "
"2129","nbr.val",100,"C116","PC1~2","SRD "
"2130","nbr.null",0,"C116","PC1~2","SRD "
"2131","nbr.na",0,"C116","PC1~2","SRD "
"2132","min",-0.232335788006661,"C116","PC1~2","SRD "
"2133","max",0.0324622673354757,"C116","PC1~2","SRD "
"2134","range",0.264798055342137,"C116","PC1~2","SRD "
"2135","sum",-10.7887213913317,"C116","PC1~2","SRD "
"2136","median",-0.104077429859778,"C116","PC1~2","SRD "
"2137","mean",-0.107887213913317,"C116","PC1~2","SRD "
"2138","SE.mean",0.00490557449455814,"C116","PC1~2","SRD "
"2139","CI.mean.0.95",0.00973372406937223,"C116","PC1~2","SRD "
"2140","var",0.00240646611216593,"C116","PC1~2","SRD "
"2141","std.dev",0.0490557449455814,"C116","PC1~2","SRD "
"2142","coef.var",-0.454694705389237,"C116","PC1~2","SRD "
"2143","nbr.val",100,"C116","PC1~2","Yld "
"2144","nbr.null",0,"C116","PC1~2","Yld "
"2145","nbr.na",0,"C116","PC1~2","Yld "
"2146","min",0.144909762192421,"C116","PC1~2","Yld "
"2147","max",0.354715226366198,"C116","PC1~2","Yld "
"2148","range",0.209805464173777,"C116","PC1~2","Yld "
"2149","sum",25.9161976856295,"C116","PC1~2","Yld "
"2150","median",0.257263343045203,"C116","PC1~2","Yld "
"2151","mean",0.259161976856295,"C116","PC1~2","Yld "
"2152","SE.mean",0.00464311174933832,"C116","PC1~2","Yld "
"2153","CI.mean.0.95",0.00921294104114715,"C116","PC1~2","Yld "
"2154","var",0.00215584867168435,"C116","PC1~2","Yld "
"2155","std.dev",0.0464311174933832,"C116","PC1~2","Yld "
"2156","coef.var",0.179158679280831,"C116","PC1~2","Yld "
"2157","nbr.val",100,"C116","PC1~2","Yld_1 "
"2158","nbr.null",0,"C116","PC1~2","Yld_1 "
"2159","nbr.na",0,"C116","PC1~2","Yld_1 "
"2160","min",0.13747986668211,"C116","PC1~2","Yld_1 "
"2161","max",0.360807055609334,"C116","PC1~2","Yld_1 "
"2162","range",0.223327188927224,"C116","PC1~2","Yld_1 "
"2163","sum",25.575641054627,"C116","PC1~2","Yld_1 "
"2164","median",0.256692037239321,"C116","PC1~2","Yld_1 "
"2165","mean",0.25575641054627,"C116","PC1~2","Yld_1 "
"2166","SE.mean",0.00458663678862232,"C116","PC1~2","Yld_1 "
"2167","CI.mean.0.95",0.00910088246675429,"C116","PC1~2","Yld_1 "
"2168","var",0.00210372370307437,"C116","PC1~2","Yld_1 "
"2169","std.dev",0.0458663678862232,"C116","PC1~2","Yld_1 "
"2170","coef.var",0.179336141714912,"C116","PC1~2","Yld_1 "
"2171","nbr.val",100,"C116","PC1~2","Yld_kg "
"2172","nbr.null",0,"C116","PC1~2","Yld_kg "
"2173","nbr.na",0,"C116","PC1~2","Yld_kg "
"2174","min",0.117514134083985,"C116","PC1~2","Yld_kg "
"2175","max",0.387308622235431,"C116","PC1~2","Yld_kg "
"2176","range",0.269794488151446,"C116","PC1~2","Yld_kg "
"2177","sum",30.0542088191657,"C116","PC1~2","Yld_kg "
"2178","median",0.304736391437577,"C116","PC1~2","Yld_kg "
"2179","mean",0.300542088191657,"C116","PC1~2","Yld_kg "
"2180","SE.mean",0.00448008376721893,"C116","PC1~2","Yld_kg "
"2181","CI.mean.0.95",0.00888945815544293,"C116","PC1~2","Yld_kg "
"2182","var",0.00200711505612985,"C116","PC1~2","Yld_kg "
"2183","std.dev",0.0448008376721893,"C116","PC1~2","Yld_kg "
"2184","coef.var",0.149066767792003,"C116","PC1~2","Yld_kg "
"2185","nbr.val",100,"C116","PC1~2","mc "
"2186","nbr.null",0,"C116","PC1~2","mc "
"2187","nbr.na",0,"C116","PC1~2","mc "
"2188","min",0.150762031980605,"C116","PC1~2","mc "
"2189","max",0.332256463258272,"C116","PC1~2","mc "
"2190","range",0.181494431277667,"C116","PC1~2","mc "
"2191","sum",25.5781033995683,"C116","PC1~2","mc "
"2192","median",0.265361562272871,"C116","PC1~2","mc "
"2193","mean",0.255781033995683,"C116","PC1~2","mc "
"2194","SE.mean",0.00353318107649196,"C116","PC1~2","mc "
"2195","CI.mean.0.95",0.00701059778499969,"C116","PC1~2","mc "
"2196","var",0.00124833685192809,"C116","PC1~2","mc "
"2197","std.dev",0.0353318107649196,"C116","PC1~2","mc "
"2198","coef.var",0.138133035952603,"C116","PC1~2","mc "
"2199","nbr.val",100,"C116","PC1~3","ADD "
"2200","nbr.null",0,"C116","PC1~3","ADD "
"2201","nbr.na",0,"C116","PC1~3","ADD "
"2202","min",0.330631097131186,"C116","PC1~3","ADD "
"2203","max",0.445546266313916,"C116","PC1~3","ADD "
"2204","range",0.11491516918273,"C116","PC1~3","ADD "
"2205","sum",39.9208406113231,"C116","PC1~3","ADD "
"2206","median",0.402452531581912,"C116","PC1~3","ADD "
"2207","mean",0.399208406113231,"C116","PC1~3","ADD "
"2208","SE.mean",0.00255312180451286,"C116","PC1~3","ADD "
"2209","CI.mean.0.95",0.00506594756397932,"C116","PC1~3","ADD "
"2210","var",0.000651843094867902,"C116","PC1~3","ADD "
"2211","std.dev",0.0255312180451286,"C116","PC1~3","ADD "
"2212","coef.var",0.0639546103092001,"C116","PC1~3","ADD "
"2213","nbr.val",100,"C116","PC1~3","AIL "
"2214","nbr.null",0,"C116","PC1~3","AIL "
"2215","nbr.na",0,"C116","PC1~3","AIL "
"2216","min",0.180467119871563,"C116","PC1~3","AIL "
"2217","max",0.440161559364504,"C116","PC1~3","AIL "
"2218","range",0.259694439492941,"C116","PC1~3","AIL "
"2219","sum",27.2358544656923,"C116","PC1~3","AIL "
"2220","median",0.26476590252075,"C116","PC1~3","AIL "
"2221","mean",0.272358544656923,"C116","PC1~3","AIL "
"2222","SE.mean",0.00468886077117235,"C116","PC1~3","AIL "
"2223","CI.mean.0.95",0.00930371702578873,"C116","PC1~3","AIL "
"2224","var",0.00219854153314389,"C116","PC1~3","AIL "
"2225","std.dev",0.0468886077117235,"C116","PC1~3","AIL "
"2226","coef.var",0.172157652592786,"C116","PC1~3","AIL "
"2227","nbr.val",100,"C116","PC1~3","Bcirc_cm "
"2228","nbr.null",0,"C116","PC1~3","Bcirc_cm "
"2229","nbr.na",0,"C116","PC1~3","Bcirc_cm "
"2230","min",0.184893145321921,"C116","PC1~3","Bcirc_cm "
"2231","max",0.336915856920091,"C116","PC1~3","Bcirc_cm "
"2232","range",0.15202271159817,"C116","PC1~3","Bcirc_cm "
"2233","sum",24.8018561768065,"C116","PC1~3","Bcirc_cm "
"2234","median",0.248748994455539,"C116","PC1~3","Bcirc_cm "
"2235","mean",0.248018561768065,"C116","PC1~3","Bcirc_cm "
"2236","SE.mean",0.00302480537245501,"C116","PC1~3","Bcirc_cm "
"2237","CI.mean.0.95",0.0060018700952749,"C116","PC1~3","Bcirc_cm "
"2238","var",0.00091494475412327,"C116","PC1~3","Bcirc_cm "
"2239","std.dev",0.0302480537245501,"C116","PC1~3","Bcirc_cm "
"2240","coef.var",0.121958830455749,"C116","PC1~3","Bcirc_cm "
"2241","nbr.val",100,"C116","PC1~3","CCirc_cm "
"2242","nbr.null",0,"C116","PC1~3","CCirc_cm "
"2243","nbr.na",0,"C116","PC1~3","CCirc_cm "
"2244","min",0.0200012353235137,"C116","PC1~3","CCirc_cm "
"2245","max",0.250933148040367,"C116","PC1~3","CCirc_cm "
"2246","range",0.230931912716853,"C116","PC1~3","CCirc_cm "
"2247","sum",14.7340625288373,"C116","PC1~3","CCirc_cm "
"2248","median",0.15131156843197,"C116","PC1~3","CCirc_cm "
"2249","mean",0.147340625288373,"C116","PC1~3","CCirc_cm "
"2250","SE.mean",0.00494763494393838,"C116","PC1~3","CCirc_cm "
"2251","CI.mean.0.95",0.00981718112602385,"C116","PC1~3","CCirc_cm "
"2252","var",0.00244790915384801,"C116","PC1~3","CCirc_cm "
"2253","std.dev",0.0494763494393838,"C116","PC1~3","CCirc_cm "
"2254","coef.var",0.335795707005786,"C116","PC1~3","CCirc_cm "
"2255","nbr.val",100,"C116","PC1~3","CmDW.V "
"2256","nbr.null",0,"C116","PC1~3","CmDW.V "
"2257","nbr.na",0,"C116","PC1~3","CmDW.V "
"2258","min",0.241599171729762,"C116","PC1~3","CmDW.V "
"2259","max",0.42604121905016,"C116","PC1~3","CmDW.V "
"2260","range",0.184442047320398,"C116","PC1~3","CmDW.V "
"2261","sum",35.0225813153498,"C116","PC1~3","CmDW.V "
"2262","median",0.354859995787834,"C116","PC1~3","CmDW.V "
"2263","mean",0.350225813153498,"C116","PC1~3","CmDW.V "
"2264","SE.mean",0.00379796073349524,"C116","PC1~3","CmDW.V "
"2265","CI.mean.0.95",0.00753597806886085,"C116","PC1~3","CmDW.V "
"2266","var",0.00144245057331717,"C116","PC1~3","CmDW.V "
"2267","std.dev",0.0379796073349524,"C116","PC1~3","CmDW.V "
"2268","coef.var",0.108443198383857,"C116","PC1~3","CmDW.V "
"2269","nbr.val",100,"C116","PC1~3","CmDW_g "
"2270","nbr.null",0,"C116","PC1~3","CmDW_g "
"2271","nbr.na",0,"C116","PC1~3","CmDW_g "
"2272","min",0.187126326695224,"C116","PC1~3","CmDW_g "
"2273","max",0.399679180699626,"C116","PC1~3","CmDW_g "
"2274","range",0.212552854004402,"C116","PC1~3","CmDW_g "
"2275","sum",32.7185158209308,"C116","PC1~3","CmDW_g "
"2276","median",0.329472243814786,"C116","PC1~3","CmDW_g "
"2277","mean",0.327185158209308,"C116","PC1~3","CmDW_g "
"2278","SE.mean",0.0042334113076372,"C116","PC1~3","CmDW_g "
"2279","CI.mean.0.95",0.00840000647965135,"C116","PC1~3","CmDW_g "
"2280","var",0.00179217712996305,"C116","PC1~3","CmDW_g "
"2281","std.dev",0.042334113076372,"C116","PC1~3","CmDW_g "
"2282","coef.var",0.129388855252688,"C116","PC1~3","CmDW_g "
"2283","nbr.val",100,"C116","PC1~3","CmD_BI_mm "
"2284","nbr.null",0,"C116","PC1~3","CmD_BI_mm "
"2285","nbr.na",0,"C116","PC1~3","CmD_BI_mm "
"2286","min",0.304869768140726,"C116","PC1~3","CmD_BI_mm "
"2287","max",0.498692167129598,"C116","PC1~3","CmD_BI_mm "
"2288","range",0.193822398988872,"C116","PC1~3","CmD_BI_mm "
"2289","sum",42.434663517755,"C116","PC1~3","CmD_BI_mm "
"2290","median",0.431086665910885,"C116","PC1~3","CmD_BI_mm "
"2291","mean",0.42434663517755,"C116","PC1~3","CmD_BI_mm "
"2292","SE.mean",0.00370365683118014,"C116","PC1~3","CmD_BI_mm "
"2293","CI.mean.0.95",0.00734885866728648,"C116","PC1~3","CmD_BI_mm "
"2294","var",0.00137170739231473,"C116","PC1~3","CmD_BI_mm "
"2295","std.dev",0.0370365683118014,"C116","PC1~3","CmD_BI_mm "
"2296","coef.var",0.0872790432197136,"C116","PC1~3","CmD_BI_mm "
"2297","nbr.val",100,"C116","PC1~3","CmD_LI_mm "
"2298","nbr.null",0,"C116","PC1~3","CmD_LI_mm "
"2299","nbr.na",0,"C116","PC1~3","CmD_LI_mm "
"2300","min",0.160021264148377,"C116","PC1~3","CmD_LI_mm "
"2301","max",0.360979058562466,"C116","PC1~3","CmD_LI_mm "
"2302","range",0.200957794414089,"C116","PC1~3","CmD_LI_mm "
"2303","sum",27.2639420853212,"C116","PC1~3","CmD_LI_mm "
"2304","median",0.273300506077837,"C116","PC1~3","CmD_LI_mm "
"2305","mean",0.272639420853212,"C116","PC1~3","CmD_LI_mm "
"2306","SE.mean",0.00416858038815034,"C116","PC1~3","CmD_LI_mm "
"2307","CI.mean.0.95",0.00827136787021859,"C116","PC1~3","CmD_LI_mm "
"2308","var",0.00173770624524716,"C116","PC1~3","CmD_LI_mm "
"2309","std.dev",0.0416858038815034,"C116","PC1~3","CmD_LI_mm "
"2310","coef.var",0.152897199352352,"C116","PC1~3","CmD_LI_mm "
"2311","nbr.val",100,"C116","PC1~3","CmN. "
"2312","nbr.null",0,"C116","PC1~3","CmN. "
"2313","nbr.na",0,"C116","PC1~3","CmN. "
"2314","min",0.450487744360728,"C116","PC1~3","CmN. "
"2315","max",0.615805549543613,"C116","PC1~3","CmN. "
"2316","range",0.165317805182885,"C116","PC1~3","CmN. "
"2317","sum",56.4284030938721,"C116","PC1~3","CmN. "
"2318","median",0.569457404790138,"C116","PC1~3","CmN. "
"2319","mean",0.564284030938721,"C116","PC1~3","CmN. "
"2320","SE.mean",0.00311228132590677,"C116","PC1~3","CmN. "
"2321","CI.mean.0.95",0.00617544136497007,"C116","PC1~3","CmN. "
"2322","var",0.000968629505158803,"C116","PC1~3","CmN. "
"2323","std.dev",0.0311228132590677,"C116","PC1~3","CmN. "
"2324","coef.var",0.0551545171450148,"C116","PC1~3","CmN. "
"2325","nbr.val",100,"C116","PC1~3","Cml_cm "
"2326","nbr.null",0,"C116","PC1~3","Cml_cm "
"2327","nbr.na",0,"C116","PC1~3","Cml_cm "
"2328","min",0.153971235488937,"C116","PC1~3","Cml_cm "
"2329","max",0.384238975183219,"C116","PC1~3","Cml_cm "
"2330","range",0.230267739694282,"C116","PC1~3","Cml_cm "
"2331","sum",29.8715889468827,"C116","PC1~3","Cml_cm "
"2332","median",0.308660301512671,"C116","PC1~3","Cml_cm "
"2333","mean",0.298715889468827,"C116","PC1~3","Cml_cm "
"2334","SE.mean",0.00492886019415523,"C116","PC1~3","Cml_cm "
"2335","CI.mean.0.95",0.00977992794924233,"C116","PC1~3","Cml_cm "
"2336","var",0.0024293662813528,"C116","PC1~3","Cml_cm "
"2337","std.dev",0.0492886019415523,"C116","PC1~3","Cml_cm "
"2338","coef.var",0.165001607477917,"C116","PC1~3","Cml_cm "
"2339","nbr.val",100,"C116","PC1~3","FD "
"2340","nbr.null",0,"C116","PC1~3","FD "
"2341","nbr.na",0,"C116","PC1~3","FD "
"2342","min",0.251608073217095,"C116","PC1~3","FD "
"2343","max",0.403840221107226,"C116","PC1~3","FD "
"2344","range",0.152232147890131,"C116","PC1~3","FD "
"2345","sum",31.468550234497,"C116","PC1~3","FD "
"2346","median",0.311783815437516,"C116","PC1~3","FD "
"2347","mean",0.31468550234497,"C116","PC1~3","FD "
"2348","SE.mean",0.00283827621938628,"C116","PC1~3","FD "
"2349","CI.mean.0.95",0.00563175578779086,"C116","PC1~3","FD "
"2350","var",0.000805581189753366,"C116","PC1~3","FD "
"2351","std.dev",0.0283827621938628,"C116","PC1~3","FD "
"2352","coef.var",0.0901940571852227,"C116","PC1~3","FD "
"2353","nbr.val",100,"C116","PC1~3","GS "
"2354","nbr.null",0,"C116","PC1~3","GS "
"2355","nbr.na",0,"C116","PC1~3","GS "
"2356","min",0.000921211766745782,"C116","PC1~3","GS "
"2357","max",0.444981609813374,"C116","PC1~3","GS "
"2358","range",0.444060398046628,"C116","PC1~3","GS "
"2359","sum",20.3693138999304,"C116","PC1~3","GS "
"2360","median",0.206480357837715,"C116","PC1~3","GS "
"2361","mean",0.203693138999304,"C116","PC1~3","GS "
"2362","SE.mean",0.00906167062325103,"C116","PC1~3","GS "
"2363","CI.mean.0.95",0.0179803204603474,"C116","PC1~3","GS "
"2364","var",0.00821138744842908,"C116","PC1~3","GS "
"2365","std.dev",0.0906167062325103,"C116","PC1~3","GS "
"2366","coef.var",0.44486872104622,"C116","PC1~3","GS "
"2367","nbr.val",100,"C116","PC1~3","Lg "
"2368","nbr.null",0,"C116","PC1~3","Lg "
"2369","nbr.na",0,"C116","PC1~3","Lg "
"2370","min",-0.0324842368849838,"C116","PC1~3","Lg "
"2371","max",0.190224095982014,"C116","PC1~3","Lg "
"2372","range",0.222708332866998,"C116","PC1~3","Lg "
"2373","sum",10.6463252169886,"C116","PC1~3","Lg "
"2374","median",0.117141334724775,"C116","PC1~3","Lg "
"2375","mean",0.106463252169886,"C116","PC1~3","Lg "
"2376","SE.mean",0.00463350674822199,"C116","PC1~3","Lg "
"2377","CI.mean.0.95",0.00919388263511213,"C116","PC1~3","Lg "
"2378","var",0.00214693847858187,"C116","PC1~3","Lg "
"2379","std.dev",0.0463350674822199,"C116","PC1~3","Lg "
"2380","coef.var",0.435221229277138,"C116","PC1~3","Lg "
"2381","nbr.val",100,"C116","PC1~3","SDW_kg "
"2382","nbr.null",0,"C116","PC1~3","SDW_kg "
"2383","nbr.na",0,"C116","PC1~3","SDW_kg "
"2384","min",-0.0650266058702479,"C116","PC1~3","SDW_kg "
"2385","max",0.285224748669794,"C116","PC1~3","SDW_kg "
"2386","range",0.350251354540042,"C116","PC1~3","SDW_kg "
"2387","sum",15.8027500686334,"C116","PC1~3","SDW_kg "
"2388","median",0.162157315625496,"C116","PC1~3","SDW_kg "
"2389","mean",0.158027500686334,"C116","PC1~3","SDW_kg "
"2390","SE.mean",0.00610985219612954,"C116","PC1~3","SDW_kg "
"2391","CI.mean.0.95",0.0121232722992477,"C116","PC1~3","SDW_kg "
"2392","var",0.0037330293858549,"C116","PC1~3","SDW_kg "
"2393","std.dev",0.0610985219612954,"C116","PC1~3","SDW_kg "
"2394","coef.var",0.386632210823664,"C116","PC1~3","SDW_kg "
"2395","nbr.val",100,"C116","PC1~3","SRD "
"2396","nbr.null",0,"C116","PC1~3","SRD "
"2397","nbr.na",0,"C116","PC1~3","SRD "
"2398","min",-0.332284996665658,"C116","PC1~3","SRD "
"2399","max",-0.0827629794467539,"C116","PC1~3","SRD "
"2400","range",0.249522017218904,"C116","PC1~3","SRD "
"2401","sum",-18.491871167444,"C116","PC1~3","SRD "
"2402","median",-0.17914056560642,"C116","PC1~3","SRD "
"2403","mean",-0.18491871167444,"C116","PC1~3","SRD "
"2404","SE.mean",0.00553581795083539,"C116","PC1~3","SRD "
"2405","CI.mean.0.95",0.010984263818944,"C116","PC1~3","SRD "
"2406","var",0.00306452803847914,"C116","PC1~3","SRD "
"2407","std.dev",0.0553581795083539,"C116","PC1~3","SRD "
"2408","coef.var",-0.299364942612271,"C116","PC1~3","SRD "
"2409","nbr.val",100,"C116","PC1~3","Yld "
"2410","nbr.null",0,"C116","PC1~3","Yld "
"2411","nbr.na",0,"C116","PC1~3","Yld "
"2412","min",0.125036009559303,"C116","PC1~3","Yld "
"2413","max",0.356821949225891,"C116","PC1~3","Yld "
"2414","range",0.231785939666588,"C116","PC1~3","Yld "
"2415","sum",25.7040450066948,"C116","PC1~3","Yld "
"2416","median",0.259429939800194,"C116","PC1~3","Yld "
"2417","mean",0.257040450066948,"C116","PC1~3","Yld "
"2418","SE.mean",0.0050853421371754,"C116","PC1~3","Yld "
"2419","CI.mean.0.95",0.0100904220732001,"C116","PC1~3","Yld "
"2420","var",0.00258607046521317,"C116","PC1~3","Yld "
"2421","std.dev",0.050853421371754,"C116","PC1~3","Yld "
"2422","coef.var",0.197842095897781,"C116","PC1~3","Yld "
"2423","nbr.val",100,"C116","PC1~3","Yld_1 "
"2424","nbr.null",0,"C116","PC1~3","Yld_1 "
"2425","nbr.na",0,"C116","PC1~3","Yld_1 "
"2426","min",0.151232395974131,"C116","PC1~3","Yld_1 "
"2427","max",0.372089291975032,"C116","PC1~3","Yld_1 "
"2428","range",0.220856896000901,"C116","PC1~3","Yld_1 "
"2429","sum",26.4150518756544,"C116","PC1~3","Yld_1 "
"2430","median",0.269382091010489,"C116","PC1~3","Yld_1 "
"2431","mean",0.264150518756544,"C116","PC1~3","Yld_1 "
"2432","SE.mean",0.00465017014894835,"C116","PC1~3","Yld_1 "
"2433","CI.mean.0.95",0.00922694643730444,"C116","PC1~3","Yld_1 "
"2434","var",0.00216240824141703,"C116","PC1~3","Yld_1 "
"2435","std.dev",0.0465017014894835,"C116","PC1~3","Yld_1 "
"2436","coef.var",0.176042438638336,"C116","PC1~3","Yld_1 "
"2437","nbr.val",100,"C116","PC1~3","Yld_kg "
"2438","nbr.null",0,"C116","PC1~3","Yld_kg "
"2439","nbr.na",0,"C116","PC1~3","Yld_kg "
"2440","min",0.17727079583209,"C116","PC1~3","Yld_kg "
"2441","max",0.372534537910449,"C116","PC1~3","Yld_kg "
"2442","range",0.195263742078359,"C116","PC1~3","Yld_kg "
"2443","sum",28.9628511211261,"C116","PC1~3","Yld_kg "
"2444","median",0.291447684449402,"C116","PC1~3","Yld_kg "
"2445","mean",0.289628511211261,"C116","PC1~3","Yld_kg "
"2446","SE.mean",0.00501918839119842,"C116","PC1~3","Yld_kg "
"2447","CI.mean.0.95",0.00995915868902166,"C116","PC1~3","Yld_kg "
"2448","var",0.0025192252106341,"C116","PC1~3","Yld_kg "
"2449","std.dev",0.0501918839119842,"C116","PC1~3","Yld_kg "
"2450","coef.var",0.1732974550816,"C116","PC1~3","Yld_kg "
"2451","nbr.val",100,"C116","PC1~3","mc "
"2452","nbr.null",0,"C116","PC1~3","mc "
"2453","nbr.na",0,"C116","PC1~3","mc "
"2454","min",0.061593757731561,"C116","PC1~3","mc "
"2455","max",0.27345928108203,"C116","PC1~3","mc "
"2456","range",0.211865523350469,"C116","PC1~3","mc "
"2457","sum",19.9686845842852,"C116","PC1~3","mc "
"2458","median",0.206155696449804,"C116","PC1~3","mc "
"2459","mean",0.199686845842852,"C116","PC1~3","mc "
"2460","SE.mean",0.00377467249504066,"C116","PC1~3","mc "
"2461","CI.mean.0.95",0.00748976915134667,"C116","PC1~3","mc "
"2462","var",0.00142481524448165,"C116","PC1~3","mc "
"2463","std.dev",0.0377467249504066,"C116","PC1~3","mc "
"2464","coef.var",0.189029601780141,"C116","PC1~3","mc "
"2465","nbr.val",100,"C124","NOPC","ADD "
"2466","nbr.null",0,"C124","NOPC","ADD "
"2467","nbr.na",0,"C124","NOPC","ADD "
"2468","min",0.581949151338606,"C124","NOPC","ADD "
"2469","max",0.660767468134091,"C124","NOPC","ADD "
"2470","range",0.078818316795485,"C124","NOPC","ADD "
"2471","sum",62.831125666364,"C124","NOPC","ADD "
"2472","median",0.627651577417818,"C124","NOPC","ADD "
"2473","mean",0.62831125666364,"C124","NOPC","ADD "
"2474","SE.mean",0.00143445860025885,"C124","NOPC","ADD "
"2475","CI.mean.0.95",0.00284627707098254,"C124","NOPC","ADD "
"2476","var",0.000205767147585659,"C124","NOPC","ADD "
"2477","std.dev",0.0143445860025885,"C124","NOPC","ADD "
"2478","coef.var",0.0228303819969085,"C124","NOPC","ADD "
"2479","nbr.val",100,"C124","NOPC","AIL "
"2480","nbr.null",0,"C124","NOPC","AIL "
"2481","nbr.na",0,"C124","NOPC","AIL "
"2482","min",0.390767895069161,"C124","NOPC","AIL "
"2483","max",0.549767607047205,"C124","NOPC","AIL "
"2484","range",0.158999711978044,"C124","NOPC","AIL "
"2485","sum",45.0304749814972,"C124","NOPC","AIL "
"2486","median",0.445134770751908,"C124","NOPC","AIL "
"2487","mean",0.450304749814972,"C124","NOPC","AIL "
"2488","SE.mean",0.00301809552721022,"C124","NOPC","AIL "
"2489","CI.mean.0.95",0.00598855630659766,"C124","NOPC","AIL "
"2490","var",0.000910890061136633,"C124","NOPC","AIL "
"2491","std.dev",0.0301809552721022,"C124","NOPC","AIL "
"2492","coef.var",0.0670233997853752,"C124","NOPC","AIL "
"2493","nbr.val",100,"C124","NOPC","Bcirc_cm "
"2494","nbr.null",0,"C124","NOPC","Bcirc_cm "
"2495","nbr.na",0,"C124","NOPC","Bcirc_cm "
"2496","min",0.483935959733973,"C124","NOPC","Bcirc_cm "
"2497","max",0.56135383464261,"C124","NOPC","Bcirc_cm "
"2498","range",0.077417874908637,"C124","NOPC","Bcirc_cm "
"2499","sum",52.7107273853528,"C124","NOPC","Bcirc_cm "
"2500","median",0.527274091109675,"C124","NOPC","Bcirc_cm "
"2501","mean",0.527107273853528,"C124","NOPC","Bcirc_cm "
"2502","SE.mean",0.00179990662993557,"C124","NOPC","Bcirc_cm "
"2503","CI.mean.0.95",0.00357140524639094,"C124","NOPC","Bcirc_cm "
"2504","var",0.000323966387648602,"C124","NOPC","Bcirc_cm "
"2505","std.dev",0.0179990662993557,"C124","NOPC","Bcirc_cm "
"2506","coef.var",0.0341468752039215,"C124","NOPC","Bcirc_cm "
"2507","nbr.val",100,"C124","NOPC","CCirc_cm "
"2508","nbr.null",0,"C124","NOPC","CCirc_cm "
"2509","nbr.na",0,"C124","NOPC","CCirc_cm "
"2510","min",0.468011983985031,"C124","NOPC","CCirc_cm "
"2511","max",0.570221468980029,"C124","NOPC","CCirc_cm "
"2512","range",0.102209484994998,"C124","NOPC","CCirc_cm "
"2513","sum",52.3988535742698,"C124","NOPC","CCirc_cm "
"2514","median",0.527886230970265,"C124","NOPC","CCirc_cm "
"2515","mean",0.523988535742698,"C124","NOPC","CCirc_cm "
"2516","SE.mean",0.00187150725944774,"C124","NOPC","CCirc_cm "
"2517","CI.mean.0.95",0.00371347642921325,"C124","NOPC","CCirc_cm "
"2518","var",0.000350253942216559,"C124","NOPC","CCirc_cm "
"2519","std.dev",0.0187150725944774,"C124","NOPC","CCirc_cm "
"2520","coef.var",0.0357165688137638,"C124","NOPC","CCirc_cm "
"2521","nbr.val",100,"C124","NOPC","CmDW.V "
"2522","nbr.null",0,"C124","NOPC","CmDW.V "
"2523","nbr.na",0,"C124","NOPC","CmDW.V "
"2524","min",0.594435897083077,"C124","NOPC","CmDW.V "
"2525","max",0.677879703617503,"C124","NOPC","CmDW.V "
"2526","range",0.0834438065344261,"C124","NOPC","CmDW.V "
"2527","sum",64.2822053885553,"C124","NOPC","CmDW.V "
"2528","median",0.645149356837039,"C124","NOPC","CmDW.V "
"2529","mean",0.642822053885553,"C124","NOPC","CmDW.V "
"2530","SE.mean",0.00144357125594797,"C124","NOPC","CmDW.V "
"2531","CI.mean.0.95",0.00286435855687486,"C124","NOPC","CmDW.V "
"2532","var",0.000208389797099921,"C124","NOPC","CmDW.V "
"2533","std.dev",0.0144357125594797,"C124","NOPC","CmDW.V "
"2534","coef.var",0.0224567786251619,"C124","NOPC","CmDW.V "
"2535","nbr.val",100,"C124","NOPC","CmDW_g "
"2536","nbr.null",0,"C124","NOPC","CmDW_g "
"2537","nbr.na",0,"C124","NOPC","CmDW_g "
"2538","min",0.573625341145792,"C124","NOPC","CmDW_g "
"2539","max",0.672039786083482,"C124","NOPC","CmDW_g "
"2540","range",0.09841444493769,"C124","NOPC","CmDW_g "
"2541","sum",63.5320837072905,"C124","NOPC","CmDW_g "
"2542","median",0.639312766132739,"C124","NOPC","CmDW_g "
"2543","mean",0.635320837072905,"C124","NOPC","CmDW_g "
"2544","SE.mean",0.0019265423935365,"C124","NOPC","CmDW_g "
"2545","CI.mean.0.95",0.00382267807520499,"C124","NOPC","CmDW_g "
"2546","var",0.000371156559409334,"C124","NOPC","CmDW_g "
"2547","std.dev",0.019265423935365,"C124","NOPC","CmDW_g "
"2548","coef.var",0.0303239289681195,"C124","NOPC","CmDW_g "
"2549","nbr.val",100,"C124","NOPC","CmD_BI_mm "
"2550","nbr.null",0,"C124","NOPC","CmD_BI_mm "
"2551","nbr.na",0,"C124","NOPC","CmD_BI_mm "
"2552","min",0.582411148649392,"C124","NOPC","CmD_BI_mm "
