Order in barchart,Individual,Accession,Alt ID,Latitude,Longitude,Prefecture (Japan),Collection type,Species based on morphology,Study,"Korea, N China",Yangtze-Qinling,Central Japan,North Japan,SE China,South Japan,Msa,Sichuan,DAPC group,Included in sPCA?,Sac-17,Sac-26,Sac-10,Sac-13,Sac-2,Sac-3,Mcp-10,Mcp-16,Mcp-2,Mcp-5,plastid haplotype ID (letter),plastid haplotype  ID (number),DNA content (pg/2C),Ploidy
516,JA22b,JA22,,40.97,141.37,Aomori,seed,M. sinensis,Japan dense-sampling,0,0,0.168,0.803,0,0.028,0,0,4,yes,255,194,295,305,266,285,216,225,228,242,H,27,,
504,JA22c,JA22,,40.97,141.37,Aomori,seed,M. sinensis,Japan dense-sampling,0.001,0.001,0.202,0.757,0.001,0.038,0,0,4,yes,255,194,295,305,266,285,216,225,228,242,H,27,,
509,JA22d,JA22,,40.97,141.37,Aomori,seed,M. sinensis,Japan dense-sampling,0,0,0.191,0.792,0,0.015,0,0,4,yes,255,194,295,305,266,285,216,225,228,242,H,27,,
515,JA22e,JA22,,40.97,141.37,Aomori,seed,M. sinensis,Japan dense-sampling,0.001,0,0.175,0.816,0,0.007,0,0,4,yes,255,194,295,305,266,285,216,225,228,242,H,27,,
346,JA23a,JA23,,36.87,138.38,Nagano,seed,M. sinensis,Japan dense-sampling,0,0,0.738,0.112,0,0.15,0,0,3,yes,251,194,294,306,270,286,215,226,227,249,M,13,,
366,JA23b,JA23,,36.87,138.38,Nagano,seed,M. sinensis,Japan dense-sampling,0,0,0.724,0.147,0,0.128,0,0,3,yes,251,194,294,306,270,286,215,226,227,249,M,13,,
326,JA23c,JA23,,36.87,138.38,Nagano,seed,M. sinensis,Japan dense-sampling,0,0,0.693,0.139,0,0.167,0,0,3,yes,251,194,294,306,270,286,215,226,227,249,M,13,,
316,JA23d,JA23,,36.87,138.38,Nagano,seed,M. sinensis,Japan dense-sampling,0,0,0.703,0.122,0,0.174,0,0,3,yes,251,194,294,306,270,286,215,226,227,249,M,13,5.35,2x
335,JA23e,JA23,,36.87,138.38,Nagano,seed,M. sinensis,Japan dense-sampling,0,0,0.711,0.131,0,0.157,0,0,3,yes,251,194,294,306,270,286,215,226,227,249,M,13,,
343,JA24-1a,JA24-1,,35.5,138.75,Yamanashi,seed,M. sinensis,Japan dense-sampling,0,0,0.756,0.091,0.001,0.151,0,0,3,yes,251,194,294,306,270,287,215,225,227,249,A,28,,
370,JA24-1b,JA24-1,,35.5,138.75,Yamanashi,seed,M. sinensis,Japan dense-sampling,0,0,0.789,0.093,0.001,0.116,0,0,3,yes,251,194,294,306,270,287,215,225,227,249,A,28,,
337,JA24-1d,JA24-1,,35.5,138.75,Yamanashi,seed,M. sinensis,Japan dense-sampling,0,0,0.741,0.096,0.007,0.155,0,0,3,yes,251,194,294,306,270,287,215,225,227,249,A,28,,
345,JA24-1e,JA24-1,,35.5,138.75,Yamanashi,seed,M. sinensis,Japan dense-sampling,0,0.001,0.773,0.073,0.002,0.151,0,0,3,yes,251,194,294,306,270,287,215,225,227,249,A,28,,
371,JA24-2a,JA24-2,,35.62,138.93,Yamanashi,seed,M. sinensis,Japan dense-sampling,0,0,0.732,0.153,0.003,0.112,0,0,3,yes,251,194,294,306,270,287,215,225,227,249,A,28,,
368,JA24-2b,JA24-2,,35.62,138.93,Yamanashi,seed,M. sinensis,Japan dense-sampling,0.001,0.001,0.657,0.216,0.004,0.123,0,0,3,yes,251,194,294,306,270,287,215,225,227,249,A,28,,
375,JA24-2d,JA24-2,,35.62,138.93,Yamanashi,seed,M. sinensis,Japan dense-sampling,0.001,0,0.74,0.158,0,0.1,0,0,3,yes,251,194,294,306,270,287,215,225,227,249,A,28,,
379,JA24-2e,JA24-2,,35.62,138.93,Yamanashi,seed,M. sinensis,Japan dense-sampling,0,0.001,0.776,0.137,0.002,0.083,0,0.001,3,yes,255,194,295,305,266,285,216,224,228,242,,31,,
267,JA25a,JA25,,36.12,137.94,Nagano,seed,M. sinensis,Japan dense-sampling,0,0,0.706,0.061,0,0.232,0,0,3,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
363,JA26a,JA26,,35.67,138.57,Yamanashi,seed,M. sinensis,Japan dense-sampling,0.001,0.001,0.745,0.113,0.009,0.13,0.003,0.001,3,yes,251,194,294,306,270,288,215,226,227,249,,9,,
354,JA26b,JA26,,35.67,138.57,Yamanashi,seed,M. sinensis,Japan dense-sampling,0.001,0.001,0.748,0.102,0.001,0.142,0.005,0,3,yes,251,194,294,306,270,288,215,226,227,249,,9,,
288,JA30-1a,JA30-1,,36.29,138.39,Nagano,seed,M. sinensis,Japan dense-sampling,0,0,0.68,0.115,0,0.204,0,0,3,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
349,JA30-1b,JA30-1,,36.29,138.39,Nagano,seed,M. sinensis,Japan dense-sampling,0,0,0.783,0.068,0,0.148,0,0,3,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
293,JA30-2a,JA30-2,,36.29,138.45,Nagano,seed,M. sinensis,Japan dense-sampling,0,0,0.709,0.092,0,0.199,0,0,3,yes,255,193,295,305,266,285,216,225,228,242,N,29,,
318,JA30-2b,JA30-2,,36.29,138.45,Nagano,seed,M. sinensis,Japan dense-sampling,0,0.001,0.734,0.092,0,0.172,0,0,3,yes,255,193,295,305,266,285,216,225,228,242,N,29,,
308,JA30-2c,JA30-2,,36.29,138.45,Nagano,seed,M. sinensis,Japan dense-sampling,0,0,0.692,0.117,0,0.19,0.001,0,3,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
315,JA30-3a,JA30-3,,36.27,138.49,Nagano,seed,M. sinensis,Japan dense-sampling,0,0,0.713,0.109,0.001,0.177,0,0,3,yes,255,194,295,305,266,285,216,225,228,242,H,27,,
339,JA30-3b,JA30-3,,36.27,138.49,Nagano,seed,M. sinensis,Japan dense-sampling,0,0,0.745,0.101,0,0.154,0,0,3,yes,255,194,295,305,266,285,216,225,228,242,H,27,,
331,JA30-3c,JA30-3,,36.27,138.49,Nagano,seed,M. sinensis,Japan dense-sampling,0.001,0,0.737,0.101,0.001,0.161,0,0,3,yes,255,194,295,305,266,285,216,225,228,242,H,27,5.37,2x
312,JA30-3d,JA30-3,,36.27,138.49,Nagano,seed,M. sinensis,Japan dense-sampling,0,0,0.736,0.084,0,0.179,0,0,3,yes,255,194,295,305,266,285,216,225,228,242,H,27,,
344,JA30-3e,JA30-3,,36.27,138.49,Nagano,seed,M. sinensis,Japan dense-sampling,0,0,0.736,0.113,0,0.151,0,0,3,yes,255,194,295,305,266,285,216,225,228,242,H,27,,
176,JA31-1a,JA31-1,,31.38,130.44,Kagoshima,seed,M. sinensis,Japan dense-sampling,0.001,0,0.149,0,0.055,0.794,0,0.002,6,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
169,JA31-1b,JA31-1,,31.38,130.44,Kagoshima,seed,M. sinensis,Japan dense-sampling,0.005,0.001,0.107,0.003,0.075,0.807,0,0.001,6,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
184,JA31-1c,JA31-1,,31.38,130.44,Kagoshima,seed,M. sinensis,Japan dense-sampling,0.001,0,0.144,0.01,0.078,0.767,0,0,6,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
186,JA31-1d,JA31-1,,31.38,130.44,Kagoshima,seed,M. sinensis,Japan dense-sampling,0.001,0.002,0.165,0.005,0.057,0.761,0.009,0,6,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
191,JA31-2a,JA31-2,,31.38,130.44,Kagoshima,seed,M. sinensis,Japan dense-sampling,0.005,0,0.148,0.076,0.049,0.723,0,0.001,6,yes,255,194,294,305,266,285,216,225,228,242,I,18,,
194,JA31-2c,JA31-2,,31.38,130.44,Kagoshima,seed,M. sinensis,Japan dense-sampling,0,0,0.126,0.132,0.064,0.677,0,0,6,yes,255,194,294,305,266,285,216,225,228,242,I,18,,
180,JA31-2d,JA31-2,,31.38,130.44,Kagoshima,seed,M. sinensis,Japan dense-sampling,0.002,0.001,0.137,0.034,0.048,0.78,0,0,6,yes,255,194,294,305,266,285,216,225,228,242,I,18,,
178,JA31-3a,JA31-3,,31.38,130.44,Kagoshima,seed,M. sinensis,Japan dense-sampling,0.002,0.002,0.154,0.001,0.056,0.785,0,0,6,yes,255,194,301,305,266,286,217,226,228,242,,32,,
187,JA32a,JA32,,34.97,133.47,Okayama,seed,M. sinensis,Japan dense-sampling,0.001,0,0.101,0.138,0.002,0.757,0,0,6,yes,251,194,294,306,271,287,215,226,227,249,B,2,,
802,JA3-3a,JA3-3,,43.55,144.97,Hokkaido,seed,M. sinensis,Japan dense-sampling,0,0,0.004,0.993,0.001,0.001,0,0.001,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
742,JA3-3b,JA3-3,,43.55,144.97,Hokkaido,seed,M. sinensis,Japan dense-sampling,0,0,0.013,0.987,0,0.001,0,0,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
759,JA3-3c,JA3-3,,43.55,144.97,Hokkaido,seed,M. sinensis,Japan dense-sampling,0.001,0,0.01,0.985,0.002,0.001,0,0,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
196,JA33d,JA33,,35.07,135.61,Kyoto,seed,M. sinensis,Japan dense-sampling,0,0,0.172,0.193,0.001,0.635,0,0,6,yes,251,194,294,306,271,287,215,226,227,249,B,2,,
193,JA33e,JA33,,35.07,135.61,Kyoto,seed,M. sinensis,Japan dense-sampling,0,0,0.184,0.135,0.001,0.68,0,0,6,yes,251,194,294,306,271,287,215,226,227,249,B,2,,
107,JA34a,JA34,,34.8,132.85,Hiroshima,seed,M. sinensis,Japan dense-sampling,0.001,0,0.091,0.001,0.001,0.906,0,0,6,yes,NA,NA,294,NA,NA,NA,NA,NA,NA,NA,,NA,,
154,JA34b,JA34,,34.8,132.85,Hiroshima,seed,M. sinensis,Japan dense-sampling,0.001,0,0.156,0,0,0.842,0,0,6,yes,251,194,294,306,271,287,215,226,227,249,B,2,,
740,JA3-4b,JA3-4,,43.55,144.97,Hokkaido,seed,M. sinensis,Japan dense-sampling,0,0,0.013,0.986,0,0,0,0,4,yes,251,194,294,306,270,288,215,226,227,249,,9,,
803,JA3-4c,JA3-4,,43.55,144.97,Hokkaido,seed,M. sinensis,Japan dense-sampling,0,0,0.004,0.994,0,0.001,0,0,4,yes,251,194,294,306,270,288,215,226,227,249,,9,,
113,JA34d,JA34,,34.8,132.85,Hiroshima,seed,M. sinensis,Japan dense-sampling,0.001,0.001,0.096,0.002,0.001,0.899,0,0,6,yes,251,194,294,306,271,287,215,226,227,249,B,2,,
97,JA34e,JA34,,34.8,132.85,Hiroshima,seed,M. sinensis,Japan dense-sampling,0.001,0,0.084,0,0.002,0.914,0,0,6,yes,251,194,294,306,271,287,215,226,227,249,B,2,,
185,JA35a,JA35,,36.2,133.32,Shimane,seed,M. sinensis,Japan dense-sampling,0.001,0,0.189,0.029,0.017,0.763,0,0,6,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,
190,JA35b,JA35,,36.2,133.32,Shimane,seed,M. sinensis,Japan dense-sampling,0,0.001,0.129,0.142,0.001,0.727,0,0,6,yes,255,194,294,305,266,285,216,225,228,242,I,18,,
167,JA35c,JA35,,36.2,133.32,Shimane,seed,M. sinensis,Japan dense-sampling,0.001,0.004,0.159,0.023,0.002,0.809,0,0,6,yes,251,194,294,306,271,287,215,226,227,249,B,2,,
195,JA35d,JA35,,36.2,133.32,Shimane,seed,M. sinensis,Japan dense-sampling,0.006,0.002,0.151,0.176,0.009,0.656,0,0,6,yes,255,194,294,305,266,285,216,225,228,242,I,18,,
189,JA35e,JA35,,36.2,133.32,Shimane,seed,M. sinensis,Japan dense-sampling,0,0.001,0.124,0.136,0,0.738,0,0,6,yes,255,194,294,305,266,285,216,225,228,242,I,18,,
145,JA37a,JA37,,36.98,136.9,Ishikawa,seed,M. sinensis,Japan dense-sampling,0.002,0.001,0.087,0,0.044,0.856,0.01,0,6,yes,255,194,295,305,267,285,216,225,228,242,,33,,
173,JA37b,JA37,,36.98,136.9,Ishikawa,seed,M. sinensis,Japan dense-sampling,0.014,0,0.116,0.001,0.064,0.802,0.001,0.001,6,yes,255,194,294,305,266,285,216,225,228,242,I,18,,
146,JA37c,JA37,,36.98,136.9,Ishikawa,seed,M. sinensis,Japan dense-sampling,0.026,0,0.097,0,0.023,0.854,0,0,6,yes,255,194,294,305,266,285,216,225,228,242,I,18,,
157,JA37d,JA37,,36.98,136.9,Ishikawa,seed,M. sinensis,Japan dense-sampling,0.003,0.001,0.111,0,0.047,0.836,0,0,6,yes,255,194,295,305,267,285,216,225,228,242,,33,,
373,JA39a,JA39,,37.03,138.25,Niigata,seed,M. sinensis,Japan dense-sampling,0,0,0.718,0.173,0,0.108,0,0,3,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
338,JA39b,JA39,,37.03,138.25,Niigata,seed,M. sinensis,Japan dense-sampling,0,0.001,0.575,0.268,0,0.155,0,0,3,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
358,JA39c,JA39,,37.03,138.25,Niigata,seed,M. sinensis,Japan dense-sampling,0,0,0.727,0.132,0,0.14,0,0,3,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
336,JA39d,JA39,,37.03,138.25,Niigata,seed,M. sinensis,Japan dense-sampling,0,0,0.589,0.254,0.001,0.156,0.001,0.001,3,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
381,JA40b,JA40,,31.6,130.55,Kagoshima,seed,M. sinensis,Japan dense-sampling,0,0,0.744,0.159,0,0.097,0,0,3,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
353,JA40c,JA40,,31.6,130.55,Kagoshima,seed,M. sinensis,Japan dense-sampling,0,0,0.729,0.127,0.001,0.143,0,0,3,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
175,JA40d,JA40,,31.6,130.55,Kagoshima,seed,M. sinensis,Japan dense-sampling,0.011,0.008,0.134,0.001,0.047,0.796,0,0.001,6,yes,255,194,294,305,266,285,216,225,228,241,,34,5.19,2x
323,JA40e,JA40,,31.6,130.55,Kagoshima,seed,M. sinensis,Japan dense-sampling,0,0,0.703,0.127,0,0.168,0,0,3,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
188,JA41a,JA41,,31.6,130.55,Kagoshima,seed,M. sinensis,Japan dense-sampling,0.001,0.002,0.166,0.001,0.085,0.742,0.001,0.001,6,yes,255,194,294,305,266,285,216,225,228,242,I,18,,
171,JA41c,JA41,,31.6,130.55,Kagoshima,seed,M. sinensis,Japan dense-sampling,0.004,0.003,0.137,0,0.051,0.805,0,0.001,6,yes,255,194,294,305,266,285,216,225,228,242,I,18,,
168,JA41d,JA41,,31.6,130.55,Kagoshima,seed,M. sinensis,Japan dense-sampling,0.001,0.014,0.086,0.001,0.072,0.809,0.011,0.01,6,yes,255,194,294,305,266,285,216,225,228,242,I,18,,
112,JA43-1a,JA43-1,,33.5,133.43,Kochi,seed,M. sinensis,Japan dense-sampling,0,0,0.092,0.001,0.001,0.9,0.005,0,6,yes,255,194,294,305,266,285,216,225,228,242,I,18,,
96,JA43-1b,JA43-1,,33.5,133.43,Kochi,seed,M. sinensis,Japan dense-sampling,0.002,0.001,0.069,0.001,0.013,0.914,0.002,0.001,6,yes,255,194,294,305,266,285,216,225,228,242,I,18,,
134,JA43-1c,JA43-1,,33.5,133.43,Kochi,seed,M. sinensis,Japan dense-sampling,0.002,0,0.123,0,0,0.874,0,0,6,yes,255,194,294,305,266,285,216,225,228,242,I,18,,
135,JA43-1d,JA43-1,,33.5,133.43,Kochi,seed,M. sinensis,Japan dense-sampling,0.004,0.001,0.114,0.002,0.004,0.873,0.002,0,6,yes,255,194,294,305,266,285,216,225,228,242,I,18,,
163,JA43-2a,JA43-2,,33.5,133.43,Kochi,seed,M. sinensis,Japan dense-sampling,0.001,0.001,0.169,0.001,0.001,0.827,0,0,6,yes,255,194,294,305,266,285,216,225,228,242,I,18,,
114,JA43-2b,JA43-2,,33.5,133.43,Kochi,seed,M. sinensis,Japan dense-sampling,0.002,0,0.098,0.001,0.002,0.898,0,0,6,yes,251,194,294,306,271,287,215,226,227,249,B,2,,
129,JA43-2c,JA43-2,,33.5,133.43,Kochi,seed,M. sinensis,Japan dense-sampling,0.013,0.001,0.091,0.001,0.004,0.878,0.013,0,6,yes,251,194,294,306,271,287,215,226,227,249,B,2,,
334,JA44a,JA44,,35.68,140.03,Chiba,seed,M. sinensis,Japan dense-sampling,0,0.001,0.669,0.067,0.105,0.158,0,0.001,3,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
305,JA44b,JA44,,35.68,140.03,Chiba,seed,M. sinensis,Japan dense-sampling,0.001,0,0.68,0.066,0.054,0.193,0.001,0.004,3,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
306,JA44c,JA44,,35.68,140.03,Chiba,seed,M. sinensis,Japan dense-sampling,0.001,0.001,0.615,0.112,0.071,0.191,0.008,0.001,3,yes,250,194,294,306,270,287,215,226,227,249,,35,,
162,JA44d,JA44,,35.68,140.03,Chiba,seed,M. sinensis,Japan dense-sampling,0.001,0.001,0.114,0,0.055,0.828,0,0,6,yes,251,194,294,306,270,288,215,226,227,249,,9,,
204,JA45a,JA45,,35.65,136.05,Fukui,seed,M. sinensis,Japan dense-sampling,0,0.001,0.513,0.042,0.001,0.443,0,0,3,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
201,JA45b,JA45,,35.65,136.05,Fukui,seed,M. sinensis,Japan dense-sampling,0,0,0.513,0.007,0.002,0.479,0,0,3,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
203,JA45c,JA45,,35.65,136.05,Fukui,seed,M. sinensis,Japan dense-sampling,0,0,0.524,0.018,0,0.455,0.003,0,3,yes,255,194,294,305,266,285,216,225,228,242,I,18,,
202,JA45d,JA45,,35.65,136.05,Fukui,seed,M. sinensis,Japan dense-sampling,0,0,0.533,0.007,0,0.459,0,0,3,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
124,JA46a,JA46,,33.99,133.58,Ehime,seed,M. sinensis,Japan dense-sampling,0,0.001,0.1,0.001,0.004,0.883,0.009,0.001,6,yes,251,194,294,306,271,287,215,226,227,249,B,2,,
111,JA46b,JA46,,33.99,133.58,Ehime,seed,M. sinensis,Japan dense-sampling,0.004,0.001,0.062,0.026,0.001,0.901,0.006,0,6,yes,251,194,294,306,272,287,215,226,227,249,,36,,
120,JA46c,JA46,,33.99,133.58,Ehime,seed,M. sinensis,Japan dense-sampling,0.001,0,0.105,0.002,0,0.891,0,0,6,yes,251,194,294,306,271,287,215,226,227,249,B,2,,
152,JA46d,JA46,,33.99,133.58,Ehime,seed,M. sinensis,Japan dense-sampling,0,0.001,0.143,0.003,0.002,0.85,0,0,6,yes,251,194,294,306,272,287,215,226,227,249,,36,,
126,JA46e,JA46,,33.99,133.58,Ehime,seed,M. sinensis,Japan dense-sampling,0.001,0.003,0.112,0,0.001,0.882,0,0,6,yes,251,194,294,306,271,287,215,226,227,249,B,2,,
215,JA47a,JA47,,34.77,137.38,Aichi,seed,M. sinensis,Japan dense-sampling,0.001,0,0.605,0.05,0.005,0.339,0,0,3,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
133,JA48a,JA48,,33.4,132.93,Kochi,seed,M. sinensis,Japan dense-sampling,0.001,0,0.12,0.001,0.001,0.877,0,0,6,yes,255,194,294,305,266,285,216,225,228,242,I,18,5.33,2x
118,JA48b,JA48,,33.4,132.93,Kochi,seed,M. sinensis,Japan dense-sampling,0,0,0.1,0.007,0,0.892,0,0,6,yes,255,194,294,305,266,285,216,225,228,242,I,18,,
115,JA48c,JA48,,33.4,132.93,Kochi,seed,M. sinensis,Japan dense-sampling,0.001,0,0.098,0,0.002,0.898,0,0,6,yes,255,194,294,305,266,285,216,225,228,242,I,18,,
93,JA48d,JA48,,33.4,132.93,Kochi,seed,M. sinensis,Japan dense-sampling,0,0.001,0.071,0.001,0.004,0.923,0,0,6,yes,255,194,294,305,266,285,216,225,228,242,I,18,,
144,JA48e,JA48,,33.4,132.93,Kochi,seed,M. sinensis,Japan dense-sampling,0.001,0,0.106,0.003,0.028,0.86,0.002,0,6,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
219,JA49a,JA49,,35.29,136.98,Aichi,seed,M. sinensis,Japan dense-sampling,0,0,0.615,0.06,0,0.324,0,0,3,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
216,JA49c,JA49,,35.29,136.98,Aichi,seed,M. sinensis,Japan dense-sampling,0,0,0.597,0.062,0.003,0.337,0,0,3,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
256,JA49d,JA49,,35.29,136.98,Aichi,seed,M. sinensis,Japan dense-sampling,0,0.001,0.693,0.058,0.002,0.244,0.001,0.001,3,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
234,JA49e,JA49,,35.29,136.98,Aichi,seed,M. sinensis,Japan dense-sampling,0,0,0.672,0.039,0.001,0.288,0,0,3,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
578,JA4a,JA4,,43.08,145.13,Hokkaido,seed,M. sinensis,Japan dense-sampling,0,0,0.054,0.945,0,0.001,0,0,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
708,JA4c,JA4,,43.08,145.13,Hokkaido,seed,M. sinensis,Japan dense-sampling,0,0,0.019,0.979,0,0.002,0,0,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
600,JA4e,JA4,,43.08,145.13,Hokkaido,seed,M. sinensis,Japan dense-sampling,0,0,0.044,0.954,0,0.001,0,0,4,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
88,JA50a,JA50,,34.4,131.4,Yamaguchi,seed,M. sinensis,Japan dense-sampling,0.001,0,0.059,0,0.001,0.939,0,0,6,yes,251,194,294,306,271,287,215,226,227,249,B,2,5.11,2x
122,JA50b,JA50,,34.4,131.4,Yamaguchi,seed,M. sinensis,Japan dense-sampling,0.003,0.001,0.103,0,0.007,0.886,0,0,6,yes,251,194,294,306,271,287,215,226,227,249,B,2,,
103,JA50c,JA50,,34.4,131.4,Yamaguchi,seed,M. sinensis,Japan dense-sampling,0,0,0.088,0,0.002,0.908,0,0,6,yes,251,194,294,306,271,287,215,226,227,249,B,2,,
147,JA50d,JA50,,34.4,131.4,Yamaguchi,seed,M. sinensis,Japan dense-sampling,0.002,0,0.121,0.001,0.023,0.853,0,0,6,yes,251,194,294,306,271,287,215,226,227,249,B,2,,
101,JA50e,JA50,,34.4,131.4,Yamaguchi,seed,M. sinensis,Japan dense-sampling,0.001,0.001,0.085,0.001,0.002,0.91,0,0,6,yes,251,194,294,306,271,287,215,226,227,249,B,2,,
71,JA52a,JA52,,33.62,130.48,Fukuoka,seed,M. sacchariflorus,Japan dense-sampling,0.001,0,0.003,0.001,0.004,0.206,0.784,0.001,7,no,248,193,296,307,267,283,213,224,226,259,,1,,
172,JA53a,JA53,,32.7,128.83,Nagasaki,seed,M. sinensis,Japan dense-sampling,0.007,0.001,0.129,0.001,0.058,0.804,0,0,6,yes,255,194,294,305,266,285,216,225,228,242,I,18,4.9,2x
182,JA54b,JA54,,34.75,134.92,Hyogo,seed,M. sinensis,Japan dense-sampling,0.001,0.001,0.217,0.002,0.007,0.772,0.001,0,6,yes,255,194,294,305,266,285,216,225,228,242,I,18,4.97,2x
179,JA54c,JA54,,34.75,134.92,Hyogo,seed,M. sinensis,Japan dense-sampling,0.014,0.002,0.18,0.004,0.015,0.78,0.004,0,6,yes,255,194,294,305,266,285,216,225,228,242,I,18,,
170,JA54d,JA54,,34.75,134.92,Hyogo,seed,M. sinensis,Japan dense-sampling,0,0,0.191,0.001,0.001,0.807,0,0,6,yes,255,194,294,305,266,285,216,225,228,242,I,18,,
158,JA54e,JA54,,34.75,134.92,Hyogo,seed,M. sinensis,Japan dense-sampling,0,0,0.156,0.007,0.002,0.836,0,0,6,yes,255,194,294,305,266,285,216,225,228,242,I,18,,
340,JA55-1a,JA55-1,,36.8,140.75,Ibaraki,seed,M. sinensis,Japan dense-sampling,0.002,0.001,0.714,0.128,0.001,0.154,0,0.001,3,yes,255,194,295,305,266,285,216,224,228,242,,31,,
350,JA55-1b,JA55-1,,36.8,140.75,Ibaraki,seed,M. sinensis,Japan dense-sampling,0,0,0.721,0.128,0.003,0.147,0,0,3,yes,255,194,294,305,266,285,216,224,228,242,J,7,,
332,JA55-1c,JA55-1,,36.8,140.75,Ibaraki,seed,M. sinensis,Japan dense-sampling,0,0.001,0.73,0.099,0.01,0.16,0,0,3,yes,255,194,294,305,266,285,216,224,228,242,J,7,5.35,2x
303,JA55-1d,JA55-1,,36.8,140.75,Ibaraki,seed,M. sinensis,Japan dense-sampling,0.001,0,0.693,0.11,0.002,0.194,0,0,3,yes,255,194,294,305,266,285,216,224,228,242,J,7,,
380,JA55-1e,JA55-1,,36.8,140.75,Ibaraki,seed,M. sinensis,Japan dense-sampling,0.005,0.001,0.75,0.136,0.011,0.097,0,0,3,yes,255,194,294,305,266,285,216,224,228,242,J,7,,
377,JA55-2a,JA55-2,,36.72,140.72,Ibaraki,seed,M. sinensis,Japan dense-sampling,0,0,0.792,0.102,0.006,0.099,0,0,3,yes,255,194,295,305,266,285,216,225,228,242,H,27,,
200,JA55-2c,JA55-2,,36.72,140.72,Ibaraki,seed,M. sinensis,Japan dense-sampling,0,0.001,0.641,0.145,0.016,0.105,0.093,0,3,yes,255,194,295,305,266,285,216,225,228,242,H,27,5.32,2x
364,JA55-3a,JA55-3,,36.6,140.65,Ibaraki,seed,M. sinensis,Japan dense-sampling,0.002,0,0.764,0.096,0.001,0.129,0,0.008,3,yes,255,193,295,305,266,285,216,225,228,242,N,29,,
342,JA55-3b,JA55-3,,36.6,140.65,Ibaraki,seed,M. sinensis,Japan dense-sampling,0.012,0,0.721,0.11,0.003,0.152,0,0.001,3,yes,255,193,295,305,266,285,216,225,228,242,N,29,,
367,JA55-3c,JA55-3,,36.6,140.65,Ibaraki,seed,M. sinensis,Japan dense-sampling,0,0,0.777,0.097,0.001,0.124,0,0.001,3,yes,255,193,295,305,266,285,216,225,228,242,N,29,,
313,JA55-3d,JA55-3,,36.6,140.65,Ibaraki,seed,M. sinensis,Japan dense-sampling,0,0.001,0.737,0.083,0.001,0.178,0,0,3,yes,255,193,295,305,266,285,216,225,228,242,N,29,,
329,JA55-3e,JA55-3,,36.6,140.65,Ibaraki,seed,M. sinensis,Japan dense-sampling,0.001,0.001,0.737,0.098,0.002,0.162,0,0.001,3,yes,255,193,295,305,266,285,216,225,228,242,N,29,,
309,JA55-4a,JA55-4,,36.6,140.65,Ibaraki,seed,M. sinensis,Japan dense-sampling,0,0.001,0.709,0.068,0.033,0.188,0,0,3,yes,251,194,294,306,270,287,215,225,227,249,A,28,,
277,JA55-4b,JA55-4,,36.6,140.65,Ibaraki,seed,M. sinensis,Japan dense-sampling,0.002,0.001,0.64,0.118,0.024,0.214,0,0,3,yes,251,194,294,306,270,287,215,225,227,249,A,28,,
289,JA55-4c,JA55-4,,36.6,140.65,Ibaraki,seed,M. sinensis,Japan dense-sampling,0,0.001,0.703,0.088,0.002,0.204,0,0.001,3,yes,251,194,294,306,270,287,215,225,227,249,A,28,,
280,JA55-4d,JA55-4,,36.6,140.65,Ibaraki,seed,M. sinensis,Japan dense-sampling,0,0.001,0.656,0.097,0.032,0.212,0,0.001,3,yes,251,194,294,306,270,287,215,225,227,249,A,28,,
258,JA55-4e,JA55-4,,36.6,140.65,Ibaraki,seed,M. sinensis,Japan dense-sampling,0.001,0,0.641,0.076,0.027,0.243,0.01,0.002,3,yes,251,194,294,306,270,287,215,225,227,249,A,28,,
