#pacId	locusName	transcriptName	peptideName	Pfam	Panther	KOG	ec	KO	GO	Best-hit-arabi-name	arabi-symbol	arabi-defline	Best-hit-rice-name	rice-symbol	rice-defline
37918423	Sobic.003G042200	Sobic.003G042200.4	Sobic.003G042200.4.p	PF13855	PTHR32093,PTHR32093:SF35				GO:0005515	AT4G13340.1		Leucine-rich repeat (LRR) family protein	LOC_Os01g08470.1		retrotransposon protein, putative, unclassified, expressed
37918597	Sobic.003G042400	Sobic.003G042400.1	Sobic.003G042400.1.p	PF00271,PF00270,PF08148,PF13234			3.6.4.13	K12598	GO:0005524,GO:0003676	AT2G06990.1	HEN2	RNA helicase, ATP-dependent, SK12/DOB1 protein	LOC_Os11g07500.1		DSHCT domain containing protein, expressed
37917985	Sobic.003G042600	Sobic.003G042600.1	Sobic.003G042600.1.p												
37917176	Sobic.003G042700	Sobic.003G042700.1	Sobic.003G042700.1.p	PF03348	PTHR10383	KOG2592			GO:0016020	AT3G24460.1		Serinc-domain containing serine and sphingolipid biosynthesis protein	LOC_Os01g08460.1		TMS membrane protein/tumour differentially expressed protein, putative, expressed
37917177	Sobic.003G042700	Sobic.003G042700.2	Sobic.003G042700.2.p	PF03348	PTHR10383,PTHR10383:SF23	KOG2592			GO:0016020	AT3G24460.1		Serinc-domain containing serine and sphingolipid biosynthesis protein	LOC_Os01g08460.1		TMS membrane protein/tumour differentially expressed protein, putative, expressed
37917174	Sobic.003G042700	Sobic.003G042700.3	Sobic.003G042700.3.p	PF03348	PTHR10383	KOG2592			GO:0016020	AT3G24460.1		Serinc-domain containing serine and sphingolipid biosynthesis protein	LOC_Os01g08460.1		TMS membrane protein/tumour differentially expressed protein, putative, expressed
37917173	Sobic.003G042700	Sobic.003G042700.4	Sobic.003G042700.4.p	PF03348	PTHR10383	KOG2592			GO:0016020	AT3G24460.1		Serinc-domain containing serine and sphingolipid biosynthesis protein	LOC_Os01g08460.1		TMS membrane protein/tumour differentially expressed protein, putative, expressed
37917175	Sobic.003G042700	Sobic.003G042700.5	Sobic.003G042700.5.p	PF03348	PTHR10383	KOG2592			GO:0016020	AT3G24460.1		Serinc-domain containing serine and sphingolipid biosynthesis protein	LOC_Os01g08460.1		TMS membrane protein/tumour differentially expressed protein, putative, expressed
37918827	Sobic.003G042800	Sobic.003G042800.1	Sobic.003G042800.1.p												
37917378	Sobic.003G042900	Sobic.003G042900.1	Sobic.003G042900.1.p	PF00201	PTHR11926,PTHR11926:SF216		2.4.1.271		GO:0016758,GO:0008152	AT4G15550.1	IAGLU	indole-3-acetate beta-D-glucosyltransferase	LOC_Os01g08440.1		UDP-glucoronosyl and UDP-glucosyl transferase domain containing protein, expressed
37914921	Sobic.003G043000	Sobic.003G043000.1	Sobic.003G043000.1.p	PF10513	PTHR13793,PTHR13793:SF101		2.1.1.43			AT4G32620.2		Enhancer of polycomb-like transcription factor protein	LOC_Os01g08430.1		expressed protein
37914922	Sobic.003G043000	Sobic.003G043000.3	Sobic.003G043000.3.p	PF10513	PTHR13793,PTHR13793:SF101		2.1.1.43			AT4G32620.2		Enhancer of polycomb-like transcription factor protein	LOC_Os01g08430.1		expressed protein
37915232	Sobic.003G043100	Sobic.003G043100.1	Sobic.003G043100.1.p	PF04939	PTHR17602	KOG1765		K14852	GO:0042254,GO:0005634	AT2G37990.1		ribosome biogenesis regulatory protein (RRS1) family protein	LOC_Os04g58830.1		ribosome biogenesis regulatory protein, putative, expressed
37918168	Sobic.003G043150	Sobic.003G043150.1	Sobic.003G043150.1.p												
37915276	Sobic.003G043200	Sobic.003G043200.1	Sobic.003G043200.1.p	PF04357	PTHR34457,PTHR34457:SF1					AT2G25660.1	emb2410	embryo defective 2410	LOC_Os01g08420.1		EMB2410, putative, expressed
37915277	Sobic.003G043200	Sobic.003G043200.2	Sobic.003G043200.2.p	PF04357	PTHR34457,PTHR34457:SF1					AT2G25660.1	emb2410	embryo defective 2410	LOC_Os01g08420.1		EMB2410, putative, expressed
37915278	Sobic.003G043200	Sobic.003G043200.3	Sobic.003G043200.3.p	PF04357	PTHR34457,PTHR34457:SF1					AT2G25660.1	emb2410	embryo defective 2410	LOC_Os01g08420.1		EMB2410, putative, expressed
37915279	Sobic.003G043200	Sobic.003G043200.4	Sobic.003G043200.4.p	PF04357	PTHR34457,PTHR34457:SF1					AT2G25660.1	emb2410	embryo defective 2410	LOC_Os01g08420.1		EMB2410, putative, expressed
37918543	Sobic.003G043300	Sobic.003G043300.1	Sobic.003G043300.1.p		PTHR31365,PTHR31365:SF6					AT2G25670.1			LOC_Os01g08410.1		early fruit mRNA, putative, expressed
37918001	Sobic.003G043400	Sobic.003G043400.1	Sobic.003G043400.1.p	PF00804,PF11416,PF05739	PTHR19957,PTHR19957:SF116	KOG0812		K08490	GO:0016020,GO:0005515	AT3G24350.1	ATSYP32,SYP32	syntaxin of plants  32	LOC_Os01g08400.1		syntaxin, putative, expressed
37915360	Sobic.003G043500	Sobic.003G043500.1	Sobic.003G043500.1.p												
37918778	Sobic.003G043550	Sobic.003G043550.1	Sobic.003G043550.1.p												
37918779	Sobic.003G043550	Sobic.003G043550.2	Sobic.003G043550.2.p												
37918866	Sobic.003G043600	Sobic.003G043600.1	Sobic.003G043600.1.p	PF02458	PTHR31147,PTHR31147:SF4		2.3.1.162		GO:0016747	AT3G62160.1		HXXXD-type acyl-transferase family protein	LOC_Os01g08380.1		transferase family protein, putative, expressed
37913694	Sobic.003G043650	Sobic.003G043650.1	Sobic.003G043650.1.p												
37915109	Sobic.003G043700	Sobic.003G043700.1	Sobic.003G043700.1.p		PTHR33124,PTHR33124:SF12					AT3G05800.1	AIF1	AtBS1(activation-tagged BRI1 suppressor 1)-interacting factor 1	LOC_Os01g14110.1		expressed protein
37914931	Sobic.003G043800	Sobic.003G043800.1	Sobic.003G043800.1.p	PF07690	PTHR31585,PTHR31585:SF7	KOG0254			GO:0055085,GO:0016021	AT5G54860.1		Major facilitator superfamily protein	LOC_Os01g14100.1		BT1 family protein, putative, expressed
37913384	Sobic.003G043900	Sobic.003G043900.1	Sobic.003G043900.1.p	PF00307,PF00225	PTHR24115,PTHR24115:SF456	KOG0239	3.6.4.5	K10406	GO:0005515,GO:0008017,GO:0007018,GO:0005524,GO:0003777,GO:0005871	AT3G10310.1		P-loop nucleoside triphosphate hydrolases superfamily protein with CH (Calponin Homology) domain	LOC_Os11g44880.1		kinesin-4, putative, expressed
37913386	Sobic.003G043900	Sobic.003G043900.2	Sobic.003G043900.2.p	PF00307,PF00225	PTHR24115,PTHR24115:SF456	KOG0239	3.6.4.5	K10406	GO:0005515,GO:0008017,GO:0007018,GO:0005524,GO:0003777,GO:0005871	AT3G10310.1		P-loop nucleoside triphosphate hydrolases superfamily protein with CH (Calponin Homology) domain	LOC_Os11g44880.1		kinesin-4, putative, expressed
37913385	Sobic.003G043900	Sobic.003G043900.3	Sobic.003G043900.3.p	PF00307,PF00225	PTHR24115,PTHR24115:SF456	KOG0239	3.6.4.5	K10406	GO:0005515,GO:0008017,GO:0007018,GO:0005524,GO:0003777,GO:0005871	AT3G10310.1		P-loop nucleoside triphosphate hydrolases superfamily protein with CH (Calponin Homology) domain	LOC_Os11g44880.1		kinesin-4, putative, expressed
37916864	Sobic.003G044000	Sobic.003G044000.1	Sobic.003G044000.1.p	PF01764	PTHR31479,PTHR31479:SF7				GO:0006629	AT5G50890.1		alpha/beta-Hydrolases superfamily protein	LOC_Os01g14080.1		lipase class 3 family protein, putative, expressed
37917107	Sobic.003G044100	Sobic.003G044100.1	Sobic.003G044100.1.p		PTHR10052,PTHR10052:SF9					AT1G17080.1		Ribosomal protein L18ae family	LOC_Os01g14070.1		60S ribosomal protein L18a-1, putative, expressed
37917108	Sobic.003G044100	Sobic.003G044100.2	Sobic.003G044100.2.p		PTHR10052,PTHR10052:SF9					AT1G17080.1		Ribosomal protein L18ae family	LOC_Os01g14070.1		60S ribosomal protein L18a-1, putative, expressed
37912569	Sobic.003G044200	Sobic.003G044200.1	Sobic.003G044200.1.p	PF00168	PTHR10774,PTHR10774:SF80				GO:0005515	AT1G53590.1	NTMC2T6.1,NTMC2TYPE6.1	Calcium-dependent lipid-binding (CaLB domain) family protein	LOC_Os01g14050.1		C2 domain containing protein, putative, expressed
37914298	Sobic.003G044300	Sobic.003G044300.1	Sobic.003G044300.1.p	PF02580	PTHR10472	KOG3323	3.1.1.96	K07560	GO:0019478,GO:0016788,GO:0005737	AT4G18460.1		D-Tyr-tRNA(Tyr) deacylase family protein	LOC_Os01g14040.1		D-tyrosyl-tRNA, putative, expressed
37918324	Sobic.003G044400	Sobic.003G044400.1	Sobic.003G044400.1.p	PF01423	PTHR11021	KOG3482		K11098		AT4G30220.1	RUXF	small nuclear ribonucleoprotein F	LOC_Os11g43620.1		LSM domain containing protein, expressed
37918313	Sobic.003G044500	Sobic.003G044500.1	Sobic.003G044500.1.p										LOC_Os06g39860.1		expressed protein
37916229	Sobic.003G044600	Sobic.003G044600.1	Sobic.003G044600.1.p	PF08137	PTHR33102,PTHR33102:SF12					AT4G13395.1	DVL10,RTFL12	ROTUNDIFOLIA like 12	LOC_Os05g08620.1		expressed protein
37917550	Sobic.003G044700	Sobic.003G044700.1	Sobic.003G044700.1.p	PF13639	PTHR14155,PTHR14155:SF125				GO:0008270,GO:0005515	AT1G80400.1		RING/U-box superfamily protein	LOC_Os01g08340.1		zinc finger family protein, putative, expressed
37917551	Sobic.003G044700	Sobic.003G044700.2	Sobic.003G044700.2.p	PF13639	PTHR14155,PTHR14155:SF125				GO:0008270,GO:0005515	AT1G80400.1		RING/U-box superfamily protein	LOC_Os01g08340.1		zinc finger family protein, putative, expressed
37917552	Sobic.003G044700	Sobic.003G044700.3	Sobic.003G044700.3.p	PF13639	PTHR14155,PTHR14155:SF125				GO:0008270,GO:0005515	AT1G80400.1		RING/U-box superfamily protein	LOC_Os01g08340.1		zinc finger family protein, putative, expressed
37913370	Sobic.003G044800	Sobic.003G044800.1	Sobic.003G044800.1.p	PF14541	PTHR13683,PTHR13683:SF298	KOG1339	3.4.23.12		GO:0006508,GO:0004190	AT1G64830.1		Eukaryotic aspartyl protease family protein	LOC_Os01g08330.1		aspartic proteinase nepenthesin-1 precursor, putative, expressed
37912503	Sobic.003G044900	Sobic.003G044900.1	Sobic.003G044900.1.p	PF02309	PTHR31734,PTHR31734:SF26			K14484	GO:0006355,GO:0005634	AT1G04250.1	AXR3,IAA17	AUX/IAA transcriptional regulator family protein	LOC_Os05g08570.2		OsIAA15 - Auxin-responsive Aux/IAA gene family member, expressed
37912504	Sobic.003G044900	Sobic.003G044900.2	Sobic.003G044900.2.p	PF02309	PTHR31734,PTHR31734:SF26				GO:0006355,GO:0005634	AT1G04250.1	AXR3,IAA17	AUX/IAA transcriptional regulator family protein	LOC_Os05g08570.1		OsIAA15 - Auxin-responsive Aux/IAA gene family member, expressed
37914758	Sobic.003G045000	Sobic.003G045000.1	Sobic.003G045000.1.p	PF01603	PTHR10257,PTHR10257:SF23			K11584	GO:0008601,GO:0007165,GO:0000159	AT5G25510.1		Protein phosphatase 2A regulatory B subunit family protein	LOC_Os05g08560.1		transposon protein, putative, unclassified, expressed
37913347	Sobic.003G045100	Sobic.003G045100.1	Sobic.003G045100.1.p	PF01940	PTHR13353,PTHR13353:SF8	KOG4491			GO:0016021	AT5G19930.2		Protein of unknown function DUF92, transmembrane	LOC_Os01g08290.1		transmembrane protein, putative, expressed
37916756	Sobic.003G045200	Sobic.003G045200.1	Sobic.003G045200.1.p	PF08585	PTHR13681			K18404		AT5G19950.2		Domain of unknown function (DUF1767)	LOC_Os01g08280.1		expressed protein
37918914	Sobic.003G045300	Sobic.003G045300.1	Sobic.003G045300.1.p	PF02361	PTHR33514,PTHR33514:SF3					AT3G21580.1		cobalt ion transmembrane transporters	LOC_Os05g33230.1		cobalt ion transporter, putative, expressed
37918916	Sobic.003G045300	Sobic.003G045300.2	Sobic.003G045300.2.p	PF02361	PTHR33514,PTHR33514:SF3					AT3G21580.1		cobalt ion transmembrane transporters	LOC_Os05g33230.1		cobalt ion transporter, putative, expressed
37918915	Sobic.003G045300	Sobic.003G045300.3	Sobic.003G045300.3.p	PF02361	PTHR33514,PTHR33514:SF3					AT3G21580.1		cobalt ion transmembrane transporters	LOC_Os05g33230.1		cobalt ion transporter, putative, expressed
37915855	Sobic.003G045400	Sobic.003G045400.1	Sobic.003G045400.1.p	PF03876,PF00575	PTHR12709	KOG3298	2.7.7.6	K03015	GO:0006351,GO:0003899,GO:0003676	AT5G59180.1	NRPB7	DNA-directed RNA polymerase II	LOC_Os05g33240.1		DNA-directed RNA polymerase II subunit RPB7, putative, expressed
37918354	Sobic.003G045450	Sobic.003G045450.1	Sobic.003G045450.1.p		PTHR21235,PTHR21235:SF23		5.3.1.16			AT2G36230.1	APG10,HISN3	Aldolase-type TIM barrel family protein			
37912731	Sobic.003G045501	Sobic.003G045501.1	Sobic.003G045501.1.p												
37916931	Sobic.003G045551	Sobic.003G045551.1	Sobic.003G045551.1.p												
37913828	Sobic.003G045600	Sobic.003G045600.1	Sobic.003G045600.1.p	PF01053	PTHR11751,PTHR11751:SF184	KOG0257			GO:0030170	AT1G80360.1		Pyridoxal phosphate (PLP)-dependent transferases superfamily protein	LOC_Os01g08270.1		aminotransferase, classes I and II, domain containing protein, expressed
37913829	Sobic.003G045600	Sobic.003G045600.3	Sobic.003G045600.3.p	PF01053	PTHR11751:SF184,PTHR11751	KOG0257			GO:0030170	AT1G80360.1		Pyridoxal phosphate (PLP)-dependent transferases superfamily protein	LOC_Os01g08270.1		aminotransferase, classes I and II, domain containing protein, expressed
37913830	Sobic.003G045600	Sobic.003G045600.4	Sobic.003G045600.4.p	PF01053	PTHR11751:SF184,PTHR11751	KOG0257			GO:0030170	AT1G80360.1		Pyridoxal phosphate (PLP)-dependent transferases superfamily protein	LOC_Os01g08270.1		aminotransferase, classes I and II, domain containing protein, expressed
37913831	Sobic.003G045600	Sobic.003G045600.5	Sobic.003G045600.5.p	PF01053	PTHR11751,PTHR11751:SF184	KOG0257			GO:0030170	AT1G80360.1		Pyridoxal phosphate (PLP)-dependent transferases superfamily protein	LOC_Os01g08270.1		aminotransferase, classes I and II, domain containing protein, expressed
37913832	Sobic.003G045600	Sobic.003G045600.6	Sobic.003G045600.6.p	PF01053	PTHR11751,PTHR11751:SF184	KOG0257			GO:0030170	AT1G80360.1		Pyridoxal phosphate (PLP)-dependent transferases superfamily protein	LOC_Os01g08270.1		aminotransferase, classes I and II, domain containing protein, expressed
37915120	Sobic.003G045650	Sobic.003G045650.1	Sobic.003G045650.1.p												
37915156	Sobic.003G045700	Sobic.003G045700.1	Sobic.003G045700.1.p	PF14510,PF08370,PF00005,PF01061	PTHR19241,PTHR19241:SF170		3.6.3.34		GO:0016887,GO:0005524,GO:0016020	AT2G26910.1	ATPDR4,PDR4	pleiotropic drug resistance 4	LOC_Os01g42410.1		pleiotropic drug resistance protein, putative, expressed
37915157	Sobic.003G045700	Sobic.003G045700.2	Sobic.003G045700.2.p	PF08370,PF00005,PF01061	PTHR19241,PTHR19241:SF170		3.6.3.34		GO:0016887,GO:0005524,GO:0016020	AT2G26910.1	ATPDR4,PDR4	pleiotropic drug resistance 4	LOC_Os01g42410.1		pleiotropic drug resistance protein, putative, expressed
37916627	Sobic.003G045800	Sobic.003G045800.1	Sobic.003G045800.1.p												
37913962	Sobic.003G045900	Sobic.003G045900.1	Sobic.003G045900.1.p	PF14226,PF03171	PTHR10209,PTHR10209:SF95	KOG0143	1.14.11.15	K04124	GO:0055114,GO:0016491	AT1G15550.1	ATGA3OX1,GA3OX1,GA4	gibberellin 3-oxidase 1	LOC_Os01g08220.1		gibberellin 3-beta-dioxygenase 2-2, putative, expressed
37912681	Sobic.003G046000	Sobic.003G046000.1	Sobic.003G046000.1.p												
37918408	Sobic.003G046200	Sobic.003G046200.2	Sobic.003G046200.2.p	PF00004,PF14363	PTHR23070,PTHR23070:SF27	KOG0743			GO:0005524	AT3G28610.1		P-loop containing nucleoside triphosphate hydrolases superfamily protein	LOC_Os07g09470.1		ATPase, putative, expressed
37912470	Sobic.003G046300	Sobic.003G046300.1	Sobic.003G046300.1.p	PF13423,PF02148,PF00627	PTHR24006,PTHR24006:SF449		3.4.19.12	K11836	GO:0008270	AT3G20630.1	ATUBP14,PER1,TTN6,UBP14	ubiquitin-specific protease 14	LOC_Os01g08200.1		ubiquitin carboxyl-terminal hydrolase 14, putative, expressed
37915440	Sobic.003G046400	Sobic.003G046400.2	Sobic.003G046400.2.p	PF08513,PF00400	PTHR22847,PTHR22847:SF437	KOG0266			GO:0005515	AT4G32551.1	LUG,RON2	LisH dimerisation motif;WD40/YVTN repeat-like-containing domain	LOC_Os01g08190.1		transcriptional corepressor LEUNIG, putative, expressed
37915439	Sobic.003G046400	Sobic.003G046400.3	Sobic.003G046400.3.p	PF08513,PF00400	PTHR22847,PTHR22847:SF437	KOG0266			GO:0005515	AT4G32551.1	LUG,RON2	LisH dimerisation motif;WD40/YVTN repeat-like-containing domain	LOC_Os01g08190.1		transcriptional corepressor LEUNIG, putative, expressed
37915438	Sobic.003G046400	Sobic.003G046400.5	Sobic.003G046400.5.p	PF08513,PF00400	PTHR22847,PTHR22847:SF437	KOG0266			GO:0005515	AT4G32551.1	LUG,RON2	LisH dimerisation motif;WD40/YVTN repeat-like-containing domain	LOC_Os01g08190.1		transcriptional corepressor LEUNIG, putative, expressed
37915660	Sobic.003G046600	Sobic.003G046600.2	Sobic.003G046600.2.p	PF05687	PTHR31506					AT1G19350.3	BES1,BZR2	Brassinosteroid signalling positive regulator (BZR1) family protein	LOC_Os01g08180.1		BRASSINAZOLE-RESISTANT 2, putative, expressed
37912886	Sobic.003G046700	Sobic.003G046700.1	Sobic.003G046700.1.p	PF11145	PTHR33389:SF4,PTHR33389					AT1G52780.1		Protein of unknown function (DUF2921)	LOC_Os01g08170.1		expressed protein
37912887	Sobic.003G046700	Sobic.003G046700.2	Sobic.003G046700.2.p	PF11145	PTHR33389:SF4,PTHR33389					AT1G52780.1		Protein of unknown function (DUF2921)	LOC_Os01g08170.1		expressed protein
37916492	Sobic.003G046800	Sobic.003G046800.1	Sobic.003G046800.1.p	PF00249	PTHR31003,PTHR31003:SF3					AT2G03500.1		Homeodomain-like superfamily protein	LOC_Os01g08160.1		MYB family transcription factor, putative, expressed
37913214	Sobic.003G046900	Sobic.003G046900.1	Sobic.003G046900.1.p										LOC_Os04g58370.1		expressed protein
37918043	Sobic.003G047100	Sobic.003G047100.1	Sobic.003G047100.1.p	PF02775,PF00205,PF02776	PTHR18968,PTHR18968:SF6		4.1.1.8	K12261	GO:0030976,GO:0003824,GO:0000287	AT5G17380.1		Thiamine pyrophosphate dependent pyruvate decarboxylase family protein	LOC_Os01g32080.1		thiamine pyrophosphate enzyme, C-terminal TPP binding domain containing protein, expressed
37918852	Sobic.003G047200	Sobic.003G047200.1	Sobic.003G047200.1.p		PTHR33427,PTHR33427:SF2					AT3G15550.1			LOC_Os01g08150.1		expressed protein
37914599	Sobic.003G047300	Sobic.003G047300.1	Sobic.003G047300.1.p	PF03000	PTHR32370,PTHR32370:SF39					AT1G52770.1		Phototropic-responsive NPH3 family protein	LOC_Os05g08530.1		phototropic-responsive NPH3 family protein, putative, expressed
37918251	Sobic.003G047400	Sobic.003G047400.1	Sobic.003G047400.1.p	PF14432,PF01535,PF13041	PTHR24015,PTHR24015:SF373					AT2G29760.1	OTP81	Tetratricopeptide repeat (TPR)-like superfamily protein	LOC_Os01g08120.1		pentatricopeptide, putative, expressed
37913489	Sobic.003G047450	Sobic.003G047450.1	Sobic.003G047450.1.p												
37916585	Sobic.003G047500	Sobic.003G047500.1	Sobic.003G047500.1.p	PF00201	PTHR11926,PTHR11926:SF248	KOG1192		K13496	GO:0016758,GO:0008152	AT2G36780.1		UDP-Glycosyltransferase superfamily protein	LOC_Os01g08110.1		flavonol-3-O-glycoside-7-O-glucosyltransferase 1, putative, expressed
37915947	Sobic.003G047600	Sobic.003G047600.1	Sobic.003G047600.1.p	PF00201	PTHR11926,PTHR11926:SF248	KOG1192		K13496	GO:0016758,GO:0008152	AT2G36780.1		UDP-Glycosyltransferase superfamily protein	LOC_Os01g08110.1		flavonol-3-O-glycoside-7-O-glucosyltransferase 1, putative, expressed
37915948	Sobic.003G047600	Sobic.003G047600.2	Sobic.003G047600.2.p	PF00201	PTHR11926,PTHR11926:SF248	KOG1192			GO:0016758,GO:0008152	AT2G36780.1		UDP-Glycosyltransferase superfamily protein	LOC_Os01g08110.1		flavonol-3-O-glycoside-7-O-glucosyltransferase 1, putative, expressed
37918507	Sobic.003G047700	Sobic.003G047700.1	Sobic.003G047700.1.p	PF00201	PTHR11926,PTHR11926:SF314				GO:0016758,GO:0008152	AT2G36800.1	DOGT1,UGT73C5	don-glucosyltransferase 1	LOC_Os10g09990.1		cytokinin-O-glucosyltransferase 3, putative, expressed
37913464	Sobic.003G047800	Sobic.003G047800.1	Sobic.003G047800.1.p	PF00201	PTHR11926:SF314,PTHR11926				GO:0008152,GO:0016758	AT2G36800.1	DOGT1,UGT73C5	don-glucosyltransferase 1	LOC_Os10g09990.1		cytokinin-O-glucosyltransferase 3, putative, expressed
37915530	Sobic.003G047900	Sobic.003G047900.1	Sobic.003G047900.1.p	PF00955	PTHR11453,PTHR11453:SF40				GO:0016021,GO:0006820,GO:0016020,GO:0005452	AT1G15460.1	ATBOR4,BOR4	HCO3- transporter family	LOC_Os01g08020.1		boron transporter protein, putative, expressed
37915534	Sobic.003G047900	Sobic.003G047900.2	Sobic.003G047900.2.p	PF00955	PTHR11453,PTHR11453:SF40				GO:0016021,GO:0006820,GO:0016020,GO:0005452	AT1G15460.1	ATBOR4,BOR4	HCO3- transporter family	LOC_Os01g08020.1		boron transporter protein, putative, expressed
37915532	Sobic.003G047900	Sobic.003G047900.3	Sobic.003G047900.3.p	PF00955	PTHR11453,PTHR11453:SF40				GO:0016021,GO:0006820,GO:0016020,GO:0005452	AT1G15460.1	ATBOR4,BOR4	HCO3- transporter family	LOC_Os01g08020.1		boron transporter protein, putative, expressed
37915531	Sobic.003G047900	Sobic.003G047900.4	Sobic.003G047900.4.p	PF00955	PTHR11453,PTHR11453:SF40				GO:0016021,GO:0006820,GO:0016020,GO:0005452	AT1G15460.1	ATBOR4,BOR4	HCO3- transporter family	LOC_Os01g08020.1		boron transporter protein, putative, expressed
37915533	Sobic.003G047900	Sobic.003G047900.5	Sobic.003G047900.5.p	PF00955	PTHR11453,PTHR11453:SF40				GO:0016021,GO:0006820,GO:0016020,GO:0005452	AT1G15460.1	ATBOR4,BOR4	HCO3- transporter family	LOC_Os01g08020.1		boron transporter protein, putative, expressed
37917475	Sobic.003G048000	Sobic.003G048000.1	Sobic.003G048000.1.p		PTHR34198					AT1G52720.1			LOC_Os01g07970.1		expressed protein
37915328	Sobic.003G048100	Sobic.003G048100.1	Sobic.003G048100.1.p		PTHR10492,PTHR10492:SF32								LOC_Os01g44200.1		retrotransposon protein, putative, unclassified, expressed
