Effect,Entry1,Estimate,StdErr,DF,tValue,Probt,Alpha,Lower,Upper,filename
Entry1,M. sinensis  'Kaskade',2.915857376,0.27868876,237,10.46277352,0,0.05,2.366833828,3.464880924,Lsmean.CCirc.xlsx
Entry1,M. sinensis  'Kirk Alexander',3.380363103,0.552468187,237,6.118656573,4.00E-09,0.05,2.29198751,4.468738697,Lsmean.CCirc.xlsx
Entry1,M. sinensis  'Kleine Fontaine',2.300602745,0.3208621,237,7.170066979,0,0.05,1.668496705,2.932708786,Lsmean.CCirc.xlsx
Entry1,M. sinensis  'Kleine Silberspinne (Little Silver Spider)',1.429868082,0.39184997,237,3.649019243,0.000323779,0.05,0.657914232,2.201821932,Lsmean.CCirc.xlsx
Entry1,M. sinensis  'Little Nickey (syn. Hinjo)',4.000603513,0.552468187,237,7.241328293,0,0.05,2.91222792,5.088979107,Lsmean.CCirc.xlsx
Entry1,M. sinensis  'Minuette',3.238557177,0.27868876,237,11.62069536,5.29E-25,0.05,2.689533629,3.787580725,Lsmean.CCirc.xlsx
Entry1,M. sinensis  'Morning Light',3.96920832,0.552593733,237,7.182868863,0,0.05,2.880585397,5.057831242,Lsmean.CCirc.xlsx
Entry1,M. sinensis  'Mt. Washington',1.58270966,0.391840585,237,4.03916726,7.25E-05,0.05,0.8107743,2.35464502,Lsmean.CCirc.xlsx
Entry1,M. sinensis  'Nippon',3.498146138,0.552468187,237,6.331850812,1.00E-09,0.05,2.409770545,4.586521732,Lsmean.CCirc.xlsx
Entry1,M. sinensis  'November Sunset',2.312185909,0.320860042,237,7.206213332,0,0.05,1.680083923,2.944287895,Lsmean.CCirc.xlsx
Entry1,M. sinensis  'Positano',1.632685879,0.320887844,237,5.088026586,7.36E-07,0.05,1.000529123,2.264842635,Lsmean.CCirc.xlsx
Entry1,M. sinensis  'Rigoletto',1.976119697,0.3208621,237,6.158781916,3.00E-09,0.05,1.344013656,2.608225737,Lsmean.CCirc.xlsx
Entry1,M. sinensis  'Roland',3.150144875,0.391840585,237,8.039353243,0,0.05,2.378209515,3.922080235,Lsmean.CCirc.xlsx
Entry1,M. sinensis  'Roter Pfeil (Red Arrow',2.207471225,0.27868876,237,7.920919475,0,0.05,1.658447677,2.756494773,Lsmean.CCirc.xlsx
Entry1,M. sinensis  'Rotsilber',2.939702126,0.27868876,237,10.54833402,0,0.05,2.390678578,3.488725674,Lsmean.CCirc.xlsx
Entry1,M. sinensis  'Sarabande',2.856472631,0.391852401,237,7.289664739,0,0.05,2.084513992,3.628431269,Lsmean.CCirc.xlsx
Entry1,M. sinensis  'Silberfeder (Silver Feather)'--UI10-00084,3.380722515,0.27868876,237,12.13081761,1.16E-26,0.05,2.831698967,3.929746063,Lsmean.CCirc.xlsx
Entry1,M. sinensis  'Silberfeder (Silver Feather)'--UI10-00085,2.727127445,0.27868876,237,9.785566692,0,0.05,2.178103897,3.276150993,Lsmean.CCirc.xlsx
Entry1,M. sinensis  'Silberfeil (Silver Arrow)',3.500777807,0.3208621,237,10.91053699,0,0.05,2.868671767,4.132883847,Lsmean.CCirc.xlsx
Entry1,M. sinensis  'Silberspinne (Silver Spider)',1.524065112,0.552468187,237,2.758647735,0.00625697,0.05,0.435689519,2.612440706,Lsmean.CCirc.xlsx
Entry1,M. sinensis  'Silberturm (Silver Tower)',3.747632077,0.320887844,237,11.67894688,3.43E-25,0.05,3.115475321,4.379788834,Lsmean.CCirc.xlsx
Entry1,M. sinensis  'Sirene',2.579909064,0.39184997,237,6.583920528,0,0.05,1.807955214,3.351862914,Lsmean.CCirc.xlsx
Entry1,M. sinensis  'Strictus',2.582395479,0.320887844,237,8.047657558,0,0.05,1.950238723,3.214552235,Lsmean.CCirc.xlsx
Entry1,M. sinensis  'Super Stripe',3.09268103,0.552468187,237,5.597935055,6.00E-08,0.05,2.004305437,4.181056624,Lsmean.CCirc.xlsx
Entry1,M. sinensis  'US47-0011',5.091042104,0.320884062,237,15.86567456,4.08E-39,0.05,4.458892797,5.723191411,Lsmean.CCirc.xlsx
Entry1,M. sinensis  'US64-0004-02',4.828535816,0.320884062,237,15.0476025,2.27E-36,0.05,4.196386509,5.460685124,Lsmean.CCirc.xlsx
Entry1,M. sinensis  'Undine',2.55727639,0.27868876,237,9.176101655,0,0.05,2.008252842,3.106299938,Lsmean.CCirc.xlsx
Entry1,M. sinensis  'Variegatus',2.707222165,0.27868876,237,9.714141922,0,0.05,2.158198616,3.256245713,Lsmean.CCirc.xlsx
Entry1,M. sinensis  'Wetterfahne',1.883297736,0.320860042,237,5.869530299,1.50E-08,0.05,1.25119575,2.515399721,Lsmean.CCirc.xlsx
Entry1,M. sinensis  'Yaku Jima Dwarf',3.594543599,0.27868876,237,12.89805732,3.44E-29,0.05,3.045520051,4.143567147,Lsmean.CCirc.xlsx
Entry1,M. sinensis  'Zebrinus',3.897464632,0.39184997,237,9.946318558,0,0.05,3.125510782,4.669418482,Lsmean.CCirc.xlsx
Entry1,M. sinensis  'Zwergzebra',1.736849745,0.27868876,237,6.232220296,2.00E-09,0.05,1.187826197,2.285873293,Lsmean.CCirc.xlsx
Entry1,M. sinensis var. condensatus  'US64-0007-01',2.419697877,0.391840585,237,6.175209951,3.00E-09,0.05,1.647762517,3.191633237,Lsmean.CCirc.xlsx
Entry1,M. sinensis var. condensatus 'Cabaret',3.068797628,0.27868876,237,11.01155867,0,0.05,2.519774079,3.617821176,Lsmean.CCirc.xlsx
Entry1,M. sinensis var. condensatus 'Cosmopolitan',2.886106033,0.27868876,237,10.35601879,0,0.05,2.337082485,3.435129581,Lsmean.CCirc.xlsx
Entry1,M. sinensis var. condensatus--UI10-00017,2.702431987,0.27868876,237,9.696953653,0,0.05,2.153408439,3.251455535,Lsmean.CCirc.xlsx
Entry1,M. sp  'M75-062',4.549540445,0.27868876,237,16.32480782,1.18E-40,0.05,4.000516896,5.098563993,Lsmean.CCirc.xlsx
Entry1,M. sp  'US64-0016-03',4.454725389,0.552468187,237,8.06331567,0,0.05,3.366349796,5.543100983,Lsmean.CCirc.xlsx
Entry1,M. transmorrisonensis,1.936303588,0.391852401,237,4.941410548,1.47E-06,0.05,1.164344949,2.708262226,Lsmean.CCirc.xlsx
Entry1,M. ×giganteus  'Illinois',3.842865826,0.27868876,237,13.78909515,3.74E-32,0.05,3.293842277,4.391889374,Lsmean.CCirc.xlsx
Entry1,Miscanthus sacchariflorus  'PMS-071',1.41574012,0.27868876,237,5.080004379,7.65E-07,0.05,0.866716572,1.964763668,Lsmean.CCirc.xlsx
Entry1,Miscanthus sacchariflorus  'PMS-074',2.347271964,0.552478945,237,4.248617955,3.09E-05,0.05,1.258875178,3.43566875,Lsmean.CCirc.xlsx
Entry1,Miscanthus sacchariflorus  'PMS-076',1.998067161,0.27868876,237,7.169529056,0,0.05,1.449043613,2.547090709,Lsmean.CCirc.xlsx
Entry1,Miscanthus sinensis  'Malepartus',3.756382198,0.27868876,237,13.47877181,4.06E-31,0.05,3.20735865,4.305405746,Lsmean.CCirc.xlsx
Entry1,Miscanthus sinensis  'PMS-023',4.524837301,0.27868876,237,16.2361672,2.34E-40,0.05,3.975813753,5.073860849,Lsmean.CCirc.xlsx
Entry1,Miscanthus sinensis  'PMS-067',4.423168809,0.27868876,237,15.87135704,3.90E-39,0.05,3.874145261,4.972192357,Lsmean.CCirc.xlsx
Entry1,Miscanthus sinensis  'PMS-087',2.952771121,0.391840585,237,7.535643925,0,0.05,2.180835761,3.724706481,Lsmean.CCirc.xlsx
Entry1,Miscanthus sinensis  'PMS-088',3.016655841,0.391852401,237,7.698449296,0,0.05,2.244697202,3.788614479,Lsmean.CCirc.xlsx
Entry1,Miscanthus sinensis  'PMS-130',1.317865343,0.320887844,237,4.106934461,5.52E-05,0.05,0.685708586,1.950022099,Lsmean.CCirc.xlsx
Entry1,Miscanthus sinensis  'PMS-131',2.517316885,0.552468187,237,4.55649202,8.33E-06,0.05,1.428941292,3.605692479,Lsmean.CCirc.xlsx
Entry1,Miscanthus sinensis  'PMS-161',3.576932566,0.320860042,237,11.1479527,0,0.05,2.94483058,4.209034552,Lsmean.CCirc.xlsx
Entry1,Miscanthus sinensis  'PMS-164',3.370393775,0.27868876,237,12.09375569,1.53E-26,0.05,2.821370227,3.919417323,Lsmean.CCirc.xlsx
Entry1,Miscanthus sinensis  'PMS-204',4.386862309,0.3208621,237,13.67211121,9.19E-32,0.05,3.754756268,5.018968349,Lsmean.CCirc.xlsx
Entry1,Miscanthus sinensis  'PMS-226',4.380129443,0.27868876,237,15.71692179,1.29E-38,0.05,3.831105894,4.929152991,Lsmean.CCirc.xlsx
Entry1,Miscanthus sinensis  'PMS-227',3.61545992,0.27868876,237,12.97310994,1.94E-29,0.05,3.066436371,4.164483468,Lsmean.CCirc.xlsx
Entry1,Miscanthus sinensis  'PMS-300',4.210674656,0.3208621,237,13.12300412,6.18E-30,0.05,3.578568616,4.842780697,Lsmean.CCirc.xlsx
Entry1,Miscanthus sinensis  'PMS-303',4.29838288,0.320887844,237,13.39528115,7.69E-31,0.05,3.666226124,4.930539637,Lsmean.CCirc.xlsx
Entry1,Miscanthus sinensis  'PMS-359',2.255335565,0.3208621,237,7.028987118,0,0.05,1.623229525,2.887441605,Lsmean.CCirc.xlsx
Entry1,Miscanthus sinensis  'PMS-375',3.380363103,0.552468187,237,6.118656573,4.00E-09,0.05,2.29198751,4.468738697,Lsmean.CCirc.xlsx
Entry1,Miscanthus sinensis  'PMS-381',4.317994891,0.320887844,237,13.45639911,4.81E-31,0.05,3.685838135,4.950151648,Lsmean.CCirc.xlsx
Entry1,Miscanthus sinensis  'PMS-382',4.132131222,0.320860042,237,12.87829797,4.00E-29,0.05,3.500029236,4.764233208,Lsmean.CCirc.xlsx
Entry1,Miscanthus sinensis  'PMS-425',4.289702062,0.320887844,237,13.36822865,9.46E-31,0.05,3.657545306,4.921858818,Lsmean.CCirc.xlsx
Entry1,Miscanthus sinensis  'PMS-438',1.286145816,0.27868876,237,4.614989917,6.44E-06,0.05,0.737122268,1.835169364,Lsmean.CCirc.xlsx
Entry1,Miscanthus sinensis  'Zwergelefant',1.700598691,0.27868876,237,6.102143094,4.00E-09,0.05,1.151575143,2.249622239,Lsmean.CCirc.xlsx
Entry1,NC-2010-001 B,2.741584651,0.552613495,237,4.96112505,1.34E-06,0.05,1.652922798,3.830246504,Lsmean.CCirc.xlsx
Entry1,NC-2010-001-009,3.411134761,0.552468187,237,6.174355089,3.00E-09,0.05,2.322759168,4.499510355,Lsmean.CCirc.xlsx
Entry1,NC-2010-001-010,3.861058949,0.320884062,237,12.03256691,2.42E-26,0.05,3.228909642,4.493208257,Lsmean.CCirc.xlsx
Entry1,NC-2010-001-B(44)-e,2.544660488,0.320860042,237,7.930749107,0,0.05,1.912558502,3.176762474,Lsmean.CCirc.xlsx
Entry1,NC-2010-001.5 C,2.192128612,0.3208621,237,6.831996095,0,0.05,1.560022571,2.824234652,Lsmean.CCirc.xlsx
Entry1,NC-2010-001.5-B(18)-a,4.040801973,0.552593733,237,7.312428155,0,0.05,2.95217905,5.129424895,Lsmean.CCirc.xlsx
Entry1,NC-2010-002-001,2.356974235,0.552468187,237,4.266262368,2.87E-05,0.05,1.268598642,3.445349829,Lsmean.CCirc.xlsx
Entry1,NC-2010-003 D,2.530811512,0.320887844,237,7.886903674,0,0.05,1.898654756,3.162968268,Lsmean.CCirc.xlsx
Entry1,NC-2010-003 E,2.636158473,0.552593733,237,4.770518221,3.21E-06,0.05,1.54753555,3.724781395,Lsmean.CCirc.xlsx
Entry1,NC-2010-004 E,1.524065112,0.552468187,237,2.758647735,0.00625697,0.05,0.435689519,2.612440706,Lsmean.CCirc.xlsx
Entry1,PA-2010-001-005,3.441972037,0.27868876,237,12.35059512,2.20E-27,0.05,2.892948489,3.990995585,Lsmean.CCirc.xlsx
Entry1,PA-2010-002 E,3.191771933,0.552468187,237,5.777295433,2.40E-08,0.05,2.10339634,4.280147527,Lsmean.CCirc.xlsx
Entry1,PA-2010-002-004,2.723559049,0.27868876,237,9.772762457,0,0.05,2.174535501,3.272582597,Lsmean.CCirc.xlsx
Entry1,PA-2010-002-013,2.562254517,0.391852401,237,6.538825615,0,0.05,1.790295879,3.334213156,Lsmean.CCirc.xlsx
Entry1,PA-2010-002-015,2.982680135,0.552468187,237,5.398826948,1.63E-07,0.05,1.894304542,4.071055729,Lsmean.CCirc.xlsx
Entry1,PA-2010-002-B(3)-b,2.284760587,0.552593733,237,4.134611831,4.94E-05,0.05,1.196137664,3.373383509,Lsmean.CCirc.xlsx
Entry1,PMS-009,3.848940297,0.27868876,237,13.81089176,3.16E-32,0.05,3.299916748,4.397963845,Lsmean.CCirc.xlsx
Entry1,PMS-014,4.366373231,0.27868876,237,15.66756131,1.88E-38,0.05,3.817349682,4.915396779,Lsmean.CCirc.xlsx
Entry1,PMS-038,4.011916352,0.27868876,237,14.3956877,3.49E-34,0.05,3.462892804,4.5609399,Lsmean.CCirc.xlsx
Entry1,PMS-075,2.272184388,0.27868876,237,8.153125333,0,0.05,1.723160839,2.821207936,Lsmean.CCirc.xlsx
Entry1,PMS-134,2.522045323,0.27868876,237,9.049684405,0,0.05,1.973021775,3.071068871,Lsmean.CCirc.xlsx
Entry1,PMS-144,3.153683161,0.27868876,237,11.31614768,5.09E-24,0.05,2.604659613,3.702706709,Lsmean.CCirc.xlsx
Entry1,PMS-159,2.638776143,0.320884062,237,8.223456549,0,0.05,2.006626836,3.27092545,Lsmean.CCirc.xlsx
Entry1,PMS-178,2.783321471,0.320884062,237,8.673916217,0,0.05,2.151172164,3.415470778,Lsmean.CCirc.xlsx
Entry1,PMS-183,3.791475592,0.27868876,237,13.60469505,1.54E-31,0.05,3.242452044,4.34049914,Lsmean.CCirc.xlsx
Entry1,PMS-272,2.517316885,0.552468187,237,4.55649202,8.33E-06,0.05,1.428941292,3.605692479,Lsmean.CCirc.xlsx
Entry1,PMS-285,3.10296664,0.27868876,237,11.13416502,0,0.05,2.553943091,3.651990188,Lsmean.CCirc.xlsx
Entry1,PMS-293,4.588439398,0.27868876,237,16.4643863,4.02E-41,0.05,4.039415849,5.137462946,Lsmean.CCirc.xlsx
Entry1,PMS-306,4.320297507,0.320887844,237,13.46357487,4.56E-31,0.05,3.688140751,4.952454263,Lsmean.CCirc.xlsx
Entry1,PMS-314,3.981491352,0.27868876,237,14.28651573,8.11E-34,0.05,3.432467803,4.5305149,Lsmean.CCirc.xlsx
Entry1,PMS-347,4.153406423,0.320887844,237,12.94348324,2.44E-29,0.05,3.521249666,4.785563179,Lsmean.CCirc.xlsx
Entry1,PMS-397,4.359614751,0.320884062,237,13.58626141,1.78E-31,0.05,3.727465444,4.991764059,Lsmean.CCirc.xlsx
Entry1,DC-2010-001 A,0.85327503,0.22422556,130,3.80543159,0.000217005,0.05,0.409671575,1.296878484,Lsmean.CmDW.xlsx
Entry1,DC-2010-001 E,1.094695626,0.25857962,130,4.233495381,4.32E-05,0.05,0.583126773,1.60626448,Lsmean.CmDW.xlsx
Entry1,KY-2009-001 C,0.781497347,0.285403926,130,2.738215129,0.00704398,0.05,0.216859813,1.346134882,Lsmean.CmDW.xlsx
Entry1,KY-2009-001 D,0.821055295,0.392546395,130,2.091613389,0.038419,0.05,0.0444492,1.59766139,Lsmean.CmDW.xlsx
Entry1,KY-2009-001-B(20)-e,2.038987846,0.285410145,130,7.144062264,0,0.05,1.474338008,2.603637685,Lsmean.CmDW.xlsx
Entry1,M. floridulus  'PI295762',3.44078586,0.224223735,130,15.34532397,5.73E-31,0.05,2.997186015,3.884385704,Lsmean.CmDW.xlsx
Entry1,M. floridulus  'US56-0022-03',3.164596843,0.239034787,130,13.23906402,7.31E-26,0.05,2.691695105,3.637498581,Lsmean.CmDW.xlsx
Entry1,M. sacchariflorus  'Hortico',0.929646421,0.392605056,130,2.367892125,0.0193637,0.05,0.152924271,1.706368571,Lsmean.CmDW.xlsx
Entry1,M. sinensis  'Adagio',-0.45019974,0.258608065,130,-1.740857309,0.08407454,0.05,-0.961824869,0.0614254,Lsmean.CmDW.xlsx
Entry1,M. sinensis  'Allegro',0.608121834,0.212391219,130,2.863215521,0.0048904,0.05,0.187931208,1.028312459,Lsmean.CmDW.xlsx
Entry1,M. sinensis  'Altweibersommer',1.347238532,0.239216073,130,5.631889668,1.05E-07,0.05,0.87397814,1.820498924,Lsmean.CmDW.xlsx
Entry1,M. sinensis  'Andante',1.108256283,0.212391219,130,5.21799484,6.96E-07,0.05,0.688065657,1.528446908,Lsmean.CmDW.xlsx
Entry1,M. sinensis  'Arabesque',0.559872229,0.285403926,130,1.9616837,0.0519362,0.05,-0.0047653,1.124509763,Lsmean.CmDW.xlsx
Entry1,M. sinensis  'Autumn Light',0.593233816,0.324884418,130,1.82598421,0.07014744,0.05,-0.049511,1.235978782,Lsmean.CmDW.xlsx
Entry1,M. sinensis  'Ben Graz',0.20581912,0.212391219,130,0.969056638,0.334316397,0.05,-0.214371505,0.626009745,Lsmean.CmDW.xlsx
Entry1,M. sinensis  'Ben Rotkopf',1.999445846,0.392566438,130,5.093267411,1.21E-06,0.05,1.222800097,2.776091595,Lsmean.CmDW.xlsx
Entry1,M. sinensis  'Berlin',0.284899496,0.285231459,130,0.998836162,0.319729634,0.05,-0.279396834,0.849195826,Lsmean.CmDW.xlsx
Entry1,M. sinensis  'Bitsy Ben',-0.655382249,0.546148142,130,-1.200008201,0.232318471,0.05,-1.735871031,0.425106533,Lsmean.CmDW.xlsx
Entry1,M. sinensis  'Blondo',0.895450071,0.212391219,130,4.21604093,4.62E-05,0.05,0.475259445,1.315640696,Lsmean.CmDW.xlsx
Entry1,M. sinensis  'Bluetenwunder',-0.932470774,0.324884642,130,-2.870159605,0.00479062,0.05,-1.575216183,-0.289725365,Lsmean.CmDW.xlsx
Entry1,M. sinensis  'Bodacious Ben',1.804793208,0.212391219,130,8.497494484,0,0.05,1.384602583,2.224983833,Lsmean.CmDW.xlsx
Entry1,M. sinensis  'Border Bandit',0.0322618,0.546148142,130,0.0590715,0.9529859,0.05,-1.048227015,1.112750549,Lsmean.CmDW.xlsx
Entry1,M. sinensis  'Dixieland',-0.218930392,0.324848278,130,-0.673946598,0.501541839,0.05,-0.861603861,0.423743077,Lsmean.CmDW.xlsx
Entry1,M. sinensis  'Emerald Shadow',2.156100486,0.212391219,130,10.15155194,0,0.05,1.735909861,2.576291111,Lsmean.CmDW.xlsx
Entry1,M. sinensis  'Emmanuel LePage',0.371408007,0.239237246,130,1.552467325,0.122981576,0.05,-0.101894272,0.844710286,Lsmean.CmDW.xlsx
Entry1,M. sinensis  'Flamingo',1.741942206,0.212391219,130,8.201573574,0,0.05,1.32175158,2.162132831,Lsmean.CmDW.xlsx
Entry1,M. sinensis  'Giraffe',-0.074530259,0.212391219,130,-0.350910267,0.726223687,0.05,-0.494720884,0.345660366,Lsmean.CmDW.xlsx
Entry1,M. sinensis  'Gold and Silver',0.0292132,0.285410145,130,0.102355004,0.918632612,0.05,-0.535436682,0.593862995,Lsmean.CmDW.xlsx
Entry1,M. sinensis  'Goliath',1.382528286,0.212391219,130,6.509347681,1.00E-09,0.05,0.962337661,1.802718911,Lsmean.CmDW.xlsx
Entry1,M. sinensis  'Gracillimus Nana',-0.315316711,0.224225661,130,-1.406247214,0.162036553,0.05,-0.758920365,0.128286943,Lsmean.CmDW.xlsx
Entry1,M. sinensis  'Gracillimus'--PI295764,3.011725179,0.239035612,130,12.59948323,2.78E-24,0.05,2.538821809,3.48462855,Lsmean.CmDW.xlsx
Entry1,M. sinensis  'Gracillimus'--UI10-00048,0.817306052,0.212391219,130,3.848116024,0.000185721,0.05,0.397115426,1.237496677,Lsmean.CmDW.xlsx
Entry1,M. sinensis  'Graziella',-1.197017279,0.392605056,130,-3.048909485,0.00278342,0.05,-1.973739429,-0.420295129,Lsmean.CmDW.xlsx
Entry1,M. sinensis  'Grosse Fontaine',1.169541975,0.258582457,130,4.522897606,1.36E-05,0.05,0.657967509,1.681116441,Lsmean.CmDW.xlsx
Entry1,M. sinensis  'Haiku',-0.355551162,0.25860716,130,-1.374869752,0.17153687,0.05,-0.867174501,0.156072176,Lsmean.CmDW.xlsx
Entry1,M. sinensis  'Huron Blush',-0.507547335,0.212391219,130,-2.389681355,0.0182986,0.05,-0.92773796,-0.08735671,Lsmean.CmDW.xlsx
Entry1,M. sinensis  'Huron Sentinel',-0.878738418,0.392566438,130,-2.238445096,0.0268929,0.05,-1.655384167,-0.102092669,Lsmean.CmDW.xlsx
Entry1,M. sinensis  'July (Juli)',1.030399642,0.212391219,130,4.851422999,3.45E-06,0.05,0.610209017,1.450590267,Lsmean.CmDW.xlsx
Entry1,M. sinensis  'Kaskade',1.253928638,0.212391219,130,5.903862912,2.90E-08,0.05,0.833738013,1.674119263,Lsmean.CmDW.xlsx
Entry1,M. sinensis  'Kirk Alexander',0.652655983,0.324886152,130,2.008875967,0.0466215,0.05,0.0099076,1.295404381,Lsmean.CmDW.xlsx
Entry1,M. sinensis  'Kleine Fontaine',0.662509652,0.239205377,130,2.769626929,0.00643391,0.05,0.189270423,1.135748882,Lsmean.CmDW.xlsx
Entry1,M. sinensis  'Kleine Silberspinne (Little Silver Spider)',-0.64013117,0.285410145,130,-2.242846587,0.0266,0.05,-1.204781008,-0.075481331,Lsmean.CmDW.xlsx
Entry1,M. sinensis  'Little Nickey (syn. Hinjo)',1.965956859,0.392566438,130,5.00795959,1.76E-06,0.05,1.18931111,2.742602608,Lsmean.CmDW.xlsx
Entry1,M. sinensis  'Minuette',0.880369644,0.212391219,130,4.145037869,6.09E-05,0.05,0.460179019,1.300560269,Lsmean.CmDW.xlsx
Entry1,M. sinensis  'Morning Light',2.223797563,0.392605056,130,5.6642102,9.10E-08,0.05,1.447075413,3.000519713,Lsmean.CmDW.xlsx
Entry1,M. sinensis  'Mt. Washington',-0.626527043,0.239116495,130,-2.620174926,0.0098346,0.05,-1.099590431,-0.153463656,Lsmean.CmDW.xlsx
Entry1,M. sinensis  'Mysterious Maiden',0.426169558,0.392566438,130,1.085598554,0.27966563,0.05,-0.350476191,1.202815307,Lsmean.CmDW.xlsx
Entry1,M. sinensis  'Nippon',1.715636838,0.392566438,130,4.370309511,2.52E-05,0.05,0.938991089,2.492282587,Lsmean.CmDW.xlsx
Entry1,M. sinensis  'November Sunset',0.247320215,0.258589307,130,0.956420889,0.34063485,0.05,-0.264267804,0.758908234,Lsmean.CmDW.xlsx
Entry1,M. sinensis  'Positano',0.074434635,0.224230405,130,0.331956028,0.740457063,0.05,-0.369178406,0.518047675,Lsmean.CmDW.xlsx
Entry1,M. sinensis  'Puenktchen (Little Dot)',-0.016642,0.546128615,130,-0.030474,0.975736098,0.05,-1.097092644,1.063807656,Lsmean.CmDW.xlsx
Entry1,M. sinensis  'Rigoletto',-0.392605019,0.239205377,130,-1.641288438,0.103154717,0.05,-0.865844249,0.080634211,Lsmean.CmDW.xlsx
Entry1,M. sinensis  'Roland',1.801377731,0.285391197,130,6.311959685,4.00E-09,0.05,1.236765378,2.365990083,Lsmean.CmDW.xlsx
Entry1,M. sinensis  'Roter Pfeil (Red Arrow',-0.238275019,0.212391219,130,-1.121868504,0.263986245,0.05,-0.658465644,0.181915606,Lsmean.CmDW.xlsx
Entry1,M. sinensis  'Rotsilber',0.955642136,0.212391219,130,4.499442786,1.50E-05,0.05,0.535451511,1.375832761,Lsmean.CmDW.xlsx
Entry1,M. sinensis  'Sarabande',0.21167433,0.285199998,130,0.742196115,0.459307413,0.05,-0.352559757,0.775908418,Lsmean.CmDW.xlsx
Entry1,M. sinensis  'Silberfeder (Silver Feather)'--UI10-00084,1.154237517,0.212391219,130,5.434487944,2.62E-07,0.05,0.734046892,1.574428142,Lsmean.CmDW.xlsx
Entry1,M. sinensis  'Silberfeder (Silver Feather)'--UI10-00085,1.552362869,0.212391219,130,7.30897859,0,0.05,1.132172244,1.972553494,Lsmean.CmDW.xlsx
Entry1,M. sinensis  'Silberfeil (Silver Arrow)',0.679227119,0.239205377,130,2.83951443,0.00524546,0.05,0.205987889,1.152466348,Lsmean.CmDW.xlsx
Entry1,M. sinensis  'Silberspinne (Silver Spider)',-0.419011736,0.546128615,130,-0.767240032,0.444330018,0.05,-1.499461886,0.661438414,Lsmean.CmDW.xlsx
Entry1,M. sinensis  'Silberturm (Silver Tower)',2.21785187,0.239237246,130,9.270512469,0,0.05,1.744549591,2.691154149,Lsmean.CmDW.xlsx
Entry1,M. sinensis  'Sirene',0.845180228,0.25860716,130,3.268201186,0.00138486,0.05,0.333556889,1.356803567,Lsmean.CmDW.xlsx
Entry1,M. sinensis  'Stardust',0.756132374,0.546128615,130,1.38453169,0.168567562,0.05,-0.324317776,1.836582524,Lsmean.CmDW.xlsx
Entry1,M. sinensis  'Strictus',0.965509145,0.239237246,130,4.035781057,9.24E-05,0.05,0.492206865,1.438811424,Lsmean.CmDW.xlsx
Entry1,M. sinensis  'Super Stripe',0.947264816,0.392566438,130,2.413005096,0.0172164,0.05,0.170619067,1.723910565,Lsmean.CmDW.xlsx
Entry1,M. sinensis  'US47-0011',2.863208441,0.239119703,130,11.97395449,0,0.05,2.390138706,3.336278176,Lsmean.CmDW.xlsx
Entry1,M. sinensis  'US64-0004-02',2.954620048,0.239116495,130,12.35640416,0,0.05,2.481556661,3.427683436,Lsmean.CmDW.xlsx
Entry1,M. sinensis  'Undine',0.0129301,0.224222323,130,0.0576664,0.9541029,0.05,-0.430666955,0.456527145,Lsmean.CmDW.xlsx
Entry1,M. sinensis  'Variegatus',0.18231144,0.212391219,130,0.8583756,0.392264974,0.05,-0.237879185,0.602502065,Lsmean.CmDW.xlsx
Entry1,M. sinensis  'Wetterfahne',-0.171638114,0.224224726,130,-0.765473628,0.44537708,0.05,-0.615239918,0.27196369,Lsmean.CmDW.xlsx
Entry1,M. sinensis  'Yaku Jima Dwarf',0.728978741,0.212391219,130,3.432245204,0.000803218,0.05,0.308788116,1.149169366,Lsmean.CmDW.xlsx
Entry1,M. sinensis  'Zebrinus',2.423804231,0.285410145,130,8.492354857,0,0.05,1.859154393,2.988454069,Lsmean.CmDW.xlsx
Entry1,M. sinensis  'Zwergzebra',-0.030874,0.212391219,130,-0.145363797,0.88464879,0.05,-0.451064619,0.389316631,Lsmean.CmDW.xlsx
Entry1,M. sinensis var. condensatus  'US64-0007-01',0.912980764,0.324876048,130,2.810243385,0.00571642,0.05,0.270252357,1.555709171,Lsmean.CmDW.xlsx
Entry1,M. sinensis var. condensatus 'Cabaret',1.363024734,0.212391219,130,6.417519253,2.00E-09,0.05,0.942834109,1.783215359,Lsmean.CmDW.xlsx
Entry1,M. sinensis var. condensatus 'Cosmopolitan',2.135558282,0.212391219,130,10.05483323,0,0.05,1.715367657,2.555748907,Lsmean.CmDW.xlsx
Entry1,M. sinensis var. condensatus--UI10-00017,1.200953967,0.239035612,130,5.024163384,1.64E-06,0.05,0.728050597,1.673857337,Lsmean.CmDW.xlsx
Entry1,M. sp  'M75-062',1.728426896,0.212391219,130,8.137939544,0,0.05,1.308236271,2.148617521,Lsmean.CmDW.xlsx
Entry1,M. sp  'US64-0016-03',2.295602467,0.212391219,130,10.80836808,0,0.05,1.875411841,2.715793092,Lsmean.CmDW.xlsx
Entry1,M. transmorrisonensis,0.263083725,0.285403926,130,0.921794347,0.358343404,0.05,-0.301553809,0.82772126,Lsmean.CmDW.xlsx
Entry1,M. ×giganteus  'Illinois',2.580862371,0.212391219,130,12.15145517,0,0.05,2.160671746,3.001052996,Lsmean.CmDW.xlsx
Entry1,Miscanthus sacchariflorus  'PMS-071',-0.561432624,0.212391219,130,-2.643389063,0.0092176,0.05,-0.981623249,-0.141241999,Lsmean.CmDW.xlsx
