Effect,Entry1,Estimate,StdErr,DF,tValue,Probt,Alpha,Lower,Upper,filename
Entry1,Miscanthus sacchariflorus  'PMS-074',0.607553474,0.324884418,130,1.870060371,0.063724465,0.05,-0.035191,1.25029844,Lsmean.CmDW.xlsx
Entry1,Miscanthus sacchariflorus  'PMS-076',-0.068091517,0.224224706,130,-0.303675356,0.761860723,0.05,-0.511693282,0.375510247,Lsmean.CmDW.xlsx
Entry1,Miscanthus sinensis  'Malepartus',2.053933625,0.212391219,130,9.670520463,0,0.05,1.633743,2.47412425,Lsmean.CmDW.xlsx
Entry1,Miscanthus sinensis  'PMS-023',2.835484022,0.224223735,130,12.64577997,2.13E-24,0.05,2.391884177,3.279083866,Lsmean.CmDW.xlsx
Entry1,Miscanthus sinensis  'PMS-067',2.894567836,0.212391219,130,13.62847229,8.08E-27,0.05,2.474377211,3.314758461,Lsmean.CmDW.xlsx
Entry1,Miscanthus sinensis  'PMS-087',1.960155335,0.285391197,130,6.868310427,0,0.05,1.395542983,2.524767687,Lsmean.CmDW.xlsx
Entry1,Miscanthus sinensis  'PMS-088',2.076837911,0.285403926,130,7.276837226,0,0.05,1.512200377,2.641475446,Lsmean.CmDW.xlsx
Entry1,Miscanthus sinensis  'PMS-130',0.607200114,0.224230405,130,2.707929433,0.00768146,0.05,0.163587074,1.050813155,Lsmean.CmDW.xlsx
Entry1,Miscanthus sinensis  'PMS-131',0.237517297,0.285224229,130,0.832738853,0.406519272,0.05,-0.326764728,0.801799322,Lsmean.CmDW.xlsx
Entry1,Miscanthus sinensis  'PMS-161',2.500314102,0.239209031,130,10.45242351,0,0.05,2.027067642,2.973560562,Lsmean.CmDW.xlsx
Entry1,Miscanthus sinensis  'PMS-164',1.698398189,0.212391219,130,7.996555605,0,0.05,1.278207564,2.118588814,Lsmean.CmDW.xlsx
Entry1,Miscanthus sinensis  'PMS-204',2.540692196,0.224224706,130,11.33100916,0,0.05,2.097090431,2.984293961,Lsmean.CmDW.xlsx
Entry1,Miscanthus sinensis  'PMS-226',2.380479402,0.212391219,130,11.20799353,0,0.05,1.960288777,2.800670027,Lsmean.CmDW.xlsx
Entry1,Miscanthus sinensis  'PMS-227',1.668531967,0.212391219,130,7.855936692,0,0.05,1.248341342,2.088722592,Lsmean.CmDW.xlsx
Entry1,Miscanthus sinensis  'PMS-300',1.516309663,0.212391219,130,7.139229549,0,0.05,1.096119038,1.936500288,Lsmean.CmDW.xlsx
Entry1,Miscanthus sinensis  'PMS-303',2.694958388,0.258601991,130,10.42125924,0,0.05,2.183345276,3.206571499,Lsmean.CmDW.xlsx
Entry1,Miscanthus sinensis  'PMS-359',0.915809371,0.239205377,130,3.828548438,0.000199489,0.05,0.442570141,1.389048601,Lsmean.CmDW.xlsx
Entry1,Miscanthus sinensis  'PMS-375',1.134455151,0.392566438,130,2.889842433,0.00451783,0.05,0.357809402,1.9111009,Lsmean.CmDW.xlsx
Entry1,Miscanthus sinensis  'PMS-381',2.24436348,0.239237246,130,9.381329705,0,0.05,1.771061201,2.71766576,Lsmean.CmDW.xlsx
Entry1,Miscanthus sinensis  'PMS-382',1.907514077,0.239209031,130,7.974256097,0,0.05,1.434267616,2.380760537,Lsmean.CmDW.xlsx
Entry1,Miscanthus sinensis  'PMS-425',2.055064375,0.239237246,130,8.590068693,0,0.05,1.581762096,2.528366655,Lsmean.CmDW.xlsx
Entry1,Miscanthus sinensis  'PMS-436',-0.780203246,0.324849859,130,-2.401734911,0.017732,0.05,-1.422879841,-0.137526651,Lsmean.CmDW.xlsx
Entry1,Miscanthus sinensis  'PMS-438',-0.565653358,0.212391219,130,-2.663261514,0.0087174,0.05,-0.985843983,-0.145462733,Lsmean.CmDW.xlsx
Entry1,Miscanthus sinensis  'Zwergelefant',-0.316666112,0.212391219,130,-1.490956707,0.138395355,0.05,-0.736856737,0.103524513,Lsmean.CmDW.xlsx
Entry1,NC-2010-001 B,0.789480751,0.392721148,130,2.010283261,0.0464704,0.05,0.0125289,1.566432575,Lsmean.CmDW.xlsx
Entry1,NC-2010-001-009,0.983166639,0.392566438,130,2.504459229,0.0135008,0.05,0.20652089,1.759812388,Lsmean.CmDW.xlsx
Entry1,NC-2010-001-010,1.703671951,0.239216073,130,7.121895814,0,0.05,1.230411559,2.176932344,Lsmean.CmDW.xlsx
Entry1,NC-2010-001-B(44)-e,0.63996037,0.239209031,130,2.675318596,0.008426,0.05,0.166713909,1.11320683,Lsmean.CmDW.xlsx
Entry1,NC-2010-001.5 C,0.714925804,0.258582789,130,2.764784951,0.0065247,0.05,0.203350681,1.226500928,Lsmean.CmDW.xlsx
Entry1,NC-2010-001.5-B(18)-a,1.493029863,0.392605056,130,3.802879866,0.000219025,0.05,0.716307713,2.269752013,Lsmean.CmDW.xlsx
Entry1,NC-2010-002-001,-0.519086812,0.392566438,130,-1.322290348,0.188393215,0.05,-1.295732561,0.257558937,Lsmean.CmDW.xlsx
Entry1,NC-2010-003 D,1.051128194,0.239237246,130,4.3936645,2.29E-05,0.05,0.577825915,1.524430473,Lsmean.CmDW.xlsx
Entry1,NC-2010-003 E,0.71049143,0.392605056,130,1.809684869,0.072654908,0.05,-0.06623072,1.48721358,Lsmean.CmDW.xlsx
Entry1,NC-2010-004 E,0.448521632,0.392566438,130,1.142536875,0.255330812,0.05,-0.328124117,1.225167381,Lsmean.CmDW.xlsx
Entry1,PA-2010-001-005,1.533109904,0.212391219,130,7.218329996,0,0.05,1.112919279,1.953300529,Lsmean.CmDW.xlsx
Entry1,PA-2010-002 E,0.395045227,0.392566438,130,1.006314317,0.316133803,0.05,-0.381600522,1.171690976,Lsmean.CmDW.xlsx
Entry1,PA-2010-002-004,0.919347148,0.224224706,130,4.100115302,7.23E-05,0.05,0.475745383,1.362948913,Lsmean.CmDW.xlsx
Entry1,PA-2010-002-013,0.816004788,0.258608065,130,3.155372544,0.00199197,0.05,0.30437966,1.327629917,Lsmean.CmDW.xlsx
Entry1,PA-2010-002-015,0.68374586,0.392566438,130,1.741732847,0.08392054,0.05,-0.092899889,1.460391609,Lsmean.CmDW.xlsx
Entry1,PA-2010-002-B(3)-b,1.03594914,0.54616735,130,1.896761386,0.060078,0.05,-0.044578,2.116475924,Lsmean.CmDW.xlsx
Entry1,PMS-009,1.48449766,0.212391219,130,6.989449329,0,0.05,1.064307035,1.904688285,Lsmean.CmDW.xlsx
Entry1,PMS-014,2.896443687,0.22422556,130,12.91754466,4.54E-25,0.05,2.452840232,3.340047141,Lsmean.CmDW.xlsx
Entry1,PMS-038,2.464458444,0.212391219,130,11.60339142,0,0.05,2.044267818,2.884649069,Lsmean.CmDW.xlsx
Entry1,PMS-075,0.248863019,0.212391219,130,1.171719905,0.243452512,0.05,-0.171327607,0.669053644,Lsmean.CmDW.xlsx
Entry1,PMS-134,1.076003089,0.224230405,130,4.79864935,4.31E-06,0.05,0.632390048,1.519616129,Lsmean.CmDW.xlsx
Entry1,PMS-144,0.979989631,0.212391219,130,4.614077913,9.34E-06,0.05,0.559799005,1.400180256,Lsmean.CmDW.xlsx
Entry1,PMS-159,1.426816334,0.239216073,130,5.964550432,2.20E-08,0.05,0.953555942,1.900076726,Lsmean.CmDW.xlsx
Entry1,PMS-178,1.344807701,0.212391219,130,6.331748131,4.00E-09,0.05,0.924617076,1.764998326,Lsmean.CmDW.xlsx
Entry1,PMS-183,2.256865909,0.212391219,130,10.62598503,0,0.05,1.836675284,2.677056534,Lsmean.CmDW.xlsx
Entry1,PMS-272,0.801009118,0.392566438,130,2.040442178,0.0433312,0.05,0.0243634,1.577654867,Lsmean.CmDW.xlsx
Entry1,PMS-285,1.735197706,0.212391219,130,8.169818499,0,0.05,1.315007081,2.155388331,Lsmean.CmDW.xlsx
Entry1,PMS-293,3.103203877,0.239034787,130,12.98222707,3.14E-25,0.05,2.630302139,3.576105614,Lsmean.CmDW.xlsx
Entry1,PMS-306,2.153611789,0.212391219,130,10.13983443,0,0.05,1.733421164,2.573802414,Lsmean.CmDW.xlsx
Entry1,PMS-314,2.869415902,0.212391219,130,13.51004962,1.58E-26,0.05,2.449225277,3.289606527,Lsmean.CmDW.xlsx
Entry1,PMS-347,1.495148716,0.239237246,130,6.249648589,5.00E-09,0.05,1.021846436,1.968450995,Lsmean.CmDW.xlsx
Entry1,PMS-397,2.466315829,0.212391219,130,11.61213653,0,0.05,2.046125203,2.886506454,Lsmean.CmDW.xlsx
Entry1,DC-2010-001 A,1.103999419,0.100463083,132,10.98910555,0,0.05,0.905273512,1.302725327,Lsmean.CmD_BI.xlsx
Entry1,DC-2010-001 E,1.342364082,0.123909986,132,10.83338097,0,0.05,1.097257883,1.587470282,Lsmean.CmD_BI.xlsx
Entry1,KY-2009-001 C,1.20100121,0.13712429,132,8.758486229,0,0.05,0.92975581,1.47224661,Lsmean.CmD_BI.xlsx
Entry1,KY-2009-001 D,1.227619838,0.190312788,132,6.45053784,2.00E-09,0.05,0.851162333,1.604077343,Lsmean.CmD_BI.xlsx
Entry1,KY-2009-001-B(20)-e,1.658989401,0.137125552,132,12.09832432,0,0.05,1.387741505,1.930237296,Lsmean.CmD_BI.xlsx
Entry1,M. floridulus  'PI295762',2.230843277,0.100463083,132,22.20560247,2.08E-46,0.05,2.032117369,2.429569184,Lsmean.CmD_BI.xlsx
Entry1,M. floridulus  'US56-0022-03',2.316529848,0.100463083,132,23.05851847,3.95E-48,0.05,2.11780394,2.515255755,Lsmean.CmD_BI.xlsx
Entry1,M. sacchariflorus  'Hortico',1.280906141,0.190326147,132,6.730058697,0,0.05,0.90442221,1.657390072,Lsmean.CmD_BI.xlsx
Entry1,M. sinensis  'Adagio',0.496789915,0.138061906,132,3.59831274,0.000451701,0.05,0.223689819,0.769890011,Lsmean.CmD_BI.xlsx
Entry1,M. sinensis  'Allegro',1.005155621,0.100463083,132,10.00522375,0,0.05,0.806429713,1.203881528,Lsmean.CmD_BI.xlsx
Entry1,M. sinensis  'Altweibersommer',1.418647891,0.114001311,132,12.44413664,5.30E-24,0.05,1.19314203,1.644153752,Lsmean.CmD_BI.xlsx
Entry1,M. sinensis  'Andante',1.277125346,0.100463083,132,12.7123846,1.13E-24,0.05,1.078399438,1.475851253,Lsmean.CmD_BI.xlsx
Entry1,M. sinensis  'Arabesque',1.01860749,0.13712429,132,7.428351945,0,0.05,0.74736209,1.28985289,Lsmean.CmD_BI.xlsx
Entry1,M. sinensis  'Autumn Light',0.843903842,0.157200495,132,5.368328137,3.47E-07,0.05,0.532945724,1.154861959,Lsmean.CmD_BI.xlsx
Entry1,M. sinensis  'Ben Graz',0.994285828,0.100463083,132,9.897026859,0,0.05,0.79555992,1.193011735,Lsmean.CmD_BI.xlsx
Entry1,M. sinensis  'Ben Rotkopf',1.614034281,0.190315889,132,8.480817265,0,0.05,1.23757064,1.990497921,Lsmean.CmD_BI.xlsx
Entry1,M. sinensis  'Berlin',0.988282707,0.138061906,132,7.158257738,0,0.05,0.71518261,1.261382803,Lsmean.CmD_BI.xlsx
Entry1,M. sinensis  'Bitsy Ben',0.280398973,0.268380838,132,1.044780156,0.298034113,0.05,-0.250484851,0.811282798,Lsmean.CmD_BI.xlsx
Entry1,M. sinensis  'Blondo',1.102873673,0.100463083,132,10.97789997,0,0.05,0.904147765,1.30159958,Lsmean.CmD_BI.xlsx
Entry1,M. sinensis  'Bluetenwunder',0.666658651,0.157199874,132,4.240834522,4.16E-05,0.05,0.355701763,0.977615539,Lsmean.CmD_BI.xlsx
Entry1,M. sinensis  'Bodacious Ben',1.527552459,0.100463083,132,15.20511235,8.43E-31,0.05,1.328826551,1.726278367,Lsmean.CmD_BI.xlsx
Entry1,M. sinensis  'Border Bandit',0.754520988,0.268380838,132,2.811381747,0.00568544,0.05,0.223637164,1.285404813,Lsmean.CmD_BI.xlsx
Entry1,M. sinensis  'Dixieland',0.579140911,0.157194299,132,3.684236093,0.00033359,0.05,0.26819505,0.890086772,Lsmean.CmD_BI.xlsx
Entry1,M. sinensis  'Emerald Shadow',1.809464031,0.100463083,132,18.0112334,2.26E-37,0.05,1.610738123,2.008189938,Lsmean.CmD_BI.xlsx
Entry1,M. sinensis  'Emmanuel LePage',1.035134323,0.10655786,132,9.71429349,0,0.05,0.824352344,1.245916302,Lsmean.CmD_BI.xlsx
Entry1,M. sinensis  'Flamingo',1.655703422,0.100463083,132,16.48071488,7.75E-34,0.05,1.456977515,1.85442933,Lsmean.CmD_BI.xlsx
Entry1,M. sinensis  'Giraffe',0.867411236,0.100463083,132,8.6341292,0,0.05,0.668685328,1.066137143,Lsmean.CmD_BI.xlsx
Entry1,M. sinensis  'Gold and Silver',0.77613902,0.137125552,132,5.660061225,9.00E-08,0.05,0.504891124,1.047386915,Lsmean.CmD_BI.xlsx
Entry1,M. sinensis  'Goliath',1.51832053,0.100463083,132,15.1132186,1.40E-30,0.05,1.319594623,1.717046438,Lsmean.CmD_BI.xlsx
Entry1,M. sinensis  'Gracillimus Nana',0.718465845,0.106557047,132,6.742546511,0,0.05,0.507685474,0.929246216,Lsmean.CmD_BI.xlsx
Entry1,M. sinensis  'Gracillimus'--PI295764,2.395267693,0.100463083,132,23.84226752,1.12E-49,0.05,2.196541785,2.5939936,Lsmean.CmD_BI.xlsx
Entry1,M. sinensis  'Gracillimus'--UI10-00048,1.109903237,0.100463083,132,11.04787159,0,0.05,0.911177329,1.308629144,Lsmean.CmD_BI.xlsx
Entry1,M. sinensis  'Graziella',0.072693129,0.190326147,132,0.381939792,0.703120204,0.05,-0.303790802,0.44917706,Lsmean.CmD_BI.xlsx
Entry1,M. sinensis  'Grosse Fontaine',1.575881902,0.114001311,132,13.82336649,1.98E-27,0.05,1.350376041,1.801387763,Lsmean.CmD_BI.xlsx
Entry1,M. sinensis  'Haiku',0.749873486,0.123915229,132,6.051503851,1.40E-08,0.05,0.504756915,0.994990058,Lsmean.CmD_BI.xlsx
Entry1,M. sinensis  'Huron Blush',0.874600866,0.100463083,132,8.705694099,0,0.05,0.675874959,1.073326774,Lsmean.CmD_BI.xlsx
Entry1,M. sinensis  'Huron Sentinel',0.440718558,0.190315889,132,2.315721295,0.0221153,0.05,0.064254917,0.817182198,Lsmean.CmD_BI.xlsx
Entry1,M. sinensis  'July (Juli)',1.428848289,0.100463083,132,14.2226204,2.06E-28,0.05,1.230122381,1.627574196,Lsmean.CmD_BI.xlsx
Entry1,M. sinensis  'Kaskade',1.394683471,0.100463083,132,13.88254704,1.41E-27,0.05,1.195957564,1.593409379,Lsmean.CmD_BI.xlsx
Entry1,M. sinensis  'Kirk Alexander',1.16105607,0.157200784,132,7.385816005,0,0.05,0.85009738,1.47201476,Lsmean.CmD_BI.xlsx
Entry1,M. sinensis  'Kleine Fontaine',1.302567849,0.113998833,132,11.42615075,0,0.05,1.07706689,1.528068808,Lsmean.CmD_BI.xlsx
Entry1,M. sinensis  'Kleine Silberspinne (Little Silver Spider)',0.327436032,0.137125552,132,2.387855707,0.0183637,0.05,0.0561881,0.598683927,Lsmean.CmD_BI.xlsx
Entry1,M. sinensis  'Little Nickey (syn. Hinjo)',1.657575299,0.190315889,132,8.709600148,0,0.05,1.281111658,2.034038939,Lsmean.CmD_BI.xlsx
Entry1,M. sinensis  'Minuette',1.075206706,0.100463083,132,10.70250561,0,0.05,0.876480798,1.273932613,Lsmean.CmD_BI.xlsx
Entry1,M. sinensis  'Morning Light',1.909886906,0.190326147,132,10.03481096,0,0.05,1.533402975,2.286370837,Lsmean.CmD_BI.xlsx
Entry1,M. sinensis  'Mt. Washington',0.477904994,0.114480894,132,4.17453932,5.39E-05,0.05,0.25145047,0.704359518,Lsmean.CmD_BI.xlsx
Entry1,M. sinensis  'Mysterious Maiden',1.135676257,0.190315889,132,5.96732233,2.10E-08,0.05,0.759212616,1.512139897,Lsmean.CmD_BI.xlsx
Entry1,M. sinensis  'Nippon',1.356991613,0.190315889,132,7.130206613,0,0.05,0.980527973,1.733455254,Lsmean.CmD_BI.xlsx
Entry1,M. sinensis  'November Sunset',1.076362261,0.113999408,132,9.441823231,0,0.05,0.850860163,1.301864358,Lsmean.CmD_BI.xlsx
Entry1,M. sinensis  'Positano',0.816392153,0.10655786,132,7.661491657,0,0.05,0.605610174,1.027174132,Lsmean.CmD_BI.xlsx
Entry1,M. sinensis  'Puenktchen (Little Dot)',0.797320646,0.268377708,132,2.970889993,0.00352908,0.05,0.266443013,1.32819828,Lsmean.CmD_BI.xlsx
Entry1,M. sinensis  'Rigoletto',0.729291214,0.113998833,132,6.397356846,3.00E-09,0.05,0.503790255,0.954792173,Lsmean.CmD_BI.xlsx
Entry1,M. sinensis  'Roland',1.575227707,0.13712307,132,11.48769283,0,0.05,1.303984721,1.846470693,Lsmean.CmD_BI.xlsx
Entry1,M. sinensis  'Roter Pfeil (Red Arrow',0.644935121,0.100463083,132,6.419623047,2.00E-09,0.05,0.446209213,0.843661029,Lsmean.CmD_BI.xlsx
Entry1,M. sinensis  'Rotsilber',1.257523421,0.100463083,132,12.51726891,3.48E-24,0.05,1.058797514,1.456249329,Lsmean.CmD_BI.xlsx
Entry1,M. sinensis  'Sarabande',0.926209898,0.123909986,132,7.47486082,0,0.05,0.681103699,1.171316097,Lsmean.CmD_BI.xlsx
Entry1,M. sinensis  'Silberfeder (Silver Feather)'--UI10-00084,1.087610266,0.100463083,132,10.82596947,0,0.05,0.888884358,1.286336173,Lsmean.CmD_BI.xlsx
Entry1,M. sinensis  'Silberfeder (Silver Feather)'--UI10-00085,1.436260805,0.100463083,132,14.29640388,1.36E-28,0.05,1.237534897,1.634986712,Lsmean.CmD_BI.xlsx
Entry1,M. sinensis  'Silberfeil (Silver Arrow)',0.953808089,0.113998833,132,8.366823287,0,0.05,0.72830713,1.179309048,Lsmean.CmD_BI.xlsx
Entry1,M. sinensis  'Silberspinne (Silver Spider)',0.727257345,0.268377708,132,2.709827695,0.00762588,0.05,0.196379712,1.258134979,Lsmean.CmD_BI.xlsx
Entry1,M. sinensis  'Silberturm (Silver Tower)',1.616926898,0.114004756,132,14.18297754,2.58E-28,0.05,1.391414222,1.842439575,Lsmean.CmD_BI.xlsx
Entry1,M. sinensis  'Sirene',1.22193572,0.123915229,132,9.861061701,0,0.05,0.976819149,1.467052292,Lsmean.CmD_BI.xlsx
Entry1,M. sinensis  'Stardust',1.273373997,0.190315889,132,6.690844367,1.00E-09,0.05,0.896910356,1.649837637,Lsmean.CmD_BI.xlsx
Entry1,M. sinensis  'Strictus',1.282709779,0.114004756,132,11.25137074,0,0.05,1.057197103,1.508222456,Lsmean.CmD_BI.xlsx
Entry1,M. sinensis  'Super Stripe',1.245618792,0.190315889,132,6.545006807,1.00E-09,0.05,0.869155151,1.622082432,Lsmean.CmD_BI.xlsx
Entry1,M. sinensis  'US47-0011',1.886078468,0.100463083,132,18.77384624,4.36E-39,0.05,1.68735256,2.084804375,Lsmean.CmD_BI.xlsx
Entry1,M. sinensis  'US64-0004-02',2.020161101,0.100463083,132,20.10849206,5.19E-42,0.05,1.821435193,2.218887008,Lsmean.CmD_BI.xlsx
Entry1,M. sinensis  'Undine',0.865189186,0.100463083,132,8.612011128,0,0.05,0.666463279,1.063915094,Lsmean.CmD_BI.xlsx
Entry1,M. sinensis  'Variegatus',0.921483572,0.100463083,132,9.172360104,0,0.05,0.722757664,1.120209479,Lsmean.CmD_BI.xlsx
Entry1,M. sinensis  'Wetterfahne',0.947693173,0.106556678,132,8.893794272,0,0.05,0.736913532,1.158472815,Lsmean.CmD_BI.xlsx
Entry1,M. sinensis  'Yaku Jima Dwarf',0.994712384,0.100463083,132,9.901272757,0,0.05,0.795986476,1.193438291,Lsmean.CmD_BI.xlsx
Entry1,M. sinensis  'Zebrinus',1.777452004,0.137125552,132,12.96222315,2.69E-25,0.05,1.506204109,2.0486999,Lsmean.CmD_BI.xlsx
Entry1,M. sinensis  'Zwergzebra',0.842485853,0.100463083,132,8.386024299,0,0.05,0.643759945,1.04121176,Lsmean.CmD_BI.xlsx
Entry1,M. sinensis var. condensatus  'US64-0007-01',1.243785977,0.123910496,132,10.03777741,0,0.05,0.998678768,1.488893186,Lsmean.CmD_BI.xlsx
Entry1,M. sinensis var. condensatus 'Cabaret',1.431490806,0.100463083,132,14.24892376,1.78E-28,0.05,1.232764898,1.630216713,Lsmean.CmD_BI.xlsx
Entry1,M. sinensis var. condensatus 'Cosmopolitan',1.807313897,0.100463083,132,17.98983117,2.53E-37,0.05,1.608587989,2.006039804,Lsmean.CmD_BI.xlsx
Entry1,M. sinensis var. condensatus--UI10-00017,1.280807438,0.100463083,132,12.74903581,9.16E-25,0.05,1.082081531,1.479533346,Lsmean.CmD_BI.xlsx
Entry1,M. sp  'M75-062',1.440756446,0.100463083,132,14.34115307,1.06E-28,0.05,1.242030539,1.639482354,Lsmean.CmD_BI.xlsx
Entry1,M. sp  'US64-0016-03',2.039211431,0.100463083,132,20.29811725,2.03E-42,0.05,1.840485524,2.237937339,Lsmean.CmD_BI.xlsx
Entry1,M. transmorrisonensis,0.847460569,0.13712429,132,6.180236674,7.00E-09,0.05,0.576215169,1.118705969,Lsmean.CmD_BI.xlsx
Entry1,M. ×giganteus  'Illinois',1.956405023,0.100463083,132,19.47387011,1.24E-40,0.05,1.757679116,2.155130931,Lsmean.CmD_BI.xlsx
Entry1,Miscanthus sacchariflorus  'PMS-071',0.80231611,0.100463083,132,7.986178489,0,0.05,0.603590202,1.001042017,Lsmean.CmD_BI.xlsx
Entry1,Miscanthus sacchariflorus  'PMS-074',1.204487685,0.157200495,132,7.662111261,0,0.05,0.893529567,1.515445802,Lsmean.CmD_BI.xlsx
Entry1,Miscanthus sacchariflorus  'PMS-076',0.859028863,0.106556725,132,8.06170483,0,0.05,0.648249129,1.069808597,Lsmean.CmD_BI.xlsx
Entry1,Miscanthus sinensis  'Malepartus',1.744084848,0.100463083,132,17.36045521,6.96E-36,0.05,1.54535894,1.942810755,Lsmean.CmD_BI.xlsx
Entry1,Miscanthus sinensis  'PMS-023',1.780307631,0.106556591,132,16.70762557,2.28E-34,0.05,1.569528161,1.991087101,Lsmean.CmD_BI.xlsx
Entry1,Miscanthus sinensis  'PMS-067',1.735474932,0.100463083,132,17.27475293,1.10E-35,0.05,1.536749025,1.93420084,Lsmean.CmD_BI.xlsx
Entry1,Miscanthus sinensis  'PMS-087',1.381549308,0.13712307,132,10.07525072,0,0.05,1.110306322,1.652792294,Lsmean.CmD_BI.xlsx
Entry1,Miscanthus sinensis  'PMS-088',1.796029169,0.13712429,132,13.09781923,1.24E-25,0.05,1.524783769,2.067274569,Lsmean.CmD_BI.xlsx
Entry1,Miscanthus sinensis  'PMS-130',1.174961667,0.10655786,132,11.02651339,0,0.05,0.964179688,1.385743646,Lsmean.CmD_BI.xlsx
Entry1,Miscanthus sinensis  'PMS-131',1.171874188,0.138060257,132,8.488135647,0,0.05,0.898777354,1.444971022,Lsmean.CmD_BI.xlsx
Entry1,Miscanthus sinensis  'PMS-161',1.827986907,0.113999408,132,16.03505611,8.74E-33,0.05,1.60248481,2.053489004,Lsmean.CmD_BI.xlsx
Entry1,Miscanthus sinensis  'PMS-164',1.477534802,0.100463083,132,14.70724133,1.35E-29,0.05,1.278808894,1.676260709,Lsmean.CmD_BI.xlsx
Entry1,Miscanthus sinensis  'PMS-204',1.68933506,0.100463083,132,16.81548101,1.28E-34,0.05,1.490609152,1.888060967,Lsmean.CmD_BI.xlsx
Entry1,Miscanthus sinensis  'PMS-226',1.496137392,0.100463083,132,14.89240975,4.80E-30,0.05,1.297411484,1.694863299,Lsmean.CmD_BI.xlsx
Entry1,Miscanthus sinensis  'PMS-227',1.477287504,0.100463083,132,14.70477975,1.37E-29,0.05,1.278561597,1.676013412,Lsmean.CmD_BI.xlsx
Entry1,Miscanthus sinensis  'PMS-300',1.277369358,0.100463083,132,12.71481348,1.12E-24,0.05,1.078643451,1.476095266,Lsmean.CmD_BI.xlsx
Entry1,Miscanthus sinensis  'PMS-303',1.689965196,0.114004756,132,14.82363763,7.05E-30,0.05,1.46445252,1.915477873,Lsmean.CmD_BI.xlsx
Entry1,Miscanthus sinensis  'PMS-359',1.012385084,0.113998833,132,8.880661833,0,0.05,0.786884125,1.237886043,Lsmean.CmD_BI.xlsx
Entry1,Miscanthus sinensis  'PMS-375',1.116514823,0.190315889,132,5.866640072,3.40E-08,0.05,0.740051183,1.492978464,Lsmean.CmD_BI.xlsx
Entry1,Miscanthus sinensis  'PMS-381',2.075994421,0.114004756,132,18.20971763,8.04E-38,0.05,1.850481744,2.301507097,Lsmean.CmD_BI.xlsx
Entry1,Miscanthus sinensis  'PMS-382',2.001564993,0.113999408,132,17.55767881,2.45E-36,0.05,1.776062896,2.227067091,Lsmean.CmD_BI.xlsx
Entry1,Miscanthus sinensis  'PMS-425',1.366853346,0.114004756,132,11.98944141,0,0.05,1.14134067,1.592366023,Lsmean.CmD_BI.xlsx
Entry1,Miscanthus sinensis  'PMS-436',0.491221013,0.16041706,132,3.062149449,0.00266364,0.05,0.173900212,0.808541815,Lsmean.CmD_BI.xlsx
Entry1,Miscanthus sinensis  'PMS-438',0.548195585,0.100463083,132,5.456686879,2.32E-07,0.05,0.349469678,0.746921493,Lsmean.CmD_BI.xlsx
Entry1,Miscanthus sinensis  'Zwergelefant',0.848944268,0.100463083,132,8.450310754,0,0.05,0.65021836,1.047670176,Lsmean.CmD_BI.xlsx
Entry1,NC-2010-001 B,1.443496781,0.19034472,132,7.583592459,0,0.05,1.066976112,1.820017451,Lsmean.CmD_BI.xlsx
Entry1,NC-2010-001-009,1.106756668,0.190315889,132,5.815366608,4.30E-08,0.05,0.730293028,1.483220309,Lsmean.CmD_BI.xlsx
Entry1,NC-2010-001-010,1.393774004,0.114001311,132,12.22594716,0,0.05,1.168268143,1.619279865,Lsmean.CmD_BI.xlsx
Entry1,NC-2010-001-B(44)-e,1.176098451,0.113999408,132,10.31670664,0,0.05,0.950596354,1.401600548,Lsmean.CmD_BI.xlsx
Entry1,NC-2010-001.5 C,1.172597288,0.113998833,132,10.28604644,0,0.05,0.947096329,1.398098247,Lsmean.CmD_BI.xlsx
Entry1,NC-2010-001.5-B(18)-a,1.417519453,0.190326147,132,7.447844004,0,0.05,1.041035522,1.794003384,Lsmean.CmD_BI.xlsx
Entry1,NC-2010-002-001,0.768616832,0.190315889,132,4.038637205,9.07E-05,0.05,0.392153191,1.145080472,Lsmean.CmD_BI.xlsx
Entry1,NC-2010-003 D,1.196612054,0.114004756,132,10.49615904,0,0.05,0.971099377,1.42212473,Lsmean.CmD_BI.xlsx
Entry1,NC-2010-003 E,1.197871947,0.190326147,132,6.293785511,4.00E-09,0.05,0.821388016,1.574355878,Lsmean.CmD_BI.xlsx
Entry1,NC-2010-004 E,1.179074814,0.190315889,132,6.195356666,7.00E-09,0.05,0.802611174,1.555538455,Lsmean.CmD_BI.xlsx
Entry1,PA-2010-001-005,1.481455435,0.100463083,132,14.74626694,1.09E-29,0.05,1.282729527,1.680181342,Lsmean.CmD_BI.xlsx
Entry1,PA-2010-002 E,0.99755813,0.190315889,132,5.241591403,6.15E-07,0.05,0.621094489,1.37402177,Lsmean.CmD_BI.xlsx
Entry1,PA-2010-002-004,1.293288997,0.106556725,132,12.13709411,0,0.05,1.082509263,1.504068731,Lsmean.CmD_BI.xlsx
Entry1,PA-2010-002-013,1.206009238,0.123915438,132,9.732518078,0,0.05,0.960892254,1.451126222,Lsmean.CmD_BI.xlsx
Entry1,PA-2010-002-015,1.153022718,0.190315889,132,6.058467957,1.30E-08,0.05,0.776559077,1.529486358,Lsmean.CmD_BI.xlsx
Entry1,PA-2010-002-B(3)-b,0.630416882,0.190326147,132,3.312297821,0.00119402,0.05,0.253932951,1.006900813,Lsmean.CmD_BI.xlsx
